"CodMat","CodFam","Descri","UniMat","CosMat","Desper","Provee","Consum","FecMat","Importado"
"MT1948","15","SUBE Y BAJA 1 UNID. 2 PUESTOS (PARQUE)","und","1013,85","0","DIVERSIONES RAMPARQUES C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT1949","18","TOBOGAN RECTO L= 3 M  PARQUE LINEA ECONO","pza","1090,99","0","ANTHONY 2900 C.A. PARQUES","","4/5/2026 12:00:00 a. m.","False"
"MT1950","15","COLUMPIO DE 1 CUERPO 2 ASIENTOS  (PARQUE","und","991,78","0","DIVERSIONES RAMPARQUES C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT1951","05","BANCO DE CONCRETO SIN ESPALDAR D=2.0X0.5","und","66,14","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1957","15","BANCO C/ESPALDAR EST. METALICA ASIENTO M","und","418,76","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1975","01","PERNOS DE ANCLAJE DE ACERO SAE-1020","kgf","11,02","3","","","4/5/2026 12:00:00 a. m.","False"
"MT1976","01","PERNOS DE ANCLAJE DE ACERO SAE-1040","kgf","10,6","3","","","4/5/2026 12:00:00 a. m.","False"
"MT1980","14","CONECTOR P/BARRA COBRE COPPERWELD 5/8""- ","pza","9,56","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1981","14","CAJA ALUMBRADO 2X60 VACIA SIN CELULA FOT","pza","60,63","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1995","00","TEE PVC ACUED JTA UNISAFE C-C-C  D= 75 X","pza","51,84","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1996","00","TEE PVC ACUED JTA UNISAFE C-C-C  D=110 X","pza","94,11","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1997","00","TEE PVC ACUED JUNTA UNISAFE C-C-C  D=160","pza","121,22","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1998","00","TEE RED PVC ACUED JTA UNISAFE C-C-C D=11","pza","84,19","0","","","4/5/2026 12:00:00 a. m.","False"
"MT1999","00","TEE RED PVC ACUED J. UNISAFE C-C-C D=160","pza","122,31","0","","","4/5/2026 12:00:00 a. m.","False"
"MT200","00","UNION UNIVERSAL HG D = 1 1/4""","pza","22,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MT2000","00","CODO 45º  PVC ACUEDUCTO C-E D= 75 MM A.B","pza","30,85","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2001","00","CODO 45º PVC ACUEDUCTO C-E D=110 MM A.B.","pza","55,1","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2002","00","CODO 45º  PVC ACUEDUCTO C-E D= 160 MM A.","pza","165,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2003","00","CODO 90 GRDS PVC ACUEDUCTO C-E  D= 75MM ","pza","37,45","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2004","00","CODO 90 GRDS PVC ACUEDUCTO C-E  D=110MM ","pza","62,82","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2005","00","CODO 90 GRDS PVC ACUEDUCTO C-E  D=160MM ","pza","195,03","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2009","00","ABRAZADERA SIMPLE TOMA A.B. PVC D= 75 X ","pza","12,69","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2010","00","ABRAZADERA SIMPLE TOMA A.B. PVC D= 75 X ","pza","13,76","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2011","00","ABRAZADERA SIMPLE TOMA A.B. PVC D=110 X ","pza","15,4","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2012","00","ABRAZADERA SIMPLE TOMA A.B. PVC D=110 X ","pza","17,64","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2013","00","ADAPTADOR EXTREMIDAD PVC-HF E-BB D= 75MM","pza","20,91","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2014","00","ADAPTADOR EXTREMIDAD PVC-HF E-BB D=110MM","pza","27,55","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2018","00","TUBO PVC ALCANT E- C JTA MEC D=6""/160MM ","m","28,48","5","","","4/5/2026 12:00:00 a. m.","False"
"MT2019","00","TUBO PVC ALCANT E -C JTA MEC D=8""/200MM ","m","46,66","5","","","4/5/2026 12:00:00 a. m.","False"
"MT202","14","TOMACORRIENTE UNIVERSAL DOBLE","pza","4,41","5","ABELEC S.A. - MAYORISTA ELECTRICOS","","4/5/2026 12:00:00 a. m.","False"
"MT2020","00","TUBO PVC ALCANT E- C JTA MEC D=10""/250 E","m","55,82","5","","","4/5/2026 12:00:00 a. m.","False"
"MT2026","00","ARENA SILICE SECA PARA SAND BLASTING #","tf","66,14","5","POLSIVEN C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT2027","00","KILOVATIO-HORA /SERVICIO PROVISIONAL","kvh","0,11","0","ELECTRICIDAD DE CARACAS","","4/5/2026 12:00:00 a. m.","False"
"MT204","14","TOMACORRIENTE AMERICANO DOBLE","pza","9,88","5","ABELEC S.A. - MAYORISTA ELECTRICOS","","4/5/2026 12:00:00 a. m.","False"
"MT2049","00","TUBO PVC A.B. D= 1/2"" PRESION AGUA FRIA ","m","2,18","5","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT205","14","TOMACORRIENTE 2 FASES 15A 125V","pza","7,27","5","ABELEC S.A. - MAYORISTA ELECTRICOS","","4/5/2026 12:00:00 a. m.","False"
"MT2050","00","TUBO PVC A.B. D=3/4"" E-E PRESION AGUA FR","m","4,34","5","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT2051","00","TUBO PVC A.B. D=1""  E-E PRESION AGUA FRI","m","7,69","5","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT206","14","TOMACORRIENTE 3 FASES 50A 250V EAGLE O S","pza","8,81","5","ABELEC S.A. - MAYORISTA ELECTRICOS","","4/5/2026 12:00:00 a. m.","False"
"MT207","15","PLACA ALUMINIO BTICINO (CIEGA/1/2/3 HUEC","pza","5,54","0","","","4/5/2026 12:00:00 a. m.","False"
"MT2079","00","CODO 90  PVC ASTM D=1/2"" PRESION AGUA FR","pza","1,29","2","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT208","14","PLACA PLASTICA INT.-T/C (CIEGA/1/2/3 HUE","pza","0,53","0","","","4/5/2026 12:00:00 a. m.","False"
"MT2080","00","CODO 90 PVC ASTM D= 3/4"" PRESION AGUA FR","pza","2,18","2","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT2081","00","CODO 90º  PVC ASTM D= 1"" PRESION AGUA FR","pza","2,34","2","","","4/5/2026 12:00:00 a. m.","False"
"MT2089","00","TEE PVC ASTM D=1/2"" PRESION AGUA FRIA A.","pza","0,8","0","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT2090","00","TEE PVC ASTM D=3/4"" PRESION AGUA FRIA A.","pza","1,61","0","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT2091","00","TEE PVC ASTM D=1"" PRESION AGUA FRIA A.B.","pza","1,31","0","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT2133","00","GEOMEMBRANA IMPERMEABLE","m2","4,41","5","GEOTEXTILES DE VENEZUELA APS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT2161","00","EMPACADURA PLANA DE GOMA PARA D = 110 MM","pza","0,53","0","REASA","","4/5/2026 12:00:00 a. m.","False"
"MT2162","00","EMPACADURA PLANA DE GOMA PARA D =  75 MM","pza","0,21","0","REASA","","4/5/2026 12:00:00 a. m.","False"
"MT2163","00","EMPACADURA PLANA DE GOMA PARA D = 160 MM","pza","1,29","0","REASA","","4/5/2026 12:00:00 a. m.","False"
"MT2167","13","VALVULA/LLAVE DE COMPUERTA BB D=80 MM","pza","132,23","0","REASA","","4/5/2026 12:00:00 a. m.","False"
"MT2168","13","VALVULA DE COMPUERTA BB D=100 MM VASTAGO","pza","176,32","0","REASA","","4/5/2026 12:00:00 a. m.","False"
"MT2169","13","VALVULA DE COMPUERTA BB D=150 MM VASTAGO","pza","220,4","0","REASA","","4/5/2026 12:00:00 a. m.","False"
"MT22","07","BLOQUE ARCILLA PLATABANDA 15X20X40 8/M2 ","pza","0,64","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"MT23","07","BLOQUE ARCILLA PLATABANDA 20X20X40 8/M2 ","pza","0,87","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"MT230","14","TUBO EMT D =  1/2"" ACERO GALVANIZADO A.G","m","3,66","5","","","4/5/2026 12:00:00 a. m.","False"
"MT231","14","TUBO EMT D= 3/4"" ACERO GALVANIZADO A.G.","m","6,18","5","","","4/5/2026 12:00:00 a. m.","False"
"MT232","14","TUBO EMT D = 1"" ACERO GALVANIZADO A.G.","m","8,12","5","MOTUSA","","4/5/2026 12:00:00 a. m.","False"
"MT233","14","TUBO EMT D = 1 1/2"" ACERO GALV. A.G.","m","13,27","5","","","4/5/2026 12:00:00 a. m.","False"
"MT234","14","TUBO EMT D = 2"" ACERO GALVANIZADO A.G.","m","17,64","5","","","4/5/2026 12:00:00 a. m.","False"
"MT239","14","TUBO CONDUIT D=2"" ACERO IMC LIVIANO E= 2","m","24,26","5","GEDISA GENERAL DISTRIBUIDORA S.A.","","4/5/2026 12:00:00 a. m.","False"
"MT24","07","BLOQUE ARCILLA PLATABANDA 25X20X40 8/M2 ","pza","0,8","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"MT241","14","TUBO CONDUIT D=3"" ACERO IMC LIVIANO COVE","m","50,69","5","MOTUSA","","4/5/2026 12:00:00 a. m.","False"
"MT242","14","TUBO CONDUIT D= 4"" ACERO IMC LIVIANO COV","m","58,69","5","MOTUSA","","4/5/2026 12:00:00 a. m.","False"
"MT243","14","TUBO PVC ELECTRICIDAD D = 1/2"" RIGIDO","m","1,4","5","","","4/5/2026 12:00:00 a. m.","False"
"MT244","14","TUBO PVC ELECTRICIDAD D=3/4"" RIGIDO","m","2","5","","","4/5/2026 12:00:00 a. m.","False"
"MT245","14","TUBO PVC ELECTRICIDAD D=1"" RIGIDO","m","2,72","5","","","4/5/2026 12:00:00 a. m.","False"
"MT246","14","TUBO PVC ELECTRICIDAD D=1 1/2"" RIGIDO LI","m","4,08","5","","","4/5/2026 12:00:00 a. m.","False"
"MT247","00","TUBO PVC A.N. D=2"" REFORZADO E= 3,2 MM","m","8,22","5","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT248","00","TUBO PVC A.N. D=3"" TIPO REFORZADO (E= 3,","m","12,86","5","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT249","00","TUBO PVC A.N. D=4"" REFORZADO E= 3,2 MM","m","19,85","5","TUVENSA","","4/5/2026 12:00:00 a. m.","False"
"MT25","07","BLOQUE ARCILLA PLATABANDA 30X20X40 8/M2 ","pza","0,82","5","ALFARERIA VENEZUELA, C.A","","4/5/2026 12:00:00 a. m.","False"
"MT250","14","CONECTOR EMT D = 1/2""","pza","1,34","5","MOTUSA","","4/5/2026 12:00:00 a. m.","False"
"MT251","14","CONECTOR EMT D = 3/4""","pza","1,61","2","","","4/5/2026 12:00:00 a. m.","False"
"MT252","14","CONECTOR EMT D = 1"" ELECTRICIDAD","pza","3,65","5","MOTUSA","","4/5/2026 12:00:00 a. m.","False"
"MT259","14","ANILLO EMT D=2""","pza","10,49","2","MOTUSA","","4/5/2026 12:00:00 a. m.","False"
"MT272","00","CIERRAPUERTA RIOBI 03 C/RETEN P/PUERTA=1","pza","49,54","0","NOGUERA E HIJOS","","4/5/2026 12:00:00 a. m.","False"
"MT275","14","BUSHING CONDUIT D= 1/2""  (COMPLETO) GALV","pza","0,9","5","","","4/5/2026 12:00:00 a. m.","False"
"MT276","14","BUSHING CONDUIT D=  3/4""  (COMPLETO) GAL","pza","1,08","5","","","4/5/2026 12:00:00 a. m.","False"
"MT277","14","BUSHING CONDUIT D= 1"" (COMPLETO) GALVANI","pza","1,08","5","","","4/5/2026 12:00:00 a. m.","False"
"MT278","14","BUSHING CONDUIT D= 1-1/2"" (COMPLETO) GAL","pza","2,39","5","","","4/5/2026 12:00:00 a. m.","False"
"MT279","14","BUSHING CONDUIT D= 2"" (COMPLETO) GALVANI","pza","2,72","5","","","4/5/2026 12:00:00 a. m.","False"
"MT280","14","CONECTOR EMT D = 3""","pza","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"MT281","14","BUSHING CONDUIT D= 3"" (COMPLETO) GALVANI","pza","3,76","5","","","4/5/2026 12:00:00 a. m.","False"
"MT282","14","BUSHING CONDUIT D= 4""  (COMPLETO) GALVAN","pza","9,62","5","","","4/5/2026 12:00:00 a. m.","False"
"MT288","01","GANCHO P/LAMINA TECHO C/ARANDELA ASFALTI","pza","1,18","5","TECHOLAND C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT290","14","ANILLO CONDUIT METALICO D= 4"" GALVANIZAD","pza","40,77","2","ELECTROSAN C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT299","14","CURVA PVC ELECTRICIDAD D = 1/2""","pza","1,18","5","","","4/5/2026 12:00:00 a. m.","False"
"MT300","14","CURVA PVC ELECTRICIDAD D = 3/4""","pza","1,83","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3003","14","TERMINAL PARA CONDUCTOR/CABLE","pza","0,37","5","ESPECIALIDADES ELECTRICAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3004","14","CABLE TW 16 AWG COBRE - 0,02 KG/M","m","0,53","3","CASA PINEDA S.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3005","15","NITROGENO (CONTENIDO BOMBONA DE 15 KGS)","cil","60,63","0","AGA GASES INDUSTRIALES DE VENEZUELA","","4/5/2026 12:00:00 a. m.","False"
"MT3006","00","A/C GAS REFRIGERANTE FREON R12  CILIN 6 ","cil","275,51","5","MASIVEN","","4/5/2026 12:00:00 a. m.","False"
"MT301","14","CURVA PVC ELECTRICIDAD D = 1""","pza","2,66","5","","","4/5/2026 12:00:00 a. m.","False"
"MT302","14","CURVA PVC ELECTRICIDAD D = 1 1/2""","pza","4,41","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3029","00","RAMPLUG PLASTICO 5/16"" COLOR AZUL","pza","0,14","0","","","4/5/2026 12:00:00 a. m.","False"
"MT303","14","CURVA PVC ELECTRICIDAD D = 2""","pza","4,97","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3032","01","CESTA GAVION 1,5X1X1 GALV DOBLE TORSION ","pza","41,85","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"MT3033","01","CESTA GAVION 1,5X1X1 GALV PLASTIF. DOBLE","pza","36,34","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"MT3034","01","CESTA GAVION 2 X 1X 1M GALV DOBLE TORSIO","pza","83,74","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3035","01","CESTA GAVION 2X1X1 GALV PLASTIF. DOBLE T","pza","44,07","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"MT3036","01","CESTA GAVION 2X1X0,5 GALV DOBLE TORSION ","pza","36,34","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"MT3037","01","CESTA GAVION 2X1X0,5 GALV PLASTIF. DOBLE","pza","33,09","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"MT3038","05","ESCAMA PREFABABRICADA DE CONCRETO ARMADO","m2","44,07","0","","","4/5/2026 12:00:00 a. m.","False"
"MT304","14","CURVA PVC ELECTRICIDAD D= 3""","pza","17,64","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3040","00","BARRA PLASTICA PVC. DIAM 20 MM","m","0,74","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3041","00","JUNTA HORIZONTAL NEOPRENE DE 10X10X2CM T","pza","3,28","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3042","00","JUNTA VERTICAL ESPUMA POLIURETANO SEC.4X","m","2,37","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3043","01","ANCLAJE DE ACERO GALVANIZADO TIERRA ARMA","pza","1,08","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3044","01","TORNILLOS ALTA RES. GALV.ROSCA 5 D=1/2"" ","pza","0,42","0","TIERRA ARMADA DE VENEZUELA C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3045","01","EMPALMES ACERO P/UNIR PLETINA TIERRA ARM","pza","0,7","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3046","01","PLETINA ESTRIADA GALVAN. EN CALIENTE 50M","m","1,97","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3048","00","LAMINA ACRILICO PUNTA DIAMANTE TRANSP. D","pza","10,49","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT305","14","CURVA PVC ELECTRICIDAD D = 4""","pza","30,29","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3062","01","POSTE METALICO L=27' -8,23M EC=116KG 4 1","pza","256,55","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3063","01","POSTE METALICO L=27' -8,23 M EC=178KG 5 ","pza","396,97","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3064","01","POSTE METALICO L=30'-9,14 M EC=159K 5 1/","pza","388,55","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3065","01","POSTE METALICO L=30'-9,14 M EC=266 KG 6 ","pza","547,81","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3066","01","POSTE METALICO L=35' -10.67M-EC=223K 6 5","pza","529,23","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3067","01","POSTE METALICO L=35' -10.67M-EC=327K 7-5","pza","716,71","0","TRES FASES C.A. EQUIP Y MAT. ELECTR","","4/5/2026 12:00:00 a. m.","False"
"MT3068","01","POSTE METALICO L=37' - 11,28 M - EC=211 ","pza","663,66","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3069","01","POSTE METALICO L=37'-11,28 M 7-5 1/2-4 1","pza","687,81","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3070","01","POSTE METALICO L=40' 12.2M- EC=282K 7-5 ","pza","694,65","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3071","01","POSTE METAL. L=40'-12,2M EC=437K 8 5/8-6","pza","1049,79","0","POSTVEN - POSTES VENEZOLANOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3072","01","ABRAZADERA DE 3 TORNILLOS/TUERCA 10.16-1","pza","4,97","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3073","01","ALAMBRE GALVANIZADO REDONDO ACERO P/ATAR","m","0,74","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3074","14","PERCHA DE 5 AISLADORES CON AISLADORES A.","pza","66,14","0","DISELCA DIST. ELECT. C.A. (A.T.)","","4/5/2026 12:00:00 a. m.","False"
"MT3075","01","ABRAZADERA DE 3 TORNILLOS/TUERCA 12.70-1","pza","5,08","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3076","15","ALAMBRE REDONDO GALVANIZADO P/ATAR Nº6","m","0,74","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3077","01","ABRAZADERA DE 3 TORNILLOS/TUERCA 7.62-8.","pza","4,41","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3078","01","ABRAZADERA DE 4 TORNILLOS/TUERCA 10.16-1","pza","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3079","14","CONECTOR UW-25R P/  ARVIDAL Nº 2 AL 2/0","pza","2,51","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3080","14","CONECTOR YCA P/ CALIBRES Nº 2 AL 2/0 AWG","pza","6,62","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3081","14","ASIENTO P/PERCHA A.T- ACERO GALV. DE 7.6","pza","2,18","0","DISELCA DIST. ELECT. C.A. (A.T.)","","4/5/2026 12:00:00 a. m.","False"
"MT3082","01","PERNO DE UN OJO 5/8"" X 2-3/8""","pza","8,22","3","","","4/5/2026 12:00:00 a. m.","False"
"MT3083","01","ABRAZADERA DE 4 TORNILLOS/TUERCA 12.70-1","pza","6,62","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3086","14","PERCHA DE 4 AISLADORES CON AISLADORES A.","pza","36,34","0","DISELCA DIST. ELECT. C.A. (A.T.)","","4/5/2026 12:00:00 a. m.","False"
"MT3087","14","PERCHA DE 2 AISLADORES CON AISLADORES A.","pza","15,4","0","DISELCA DIST. ELECT. C.A. (A.T.)","","4/5/2026 12:00:00 a. m.","False"
"MT3088","00","FLEJE DE ACERO 1/2"" INOXIDABLE P/PISO","m","2,18","5","INDUSTRIAS DE FLEJES Y GRAPAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3089","01","HEBILLA DE ACERO P/FLEJE 1/2"" P/ATAR-EMB","pza","0,74","5","INDUSTRIAS DE FLEJES Y GRAPAS C.A.","","4/5/2026 12:00:00 a. m.","False"
"MT3090","14","CONECTOR EMPALME (MANGUITO) 1/0 YDS-25RL","pza","1,08","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3091","14","CONECTOR EMPALME (MANGUITO) 2/0 YDS-26RL","pza","1,86","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3092","14","CONECTOR EMPALME (MANGUITO) 4/0 YDS-28RL","pza","2,63","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3093","14","CONECTOR EMPALME (MANGUITO) Nº  2 YDS-2R","pza","0,85","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3094","14","CONECTOR A COMPRESION CA NO 2/0","pza","4,3","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3095","14","CRUCETA DE HIERRO 75 X 75 X 8 MM L= 1.80","pza","88,17","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3096","01","PLETINA ACERO HG 6,35MM X 25,4MM L=1M 1,","pza","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3097","01","TORNILLO MAQUINA 3/8"" X 1-1/2","pza","1,08","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3098","14","ADAPTADOR P/CRUCETA A POSTE EN HG 3-1/2X","pza","16,5","5","","","4/5/2026 12:00:00 a. m.","False"
"MT3100","14","SECCIONADOR MONOPOLAR 15KV 600 AMP","pza","113,49","0","DISELCA DIST. ELECT. C.A. (A.T.)","","4/5/2026 12:00:00 a. m.","False"
"MT3102","14","PARARRAYO 15 KV COPPERWELD A.T.","pza","195,03","0","DISELCA DIST. ELECT. C.A. (A.T.)","","4/5/2026 12:00:00 a. m.","False"
"MT3105","14","CONECTOR TORNILLO ""U"" KS-20 BIMETALICO 8","pza","6,07","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3107","01","GUAYA DE ACERO D= 3/8"" (9,53 MM) 0,36 KG","m","5,32","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3108","01","PROTECTOR TUBULAR DE VIENTO/TENSOR POSTE","pza","11,02","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3109","14","BARRA DE ACERO P/ANCLAJE UN OJO 5/8"" X 6","pza","3,57","0","","","4/5/2026 12:00:00 a. m.","False"
"MT3110","01","CASQUILLO PARA GUAYA DE ACERO","pza","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3115","14","CONECTOR TORNILLO ""U"" KS-26 BIMETALICO 2","pza","14,31","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3116","14","ABRAZADERA SOPORTE TRANSFORMADOR CON TOR","pza","26,45","2","","","4/5/2026 12:00:00 a. m.","False"
"MT3117","14","TRANSFORMADOR MONOF. ACEITE 5 KVA 13.8/1","und","903,66","0","UNIELCO SRL","","4/5/2026 12:00:00 a. m.","False"
"MT3118","14","TRANSFORMADOR MONOF. ACEITE 10 KVA 13.8/","und","991,78","0","UNIELCO SRL","","4/5/2026 12:00:00 a. m.","False"
"MT3119","14","TRANSFORMADOR MONOF. ACEITE 15 KVA 13.8/","und","1410,55","0","UNIELCO SRL","","4/5/2026 12:00:00 a. m.","False"
"MT3120","14","TRANSFORMADOR MONOF. ACEITE 25 KVA 13.8/","und","2093,8","0","UNIELCO SRL","","4/5/2026 12:00:00 a. m.","False"
"MT3121","14","TRANSFORMADOR MONOF. ACEITE 37.5 KVA 13.","und","2231,52","0","UNIELCO SRL","","4/5/2026 12:00:00 a. m.","False"
"MT3122","14","TRANSFORMADOR MONOF. ACEITE 50 KVA 13.8/","und","2347,21","0","TRES FASES C.A. EQUIP Y MAT. ELECTR","","4/5/2026 12:00:00 a. m.","False"
"MT3123","14","TRANSFORMADOR MONOF. ACEITE 75 KVA 13.8/","und","4543,5","0","TRES FASES C.A. EQUIP Y MAT. ELECTR","","4/5/2026 12:00:00 a. m.","False"
"MT3124","14","TRANSFORMADOR MONOF. ACEITE 100 KVA 13.8","und","3967,18","0","UNIELCO SRL","","4/5/2026 12:00:00 a. m.","False"
