"CodMat","CodFam","Descri","UniMat","CosMat","Desper","Provee","Consum","FecMat","Importado"
"CAR241","00","ESCRITORIO MDF SECRETARIAL C/ALA Y ARTUR","und","385,72","5","","","4/5/2026 12:00:00 a. m.","False"
"CAR242","00","CERRADURA P/PUERTA DE VIDRIO TEMPLEX 2 H","pza","60,63","3","","","4/5/2026 12:00:00 a. m.","False"
"CAR243","00","TABLERO MADERA PINO ENCOFRADO 1,20 X 0,6","und","5,54","5","MADERAS ISIDRO S.A.","","4/5/2026 12:00:00 a. m.","False"
"CAR244","00","BOCA LLAVE DE ALUMINIO P/CERRADURA","pza","4,41","5","","","4/5/2026 12:00:00 a. m.","False"
"CAR245","00","BOCA LLAVE ACERO INOXIDABLE P/CERRADURA","pza","8,81","5","","","4/5/2026 12:00:00 a. m.","False"
"CAR246","00","MADERA DE TECA","m3","991,78","10","ASERRADERO Y FERRT EL EBANO, C.A.","","4/5/2026 12:00:00 a. m.","False"
"CAR247","00","MADERA DE APAMATE","m3","771,4","10","ASERRADERO Y FERRT EL EBANO, C.A.","","4/5/2026 12:00:00 a. m.","False"
"CAV001","00","PUESTO TRABAJO SENCILLO FREE STANDING TI","und","881,57","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV002","00","PUESTO TRABAJO/VISITAS FREE STANDING TIP","und","1983,59","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV003","00","PUESTO TRABAJO/VISITAS FREE STANDING TIP","und","1983,59","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV004","00","PUESTO TRABAJO/VISITAS FREE STANDING TIP","und","6611,93","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV005","00","PUESTO TRABAJO ESCRITORIO AUTOSOPORT TIP","und","4407,96","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV006","00","PUESTO TRABAJO ESCRITORIO AUTOSOPORT. TI","und","1763,2","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV007","00","PUESTO TRABAJO SENCILLO FREE STANDING TI","und","771,4","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV008","00","PUESTO TRABAJO SENCILLO FREE STANDING TI","und","1102","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV009","00","ESCRITORIO SENCILLO FS 1,20 X 0,60 MT TI","und","341,61","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV010","00","ESCRITORIO SENCILLO FS 1,50 X 0,60 MT TI","und","429,76","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV011","00","MESA PARA AREA DE ESPERA 40 X 40 CM TIPO","und","110,19","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV012","00","MESA ESQUINERA AREA DE ESPERA 60X60 CM T","und","137,72","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV013","00","MESA REDONDA D= 1MT TIPO CANTV","und","242,42","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV014","00","MESA DE REUNION 0,75 X 1,5 MT TIPO CANTV","und","418,76","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV015","00","ARCHIVADOR 0,6 X 0,5 X 1M 3 GAVETAS TIPO","und","573,04","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV016","00","ARCHIVADOR 0,9 X 0,5 X 1M 3 GAVETAS TIPO","und","738,34","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV017","00","ARCHIVADOR 0,6 X 0,5 X 1,3M 4 GAVETAS TI","und","771,4","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV018","00","ARCHIVADOR 0,9 X 0,5 X 1,3M 4 GAVETAS TI","und","947,69","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV019","00","SILLAS OPERATIVAS EN TELA AZUL TIPO CANT","und","164,22","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV020","00","SILLAS PARA VISITANTES TELA AZUL TIPO CA","und","109,09","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV021","00","SILLA SEMI EJECUTIVAS NEGRA BIPIEL TIPO ","und","330,58","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV022","00","SILLA SEMI EJECUTIVA VISITA NEGRA BIPIEL","und","306,34","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV023","00","SILLAS TIPO CAJERO EN TELA AZUL TIPO CAN","und","264,48","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV024","00","SILLAS TANDEM 2 PUESTOS EN TELA AZUL TIP","und","374,69","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV025","00","SILLAS TANDEM 3 PUESTOS EN TELA AZUL TIP","und","446,29","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV026","00","MUEBLE/SOFA 2 PUESTOS EN TELA AZUL TIPO ","und","495,91","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV027","00","MUEBLE/SOFA 3 PUESTOS EN TELA AZUL TIPO ","und","650,13","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV028","15","LOCKER 2 PUERTAS H= 1.96 M X 0,34 X 0,34","pza","148,75","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV029","15","LOCKER 4 PUERTAS H= 1.96 M X 0,34 X 0,34","pza","165,32","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV030","00","SILLAS TANDEM 3 PUESTOS METAL MICROPERFO","und","339,38","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV031","00","SILLAS TANDEM 2 PUESTOS METAL MICROPERFO","und","341,61","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV032","00","SILLAS TANDEM 2 PUESTOS MICROPERFORADO C","und","209,36","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV033","00","SILLAS TANDEM 3 PUESTOS FORRADA BIPIEL","und","484,88","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV034","00","SILLAS TANDEM 2 PUESTOS FORRADA BIPIEL","und","429,76","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV035","00","SILLAS 1 PUESTOS VISITA FORRADA BIPIEL","und","159,78","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV036","00","SILLAS TANDEM 3 P MICROPERFORADO SIN ESP","und","339,38","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV037","00","BANQUETA-SILLA NEGRA BASE CROMADA C/RUED","und","181,83","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV038","00","SILLA SECRETARIAL EJECUTIVA: RUEDAS, BRA","und","198,38","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CAV039","00","ESCRITORIO SENCILLO FS 1,60 X 0,80 M","und","176,32","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV040","00","SILLA EJECUTIVA EN PIEL CON RUEDAS Y BRA","und","308,56","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV041","00","MESA DE MUESTRAS C/CAPTACION DIRECTA AGU","und","2203,96","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV042","00","MESA REUNION 0,9 X 2,7 M MELAMINA Y META","und","440,79","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV043","00","TELA P/TAPIZAR SILLAS DE OFICINA AZUL O ","m2","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV044","00","BASE P/SILLAS OFICINA 5 PATAS EJECUTIVA ","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV045","00","BASE P/SILLAS OFICINA 5 PATAS EJECUTIVA ","und","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV046","00","HIDRAULICO CROMADO P/SILLAS OFICINA EJEC","und","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV047","00","RUEDA PLASTICA DE PIN P/SILLA OFICINA EJ","und","3,28","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV048","00","TELA LINO REFORZADO E IMPORTADO P/TAPIZA","m2","12,13","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV049","00","GOMA ESPUMA REFUERZO P/TAPIZAR SILLA","m2","2,72","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV050","00","GOMA ESPUMA H=2"" P/TAPIZAR SILLA","m2","15,4","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV051","00","GOMA ESPUMA H=1"" P/TAPIZAR SILLA","m2","5,54","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV052","00","APOYA BRAZO PLASTICO TIPO PRESIDENCIAL P","und","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV053","00","APOYA BRAZO PLASTICO SENCILLO P/SILLA OF","und","11,02","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV054","00","APOYA BRAZO PLASTICO AJUSTABLE P/SILLA O","und","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV055","00","APOYA BRAZO PLASTICO OVALADO P/SILLA OFI","und","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV056","00","RUEDA PLASTICA REFORZADA P/SILLA OFIC PR","und","13,22","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV057","00","CUERO / PIEL P/TAPIZAR SILLAS-MUEBLES","m2","88,17","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV058","00","SEMI CUERO / BIPIEL P/TAPIZAR SILLAS-MUE","m2","16,5","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV059","00","MANTENIMIENTO DEL HIDRAULICO P/SILLA OFI","und","7,69","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV060","00","TAPA DE HIDRAULICO P/SILLAS OFICINA EJEC","und","22,02","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV061","00","APOYA BRAZO BASICO PLASTICO  P/SILLA BUE","und","7,69","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV062","00","RUEDA PLASTICA DE PIN ECONOMICA P/SILLA ","und","1,75","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV063","00","SILLA EJECUTIVA DE CUERO","und","440,79","2","","","4/5/2026 12:00:00 a. m.","False"
"CAV064","00","SILLAS TANDEM 3 PUESTOS DE PLASTICO","und","275,51","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV065","00","MESA DE REUNION PARA 8 PERSONAS 2,4 X1,2","und","661,2","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV066","00","MESA DE REUNION PARA 6 PERSONAS 1,8 X1,1","und","661,2","0","","","4/5/2026 12:00:00 a. m.","False"
"CAV067","00","MESA REDONDA D= 1MT DE LUJO","und","385,72","0","ARQUINTERIOR C.A. - MUEBLES OFICINA","","4/5/2026 12:00:00 a. m.","False"
"CEM001","02","CAL EN PASTA - HIDRATADA SACO DE 10 KG #","sco","7,8","5","MATERIALES LOS SILOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM002","02","SACO DE CAL 8 KG #","sco","4,97","5","MATERIALES LOS SILOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM003","02","CEMENTO* GRIS PORTLAND TIPO III","sco","8,81","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"CEM004","02","PASTA PROFESIONAL-MASTIQUE P/FIBROCEMENT","gln","16,5","5","EPA VALENCIA - ZONA INDUSTRIAL","","4/5/2026 12:00:00 a. m.","False"
"CEM005","02","CEMENTO BLANCO PORTLAND - 22.5 KG/SACO","sco","26,79","5","MATERIALES LOS SILOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM006","02","CAL EN POLVO POR KG","kgf","2,18","5","FERRETERIA JJ MARTINS.C.A","","4/5/2026 12:00:00 a. m.","False"
"CEM007","02","CEMENTO*  GRIS P/FRISO ACABADO PMVP","sco","8,46","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"CEM008","02","CEMENTO BLANCO PORTLAND SACO DE 22,5 KG","sco","26,45","5","MATERIALES DAMACO C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM009","02","CEMENTO BLANCO PORTLAND POR KG / DETAL","kgf","2,72","5","MATERIALES LA ECONOMICA, CA.","","4/5/2026 12:00:00 a. m.","False"
"CEM010","02","CEMENTO*  GRIS PORTLAND TIPO I PMVP","sco","8,81","5","*PRECIO DE MERCADO P/RECONVERSION","","4/5/2026 12:00:00 a. m.","False"
"CEM011","02","MEZCLA LISTA CEMENTO P/PEGAR/FRISAR SCO ","sco","7,48","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CEM012","02","CEMENTO GRIS PORTLAND CPCA1-SACO","sco","11,02","5","MATERIALES LOS SILOS C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM013","02","YESO -  SACO DE 30 KG","sco","24,26","2","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CEM014","02","CAL EN PASTA HIDRATADA/TAMBOR 200 LT (CO","tmb","154,29","5","","","4/5/2026 12:00:00 a. m.","False"
"CEM015","02","CEMENTO GRIS PORTLAND POR KG / DETAL","kgf","1,08","2","","","4/5/2026 12:00:00 a. m.","False"
"CEM016","02","CEMENTO GRIS TIPO I / FERRETERIA SACO","sco","12,13","2","","","4/5/2026 12:00:00 a. m.","False"
"CEM017","01","PIPOTE / TAMBOR VACIO CON TAPA CAP=200 L","tmb","55,1","5","","","4/5/2026 12:00:00 a. m.","False"
"CEM018","02","CEMENTO GRIS SACO 42.5 KG PORTLAND CPCA2","sco","11,13","5","","","4/5/2026 12:00:00 a. m.","False"
"CEM019","02","CEMENTO GRIS PORTLAND SACO 42.5 KG/93,7 ","sco","11,88","5","","","4/5/2026 12:00:00 a. m.","False"
"CEM020","02","CEMENTO GRIS PORTLAND 42.5 KG SACO ROJO","sco","11,66","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CEM021","02","MEZCLA LISTA P/PEGAR BLOQUES ALFACEM 20 ","sco","7,69","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CEM022","02","SIKALISTO 22 MEZCLA LISTA PREDOSIFICADA ","sco","50,73","5","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CEM023","02","YESO EN POLVO AL DETAL POR KG","kgf","2,19","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM024","02","CEMENTO GRIS PORTLAND TIPO I SACO-CONSTR","sco","9,88","5","","","4/5/2026 12:00:00 a. m.","False"
"CEM025","02","YESO EN POLVO. SACO DE 11,5 KG","sco","11,6","5","MATO SUPLIDORES C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM026","02","YESO EN POLVO. SACO DE 25 KG","sco","22,02","5","CAMPI FERRETERIA, C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM028","02","CAL EN PASTA CONTENIDO SIN ENVASE TAMBOR","tmb","110,19","5","FERRETERIA JJ MARTINS.C.A","","4/5/2026 12:00:00 a. m.","False"
"CEM033","02","SACO DE CAL EN POLVO 8 KG","sco","6,07","5","FERRETERIA JJ MARTINS.C.A","","4/5/2026 12:00:00 a. m.","False"
"CEM034","02","SACO DE CAL EN POLVO 8 KG P/CONSTRUCCION","sco","5,76","5","FERRETERIA JJ MARTINS.C.A","","4/5/2026 12:00:00 a. m.","False"
"CEM035","02","CAL APAGADA POLVO 10 KG P/TRATAR AGUA SC","sco","8,81","5","","","4/5/2026 12:00:00 a. m.","False"
"CEM037","02","CEMENTO GRIS PORTLAND SACO A GRANEL/SILO","sco","7,69","2","","","4/5/2026 12:00:00 a. m.","False"
"CEM039","02","CEMENTO GRIS PORTLAND ULTRA SACO 42.5 KG","sco","10,38","5","MATERIALES DAMACO C.A.","","4/5/2026 12:00:00 a. m.","False"
"CEM040","02","CEMENTO GRIS PORTLAND A GRANEL EN SILOS","ton","220,4","2","","","4/5/2026 12:00:00 a. m.","False"
"CEM041","02","CEMENTO GRIS PORTLAND SACO 42.5 KG #","sco","9,88","5","FERRETERIA CHAPELLIN CA- CARACAS","","4/5/2026 12:00:00 a. m.","False"
"CEM042","02","CEMENTO GRIS PORTLAND SACO 42.5 KG (MERC","sco","11,44","5","","","4/5/2026 12:00:00 a. m.","False"
"CEM043","02","CEMENTO GRIS ULTRA SACO 42.5 KG/93,7 LB","sco","13,01","5","FERRETERIA JJ MARTINS.C.A","","4/5/2026 12:00:00 a. m.","False"
"CER001","01","MATERIALES TIPO 3 PARA CERCAS","gpo","1,08","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER002","15","PASADOR PARA PUERTA TIPO MALLA CICLON","pza","7,69","0","","","4/5/2026 12:00:00 a. m.","False"
"CER003","01","BRAZO DOBLE P/ALAMBRE PUAS EN CERCA GALV","pza","9,88","2","CERCAS MATEFA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER004","01","TUBO GALVANIZADO D=2"" E=1,1 MM CERCA 1.4","m","10,02","3","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER005","01","TUBO GALVANIZADO D=1 1/4"" HORIZ. CERCA 0","m","6,54","3","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER006","01","CONCERTINA GALVANIZADA CUCHILLA LARGA","m","6,62","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER007","01","MALLA GALVANIZADA P/CERCA CICLON CAL. 9 ","m","22,79","3","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER008","01","BRAZO CORONAMIENTO DOBLE P/CERCA MALLA C","pza","10,49","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER009","01","ALAMBRE DE PUAS GALVANIZADO C-15 P=0.053","m","0,26","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER010","01","CONCERTINA D= 900 MM TIPO ARPON, ACERO I","m","39,67","5","CERCAS MATEFA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER011","01","CONCERTINA D= 450 MM TIPO ARPON, ACERO I","m","24,79","5","CERCAS DOBERMAN, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER012","01","ABRAZADERA PARA FIJACION DE CONCERTINA","pza","0,16","5","CERCAS MATEFA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER013","01","MALLA GALV. CERCA CICLON PLASTIFICADA CA","m","21,76","3","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER014","01","ALAMBRE LISO GALVANIZADO PLASTIFICADO CA","kgf","7,15","5","","","4/5/2026 12:00:00 a. m.","False"
"CER015","01","UNION NIPLE D=1 1/4"" P/CERCAS MALLA GALV","pza","0,53","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER016","01","MALLA GALVANIZADA P/CERCA CICLON CAL 13,","m","8,96","3","EPA CARACAS - LOS RUICES","","4/5/2026 12:00:00 a. m.","False"
"CER017","01","MALLA GALVANIZADA P/CERCA CICLON CAL 12 ","m","12,6","3","DEMETALCA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER018","01","BRAZO TERMINAL DOBLE P/CERCA 2"" X 1 1/14","pza","12,13","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER019","01","BRAZO DOBLE DE ESQUINA P/CERCA 2"" X 1 1/","pza","12,76","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER020","01","BRAZO DOBLE PASANTE CERCA MALLA CICLON 2","pza","11,31","2","CERCAS MATEFA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER021","01","TORNILLO P/ABRAZADERA 1/4""X1"" CERCA MALL","pza","0,53","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER022","01","ABRAZADERA 2"" P/POSTE CERCA MALLA CICLON","pza","1,1","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER023","01","PLETINA ACERO 3/4""X3/16"" L=2,1M 1,5 KG/P","pza","4,63","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER024","01","PLETINA ACERO 3/4"" X 3/16"" P/CERCA 0,712","m","2,17","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER025","01","TUBO GALVANIZADO D=2"" VERT. CERCA 8,972 ","pza","60,31","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER026","01","TUBO GALV HG D=1 1/4"" E=0,9MM - 4.285 K/","pza","33,09","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER027","01","POSTE ESTANTILLO METALICO CERCA A-PUA H=","pza","13,22","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER028","01","GRAPAS ACERO P/CERCA ALAMBRE PUAS CAJA 2","caj","137,72","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER029","01","CABEZALE-BOLA PASANTE DE ESQUINA PARA CE","pza","7,69","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER030","01","CABEZAL-BOLA PASANTE SENCILLO P/CERCAS 2","pza","6,62","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER031","01","BISAGRA, PASADOR, ABRAZADERAS Y ELECTROD","m2","6,62","2","HIERRO LUIS SANCHEZ Y HNOS. C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER032","01","MALLA GALVANIZADA P/CERCA CICLON CAL 11 ","m","13,86","3","CERCAS MATEFA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER033","01","CRUCETA-TE P/FIJAR TUBERIA CERCA MALLA G","pza","1,81","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER034","14","MODULO ENERGIZADOR P/CERCA ELECTRICA HAS","und","341,61","0","","","4/5/2026 12:00:00 a. m.","False"
"CER035","14","CERCA ELECTRICA P/ENERGIZAR, AISLADOR Y ","m","18,73","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER036","05","CERCA PREFABRICADA","m2","44,07","0","","","4/5/2026 12:00:00 a. m.","False"
"CER037","01","BRAZO PASANTE 2"" SENCILLO P/CERCA MALLA","pza","9,88","2","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER038","15","CRUCETA P/CERCA MALLA GALV  2"" X 1 1/4""","pza","1,75","2","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CER039","01","CERCA GALV C10 H=1,8M CON BROCAL SEC PET","m","39,67","2","","","4/5/2026 12:00:00 a. m.","False"
"CER040","01","CERCA GALV C10 H=1,8M SIN BROCAL SEC PET","m","26,45","2","","","4/5/2026 12:00:00 a. m.","False"
"CER041","01","CESTA GAVION 1 X 0,5 X 6 MT MACCAFERRI O","pza","22,79","5","","","4/5/2026 12:00:00 a. m.","False"
"CER042","01","CESTA GAVION 1 X 1 X 4 MT MACCAFERRI O S","pza","55,1","5","","","4/5/2026 12:00:00 a. m.","False"
"CER043","01","CESTA GAVION 1 X 1 X 6 MT MACCAFERRI  O ","pza","77,13","5","","","4/5/2026 12:00:00 a. m.","False"
"CER044","01","CESTA GAVION 1 X 0,5 X 4 MT MACCAFERRI  ","pza","25,91","5","","","4/5/2026 12:00:00 a. m.","False"
"CER045","01","ALAMBRE ACERO GALVANIZADO P/AMARRE GAVIO","kgf","6,07","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"CER046","01","ALAMBRE GALV. PLASTIFI. P/AMARRE EN GAVI","kgf","6,62","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"CER047","15","MALLA MOSQUITERO DE ALUMINIO H= 1,05 M","m","4,41","3","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CER048","01","MALLA PAJARERA GALVANIZADA 1/2"" C-20  H=","m","5,86","3","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CER049","01","MALLA POLLITO GALVANIZADA C-21 H=1,5 M X","m","6,4","3","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CER050","01","PERFIL PARA MALLA MOSQUITERO","m","1,61","3","EPA SUPER-FERRETERIA","","4/5/2026 12:00:00 a. m.","False"
"CER051","14","MODULO ENERGIZADOR P/CERCA ELECTRICA 1,2","und","330,58","0","PRO-VISION C.A. CERCAS ELECTRICAS","","4/5/2026 12:00:00 a. m.","False"
"CER052","01","MALLA GALV. CERCA CICLON PLASTIFICADA CA","m","16,19","3","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER053","14","CABLE/HILO P/ CERCA ELECTRICA ENERGIZADA","m","0,16","3","SOVICA ELECTRONICS, C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER054","01","POSTE/ESTANTILLO ACERO P/CERCAS H=2.40 M","pza","14,53","5","DEMETALCA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER055","01","MALLA GALV. CERCA CICLON PLASTIFICADA CA","m","19,83","3","CERCAS MATEFA C.A.","","4/5/2026 12:00:00 a. m.","False"
"CER056","01","MALLA GALVANIZADA CERCA CICLON C-10 H=2.","m","27,42","3","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER057","01","ESTANTILLO METALICO P/CERCA ALAMBRE PUA ","m","9,84","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER058","01","POSTE ESTANTILLO ACERO CERCA A-PUA H=1,8","pza","12,12","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER059","01","ESTANTILLO METALICO P/CERCA ALAMBRE PUA ","m","6,19","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER060","01","MALLA GALV CAMPO DEPORT PLASTIFIC-REPLAX","m2","25,23","3","","","4/5/2026 12:00:00 a. m.","False"
"CER061","01","ALAMBRE LISO GALVANIZADO CAL 17,5","kgf","5,54","5","CERCAS AMERICA, C.A","","4/5/2026 12:00:00 a. m.","False"
"CER062","01","CESTA GAVION 2X1X1 HUECO 10X10 CAL14","pza","55,1","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"CER063","01","CESTA GAVION 2X1X1 HUECO 10X10 CAL12","pza","66,14","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"CER064","01","CESTA GAVION 2X1X1 HUECO 8X10 CAL14","pza","68,32","5","MACCAFERRI DE VENEZUELA-GAVIONES","","4/5/2026 12:00:00 a. m.","False"
"CER065","01","PASADOR VERTICAL 5/8"" P/PORTON","pza","23,12","2","","","4/5/2026 12:00:00 a. m.","False"
