"CodPar","CodIns","CanIns","Contad"
"EAA181","1-1.1","2","17988"
"EAA181","1-1.2","1","17989"
"EAA181","19-2.2","2","17990"
"EAA181","25-227","0,5","17991"
"EAA182","1-1.1","2","17992"
"EAA182","1-1.2","1","17993"
"EAA182","19-2.2","2","17994"
"EAA182","25-227","0,5","17995"
"EAA183","1-1.2","2","17996"
"EAA183","19-218","2","17997"
"EAA183","24-219","0,25","17998"
"EAA184","1-1.2","2","17999"
"EAA184","19-218","2","18000"
"EAA184","24-219","0,25","18001"
"EAA185","1-1.1","1","18002"
"EAA185","1-1.2","2","18003"
"EAA185","19-2.2","2","18004"
"EAA185","25-227","0,25","18005"
"EAA185","8-3.5","0,25","18006"
"EAA186","1-1.1","1","18007"
"EAA186","1-1.2","2","18008"
"EAA186","19-2.2","2","18009"
"EAA186","25-227","0,25","18010"
"EAA186","8-3.5","0,25","18011"
"EAA187","1-1.1","1","18012"
"EAA187","1-1.2","1","18013"
"EAA187","11-228","0,5","18014"
"EAA187","19-2.2","2","18015"
"EAA187","24-226","1","18016"
"EAA188","1-1.1","1","18017"
"EAA188","1-1.2","1","18018"
"EAA188","11-228","0,5","18019"
"EAA188","19-2.2","2","18020"
"EAA188","24-226","1","18021"
"EAA189","1-1.1","1","18022"
"EAA189","1-1.2","1","18023"
"EAA189","11-228","0,5","18024"
"EAA189","19-2.2","2","18025"
"EAA189","24-226","1","18026"
"EAA190","1-1.1","1","18027"
"EAA190","1-1.2","1","18028"
"EAA190","11-228","0,5","18029"
"EAA190","19-2.2","2","18030"
"EAA190","24-226","1","18031"
"EAA191","1-1.1","3","18032"
"EAA191","1-1.2","2","18033"
"EAA191","19-2.2","2","18034"
"EAA191","24-2.3","0,5","18035"
"EAA191","4-3.3","0,25","18036"
"EAA192","1-1.2","2","18037"
"EAA192","19-2.2","1","18038"
"EAA192","19-218","2","18039"
"EAA192","24-219","1","18040"
"EAA192","25-227","0,5","18041"
"EAA192","8-3.5","0,25","18042"
"EAA193","1-1.2","2","18043"
"EAA193","19-2.2","1","18044"
"EAA193","19-218","2","18045"
"EAA193","24-219","1","18046"
"EAA193","25-227","0,5","18047"
"EAA193","8-3.5","0,25","18048"
"EAA194","1-1.2","2","18049"
"EAA194","19-2.2","1","18050"
"EAA194","19-218","2","18051"
"EAA194","24-219","1","18052"
"EAA194","25-227","0,5","18053"
"EAA194","8-3.5","0,25","18054"
"EAA195","1-1.2","2","18055"
"EAA195","19-2.2","1","18056"
"EAA195","19-218","2","18057"
"EAA195","24-219","1","18058"
"EAA195","25-227","0,5","18059"
"EAA195","8-3.5","0,25","18060"
"EAA196","1-1.2","2","18061"
"EAA196","19-2.2","1","18062"
"EAA196","19-218","2","18063"
"EAA196","24-219","1","18064"
"EAA196","25-227","0,5","18065"
"EAA196","8-3.5","0,25","18066"
"EAA197","1-1.2","2","18067"
"EAA197","19-2.2","1","18068"
"EAA197","19-218","2","18069"
"EAA197","24-219","1","18070"
"EAA197","25-227","0,5","18071"
"EAA197","8-3.5","0,25","18072"
"EAA198","1-1.2","2","18073"
"EAA198","19-2.2","1","18074"
"EAA198","19-218","2","18075"
"EAA198","24-219","1","18076"
"EAA198","25-227","0,5","18077"
"EAA198","8-3.5","0,25","18078"
"EAA199","1-1.2","2","18079"
"EAA199","19-2.2","1","18080"
"EAA199","19-218","2","18081"
"EAA199","24-219","1","18082"
"EAA199","25-227","0,5","18083"
"EAA199","8-3.5","0,25","18084"
"EAA200","1-1.1","3","18085"
"EAA200","1-1.2","2","18086"
"EAA200","19-2.2","2","18087"
"EAA200","25-227","1","18088"
"EAA200","8-3.5","0,5","18089"
"EAA201","1-1.1","3","18090"
"EAA201","1-1.2","2","18091"
"EAA201","19-2.2","2","18092"
"EAA201","25-227","1","18093"
"EAA201","8-3.5","0,5","18094"
"EAA202","1-1.1","3","18095"
"EAA202","1-1.2","2","18096"
"EAA202","19-2.2","2","18097"
"EAA202","25-227","1","18098"
"EAA202","8-3.5","0,5","18099"
"EAA203","1-1.1","3","18100"
"EAA203","1-1.2","2","18101"
"EAA203","19-2.2","2","18102"
"EAA203","25-227","1","18103"
"EAA203","8-3.5","0,5","18104"
"EAA204","1-1.1","3","18105"
"EAA204","1-1.2","2","18106"
"EAA204","19-2.2","2","18107"
"EAA204","25-227","1","18108"
"EAA204","8-3.5","0,5","18109"
"EAA205","1-1.1","3","18110"
"EAA205","1-1.2","2","18111"
"EAA205","19-2.2","2","18112"
"EAA205","25-227","1","18113"
"EAA205","8-3.5","0,5","18114"
"EAA206","1-1.1","4","18115"
"EAA206","1-1.2","2","18116"
"EAA206","19-2.2","2","18117"
"EAA206","25-227","1","18118"
"EAA206","8-3.5","0,5","18119"
"EAA207","1-1.1","1","18120"
"EAA207","1-1.2","2","18121"
"EAA207","19-2.2","2","18122"
"EAA207","25-227","0,25","18123"
"EAA207","8-3.5","0,25","18124"
"EAA208","1-1.1","1","18125"
"EAA208","1-1.2","3","18126"
"EAA208","11-228","0,25","18127"
"EAA208","19-2.2","2","18128"
"EAA208","24-226","1","18129"
"EAA208","8-3.5","0,25","18130"
"EAA209","1-1.1","4","18131"
"EAA209","1-1.2","2","18132"
"EAA209","11-2.1","1","18133"
"EAA209","19-2.2","1","18134"
"EAA209","25-227","0,5","18135"
"EAA210","1-1.1","4","18136"
"EAA210","1-1.2","2","18137"
"EAA210","11-2.1","1","18138"
"EAA210","19-2.2","1","18139"
"EAA210","25-227","0,5","18140"
"EAA211","1-1.1","4","18141"
"EAA211","1-1.2","2","18142"
"EAA211","11-2.1","1","18143"
"EAA211","19-2.2","1","18144"
"EAA211","25-227","0,5","18145"
"EAA212","1-1.1","4","18146"
"EAA212","1-1.2","2","18147"
"EAA212","11-2.1","1","18148"
"EAA212","19-2.2","1","18149"
"EAA212","25-227","0,5","18150"
"EAA213","1-1.1","4","18151"
"EAA213","1-1.2","2","18152"
"EAA213","11-2.1","1","18153"
"EAA213","19-2.2","1","18154"
"EAA213","25-227","0,5","18155"
"EAA214","1-1.1","4","18156"
"EAA214","1-1.2","2","18157"
"EAA214","11-2.1","1","18158"
"EAA214","19-2.2","1","18159"
"EAA214","25-227","0,5","18160"
"EAA215","1-1.1","3","18161"
"EAA215","1-1.2","1","18162"
"EAA215","19-2.2","1","18163"
"EAA215","19-218","2","18164"
"EAA215","24-219","1","18165"
"EAA216","1-1.1","3","18166"
"EAA216","1-1.2","1","18167"
"EAA216","19-2.2","1","18168"
"EAA216","19-218","2","18169"
"EAA216","24-219","1","18170"
"EAA217","1-1.1","3","18171"
"EAA217","1-1.2","2","18172"
"EAA217","19-2.2","1","18173"
"EAA217","19-218","1","18174"
"EAA217","24-219","0,5","18175"
"EAA218","1-1.1","3","18176"
"EAA218","1-1.2","1","18177"
"EAA218","19-2.2","1","18178"
"EAA218","19-218","2","18179"
"EAA218","24-219","1","18180"
"EAA219","1-1.1","3","18181"
"EAA219","1-1.2","1","18182"
"EAA219","19-2.2","1","18183"
"EAA219","19-218","2","18184"
"EAA219","24-219","1","18185"
"EAA220","1-1.1","1","18186"
"EAA220","1-1.2","1","18187"
"EAA220","11-228","1","18188"
"EAA220","19-2.2","2","18189"
"EAA220","24-226","1","18190"
"EAA220","8-3.5","0,25","18191"
"EAA221","1-1.2","3","18192"
"EAA221","11-228","0,2","18193"
"EAA221","19-2.2","2","18194"
"EAA221","24-226","1","18195"
"EAA221","8-3.5","0,2","18196"
"EAA222","1-1.2","3","18197"
"EAA222","11-228","1","18198"
"EAA222","19-2.2","2","18199"
"EAA222","24-226","1","18200"
"EAA222","8-3.5","0,25","18201"
"EAA223","1-1.1","1","18202"
"EAA223","1-1.2","1","18203"
"EAA223","11-228","1","18204"
"EAA223","19-2.2","2","18205"
"EAA223","24-226","1","18206"
"EAA223","8-3.5","0,25","18207"
"EAA224","1-1.1","1","18208"
"EAA224","1-1.2","1","18209"
"EAA224","11-228","0,25","18210"
"EAA224","19-2.2","2","18211"
"EAA224","24-226","0,25","18212"
"EAA224","8-3.5","0,25","18213"
"EAA225","1-1.1","1","18214"
"EAA225","1-1.2","1","18215"
"EAA225","11-228","0,25","18216"
"EAA225","19-2.2","2","18217"
"EAA225","24-226","0,25","18218"
"EAA225","8-3.5","0,25","18219"
"EAA226","1-1.1","1","18220"
"EAA226","1-1.2","2","18221"
"EAA226","19-218","1","18222"
"EAA226","24-2.3","1","18223"
"EAA226","4-3.3","0,25","18224"
"EAA227","1-1.1","2","18225"
"EAA227","1-1.2","1","18226"
"EAA227","19-2.2","2","18227"
"EAA227","25-227","0,25","18228"
"EAA227","8-3.5","0,25","18229"
"EAA228","1-1.1","2","18230"
"EAA228","1-1.2","1","18231"
"EAA228","24-219","0,5","18232"
"EAA229","1-1.1","5","18233"
"EAA229","1-1.2","1","18234"
"EAA229","24-219","0,5","18235"
"EAA229","4-3.3","0,5","18236"
"EAA230","1-1.2","2","18237"
"EAA230","19-2.2","2","18238"
"EAA230","25-227","0,25","18239"
"EAA230","8-3.5","0,25","18240"
"EAA231","1-1.1","3","18241"
"EAA231","1-1.2","2","18242"
"EAA231","19-2.2","1","18243"
"EAA231","19-218","2","18244"
"EAA231","24-219","1","18245"
"EAA232","1-1.1","5","18246"
"EAA232","1-1.2","1","18247"
"EAA232","24-219","0,5","18248"
"EAA232","4-3.3","0,5","18249"
"EAA233","1-1.1","1","18250"
"EAA233","1-1.2","1","18251"
"EAA233","19-2.2","2","18252"
"EAA233","25-227","0,25","18253"
"EAA233","8-3.5","0,25","18254"
"EAA234","1-1.1","2","18255"
"EAA234","1-1.2","1","18256"
"EAA234","19-2.2","2","18257"
"EAA234","25-227","1","18258"
"EAA234","8-3.5","0,25","18259"
"EAA235","1-1.1","2","18260"
"EAA235","1-1.2","2","18261"
"EAA235","19-2.2","2","18262"
"EAA235","25-227","0,5","18263"
"EAA235","8-3.5","0,25","18264"
"EAA236","1-1.2","1","18265"
"EAA236","11-2.1","1","18266"
"EAA236","25-227","1","18267"
"EAA237","1-1.1","2","18268"
"EAA237","1-1.2","2","18269"
"EAA237","19-2.2","1","18270"
"EAA237","25-227","0,25","18271"
"EAA238","1-1.1","7","18272"
"EAA238","1-1.2","2","18273"
"EAA238","11-228","1","18274"
"EAA238","19-2.2","2","18275"
"EAA238","25-227","0,25","18276"
"EAA238","7-3.4","0,25","18277"
"EAA239","1-1.1","7","18278"
"EAA239","1-1.2","2","18279"
"EAA239","19-2.2","2","18280"
"EAA239","25-227","0,25","18281"
"EAA239","7-3.4","0,25","18282"
"EAA240","1-1.2","1","18283"
"EAA240","11-2.1","1","18284"
"EAA240","25-227","1","18285"
"EAA241","1-1.1","1","18286"
"EAA241","1-1.2","2","18287"
"EAA241","19-2.2","2","18288"
"EAA241","25-227","0,5","18289"
"EAA241","8-3.5","0,25","18290"
"EAA242","1-1.1","1","18291"
"EAA242","1-1.2","1","18292"
"EAA242","19-2.2","1","18293"
"EAA242","25-227","0,25","18294"
"EAA243","1-1.1","1","18295"
"EAA243","1-1.2","1","18296"
"EAA243","19-2.2","1","18297"
"EAA243","25-227","0,25","18298"
"EAA244","1-1.1","1","18299"
"EAA244","1-1.2","1","18300"
"EAA244","19-2.2","2","18301"
"EAA244","24-226","1","18302"
"EAA244","8-3.5","1","18303"
"EAA249","1-1.1","2","18304"
"EAA249","1-1.2","2","18305"
"EAA249","19-6.9","2","18306"
"EAA249","24-226","1","18307"
"EAA249","8-3.5","1","18308"
"EAA342","1-1.1","1","18309"
"EAA342","1-1.2","2","18310"
"EAA342","19-2.2","2","18311"
"EAA342","25-227","1","18312"
"EAA342","8-3.5","0,25","18313"
"EAC001","1-1.2","2","18314"
"EAC001","11-7.2","1","18315"
"EAC002","1-1.2","1","18316"
"EAC002","19-2.5","1","18317"
"EAC002","24-2.7","1","18318"
"EAC003","1-1.2","2","18319"
"EAC003","19-2.5","1","18320"
"EAC003","24-2.7","0,25","18321"
"EAC004","1-1.2","1","18322"
"EAC004","19-2.5","1","18323"
"EAC004","24-2.7","0,25","18324"
"EAC005","1-1.2","1","18325"
"EAC005","19-2.5","1","18326"
"EAC005","24-2.7","0,25","18327"
"EAC006","1-1.2","1","18328"
"EAC006","19-2.5","1","18329"
"EAC006","24-2.7","0,25","18330"
"EAC007","1-1.2","1","18331"
"EAC007","11-7.2","0,25","18332"
"EAC008","1-1.2","2","18333"
"EAC008","19-2.5","1","18334"
"EAC008","24-2.7","0,25","18335"
"EAC009","1-1.2","1","18336"
"EAC009","19-2.5","1","18337"
"EAC009","24-2.7","0,25","18338"
"EAC010","10-7.1","1","18339"
"EAC010","1-1.2","1","18340"
"EAC010","24-226","0,25","18341"
"EAC011","1-1.2","1","18342"
"EAC011","19-2.5","1","18343"
"EAC011","24-2.7","0,25","18344"
"EAC012","1-1.2","1","18345"
"EAC012","11-7.2","1","18346"
"EAC013","1-1.2","1","18347"
"EAC013","19-2.5","1","18348"
"EAC013","24-2.7","0,25","18349"
"EAC014","1-1.2","4","18350"
"EAC014","19-7.3","1","18351"
"EAC014","24-226","0,5","18352"
"EAC015","1-1.2","2","18353"
"EAC015","19-2.5","1","18354"
"EAC015","24-2.7","0,25","18355"
"EAC015","8-3.5","0,25","18356"
"EAC016","1-1.2","1","18357"
"EAC016","19-2.5","1","18358"
"EAC016","24-2.7","0,25","18359"
"EAC017","1-1.2","1","18360"
"EAC017","19-2.5","1","18361"
"EAC017","24-2.7","0,25","18362"
"EAC018","1-1.2","1","18363"
"EAC018","19-2.5","1","18364"
"EAC018","24-2.7","0,25","18365"
"EAC019","1-1.1","1","18366"
"EAC019","1-1.2","2","18367"
"EAC019","19-2.5","1","18368"
"EAC019","24-2.7","1","18369"
"EAC020","1-1.2","2","18370"
"EAC020","19-2.5","1","18371"
"EAC020","24-2.7","0,25","18372"
"EAC021","1-1.2","2","18373"
"EAC021","19-2.5","1","18374"
"EAC021","24-2.7","0,25","18375"
"EAC022","1-1.2","2","18376"
"EAC022","19-2.5","1","18377"
"EAC022","24-2.7","0,25","18378"
"EAC023","1-1.2","2","18379"
"EAC023","19-2.5","1","18380"
"EAC023","24-2.7","0,25","18381"
"EAC024","1-1.2","1","18382"
"EAC024","19-2.5","1","18383"
"EAC024","24-2.7","0,25","18384"
"EAC025","1-1.2","1","18385"
"EAC025","19-2.5","1","18386"
"EAC025","24-2.7","0,25","18387"
"EAC026","1-1.2","1","18388"
"EAC026","19-2.5","1","18389"
"EAC026","24-2.7","0,25","18390"
"EAC027","1-1.2","1","18391"
"EAC027","19-2.5","1","18392"
"EAC027","24-2.7","0,25","18393"
"EAC028","1-1.2","1","18394"
"EAC028","19-2.5","1","18395"
"EAC028","24-2.7","1","18396"
"EAC028","8-3.5","0,25","18397"
"EAC029","1-1.2","1","18398"
"EAC029","19-2.5","1","18399"
"EAC029","24-2.7","1","18400"
"EAC029","8-3.5","0,25","18401"
"EAC030","1-1.2","1","18402"
"EAC030","19-2.5","1","18403"
"EAC030","24-2.7","1","18404"
"EAC030","8-3.5","0,25","18405"
"EAC031","1-1.2","1","18406"
"EAC031","19-2.5","1","18407"
"EAC031","24-2.7","1","18408"
"EAC031","8-3.5","0,25","18409"
"EAC033","1-1.2","1","18410"
"EAC033","19-2.5","1","18411"
"EAC033","24-2.7","1","18412"
"EAC033","8-3.5","0,25","18413"
"EAC034","1-1.2","1","18414"
"EAC034","19-2.5","1","18415"
"EAC034","24-2.7","1","18416"
"EAC034","8-3.5","0,25","18417"
"EAD001","1-1.2","2","18418"
"EAD001","19-221","1","18419"
"EAD001","24-222","0,25","18420"
"EAD001","7-3.4","0,25","18421"
"EAD002","1-1.2","2","18422"
"EAD002","19-2.2","2","18423"
"EAD002","25-227","1","18424"
"EAD002","8-3.5","0,25","18425"
"EAD003","1-1.2","2","18426"
"EAD003","19-2.2","1","18427"
"EAD003","25-227","1","18428"
"EAD003","8-3.5","0,25","18429"
"EAD004","1-1.2","2","18430"
"EAD004","19-2.2","1","18431"
"EAD004","25-227","1","18432"
"EAD004","8-3.5","0,25","18433"
"EAD005","1-1.1","2","18434"
"EAD005","24-222","0,5","18435"
"EAD005","8-3.5","1","18436"
"EAD006","1-1.2","1","18437"
"EAD006","19-6.9","1","18438"
"EAD006","25-227","0,25","18439"
"EAD007","1-1.2","1","18440"
"EAD007","19-2.2","2","18441"
"EAD007","24-2.3","1","18442"
"EAD008","1-1.2","1","18443"
"EAD008","19-2.2","2","18444"
"EAD008","25-227","0,5","18445"
"EAD009","1-1.2","1","18446"
"EAD009","19-6.9","1","18447"
"EAD009","25-227","0,25","18448"
"EAH001","1-1.1","2","18449"
"EAH001","1-1.2","1","18450"
"EAH001","11-7.2","1","18451"
"EAH001","25-227","0,25","18452"
"EAH002","1-1.1","1","18453"
"EAH002","1-1.2","2","18454"
"EAH002","11-7.2","1","18455"
"EAH002","19-2.2","1","18456"
"EAH002","25-227","0,25","18457"
"EAH002","7-3.4","0,25","18458"
"EAH003","1-1.2","2","18459"
"EAH003","19-2.2","1","18460"
"EAH003","25-227","1","18461"
"EAH003","7-3.4","0,25","18462"
"EAH004","1-1.2","2","18463"
"EAH004","19-2.2","1","18464"
"EAH004","25-227","0,25","18465"
"EAH004","7-3.4","0,25","18466"
"EAH005","1-1.1","1","18467"
"EAH005","1-1.2","2","18468"
"EAH005","11-7.2","1","18469"
"EAH005","24-226","0,5","18470"
"EAH006","1-1.2","2","18471"
"EAH006","11-7.2","1","18472"
"EAH006","19-7.5","2","18473"
"EAH006","25-227","0,25","18474"
"EAH006","7-3.4","0,25","18475"
"EAH007","1-1.2","2","18476"
"EAH007","11-7.2","1","18477"
"EAH007","19-7.5","1","18478"
"EAH007","25-227","0,25","18479"
"EAH007","7-3.4","0,25","18480"
"EAH008","1-1.1","2","18481"
"EAH008","1-1.2","1","18482"
"EAH008","11-7.2","1","18483"
"EAH008","8-3.5","0,25","18484"
"EAH009","1-1.2","2","18485"
"EAH009","19-2.2","1","18486"
"EAH009","25-227","0,5","18487"
"EAH009","7-3.4","0,25","18488"
"EAH010","1-1.1","1","18489"
"EAH010","1-1.2","2","18490"
"EAH010","11-7.2","1","18491"
"EAH010","25-227","0,25","18492"
"EAH010","8-3.5","0,25","18493"
"EAH011","1-1.2","2","18494"
"EAH011","11-7.2","1","18495"
"EAH011","25-227","0,25","18496"
"EAH011","8-3.5","0,25","18497"
"EAH012","1-1.1","1","18498"
"EAH012","1-1.2","1","18499"
"EAH012","19-7.3","1","18500"
"EAH013","1-1.2","2","18501"
"EAH013","11-7.2","1","18502"
"EAH013","25-227","0,25","18503"
"EAH013","7-3.4","1","18504"
"EAH014","10-7.1","1","18505"
"EAH014","1-1.2","2","18506"
"EAH014","11-7.2","1","18507"
"EAH014","25-227","0,25","18508"
"EAH014","7-3.4","0,25","18509"
"EAH015","1-1.2","2","18510"
"EAH015","11-7.2","1","18511"
"EAH015","25-227","0,5","18512"
"EAH015","8-3.5","0,25","18513"
"EAH016","1-1.1","2","18514"
"EAH016","1-1.2","1","18515"
"EAH016","19-2.5","1","18516"
"EAH016","22-2.6","1","18517"
"EAH016","8-3.5","0,25","18518"
"EAH017","1-1.2","1","18519"
"EAH017","11-7.2","2","18520"
"EAH017","19-2.2","1","18521"
"EAH017","25-227","0,5","18522"
"EAH017","7-3.4","0,25","18523"
"EAH018","1-1.2","2","18524"
"EAH018","11-7.2","2","18525"
"EAH018","25-227","0,5","18526"
"EAH019","1-1.2","2","18527"
"EAH019","19-7.5","1","18528"
"EAH019","25-227","0,25","18529"
"EAH019","7-3.4","0,25","18530"
"EAH020","1-1.1","2","18531"
"EAH020","1-1.2","2","18532"
"EAH020","11-7.2","1","18533"
"EAH020","19-7.3","1","18534"
"EAH020","19-7.5","1","18535"
"EAH020","25-227","0,5","18536"
"EAH020","8-3.5","1","18537"
"EAH021","1-1.1","2","18538"
"EAH021","1-1.2","2","18539"
"EAH021","11-7.2","1","18540"
"EAH021","19-7.3","1","18541"
"EAH021","19-7.5","1","18542"
"EAH021","25-227","0,5","18543"
"EAH021","8-3.5","0,25","18544"
"EAH022","1-1.2","1","18545"
"EAH022","11-7.2","2","18546"
"EAH022","25-227","0,5","18547"
"EAH023","1-1.2","2","18548"
"EAH023","11-7.2","1","18549"
"EAH023","25-227","0,25","18550"
"EAH023","8-3.5","0,25","18551"
"EAH024","1-1.1","1","18552"
"EAH024","1-1.2","2","18553"
"EAH024","11-7.2","1","18554"
"EAH024","24-226","0,5","18555"
"EAH025","1-1.2","2","18556"
"EAH025","19-2.2","1","18557"
"EAH025","25-227","1","18558"
"EAH025","7-3.4","0,25","18559"
"EAH026","1-1.2","2","18560"
"EAH026","11-7.2","1","18561"
"EAH026","19-7.5","2","18562"
"EAH026","25-227","0,25","18563"
"EAH026","7-3.4","1","18564"
"EAH027","1-1.1","3","18565"
"EAH027","1-1.2","2","18566"
"EAH027","11-7.2","2","18567"
"EAH027","25-227","0,5","18568"
"EAH027","8-3.5","1","18569"
"EAH028","1-1.1","3","18570"
"EAH028","1-1.2","2","18571"
"EAH028","11-7.2","2","18572"
"EAH028","24-226","1","18573"
"EAH028","8-3.5","1","18574"
"EAH029","1-1.1","2","18575"
"EAH029","1-1.2","1","18576"
"EAH029","11-7.2","2","18577"
"EAH029","25-227","0,5","18578"
"EAH029","8-3.5","0,5","18579"
"EAH030","1-1.1","2","18580"
"EAH030","1-1.2","1","18581"
"EAH030","19-7.5","1","18582"
"EAH030","24-226","0,25","18583"
"EAH030","8-3.5","1","18584"
"EAH031","1-1.2","2","18585"
"EAH031","19-2.2","1","18586"
"EAH031","25-227","0,25","18587"
"EAH032","1-1.1","1","18588"
"EAH032","1-1.2","2","18589"
"EAH032","19-2.2","1","18590"
"EAH032","25-227","0,5","18591"
"EAH032","7-3.4","0,25","18592"
"EAH033","1-1.2","2","18593"
"EAH033","19-2.5","1","18594"
"EAH033","25-227","0,25","18595"
"EAH033","8-3.5","0,25","18596"
"EAH034","1-1.2","2","18597"
"EAH034","19-2.5","1","18598"
"EAH034","25-227","0,25","18599"
"EAH034","8-3.5","0,25","18600"
"EAH035","1-1.2","2","18601"
"EAH035","11-7.2","1","18602"
"EAH035","25-227","0,25","18603"
"EAH035","8-3.5","0,25","18604"
"EAH036","1-1.2","2","18605"
"EAH036","11-7.2","1","18606"
"EAH036","25-227","0,25","18607"
"EAH036","8-3.5","0,25","18608"
"EAH037","1-1.2","2","18609"
"EAH037","11-7.2","1","18610"
"EAH037","25-227","0,25","18611"
"EAH037","8-3.5","0,25","18612"
"EAH038","1-1.2","2","18613"
"EAH038","19-2.5","1","18614"
"EAH038","25-227","0,25","18615"
"EAH039","1-1.2","2","18616"
"EAH039","11-7.2","1","18617"
"EAH039","25-227","0,25","18618"
"EAH039","8-3.5","0,25","18619"
"EAH040","1-1.2","2","18620"
"EAH040","11-7.2","1","18621"
"EAH040","25-227","0,25","18622"
"EAH040","8-3.5","0,25","18623"
"EAH041","1-1.2","2","18624"
"EAH041","11-7.2","1","18625"
"EAH041","25-227","0,25","18626"
"EAH041","8-3.5","0,25","18627"
"EAH042","1-1.1","2","18628"
"EAH042","1-1.2","2","18629"
"EAH042","11-7.2","2","18630"
"EAH042","19-221","1","18631"
"EAH042","24-226","1","18632"
"EAH042","8-3.5","1","18633"
"EAH043","1-1.1","1","18634"
"EAH043","1-1.2","2","18635"
"EAH043","11-7.2","1","18636"
"EAH043","25-227","0,5","18637"
"EAH043","8-3.5","0,25","18638"
"EAH044","1-1.2","2","18639"
"EAH044","19-2.2","1","18640"
"EAH044","25-227","0,25","18641"
"EAH045","1-1.2","2","18642"
"EAH045","11-7.2","1","18643"
"EAH045","19-7.5","2","18644"
"EAH045","25-227","0,25","18645"
"EAH045","7-3.4","0,25","18646"
"EAH046","1-1.1","4","18647"
"EAH046","19-7.3","2","18648"
"EAH046","19-7.5","2","18649"
"EAH046","25-227","0,25","18650"
"EAH046","8-3.5","1","18651"
"EAH047","10-7.1","1","18652"
"EAH047","1-1.1","3","18653"
"EAH047","1-1.2","2","18654"
"EAH047","19-514","0,25","18655"
"EAH047","19-7.5","1","18656"
"EAH047","25-227","1","18657"
"EAH047","8-3.5","0,25","18658"
"EAH048","1-1.1","2","18659"
"EAH048","1-1.2","3","18660"
"EAH048","11-7.2","2","18661"
"EAH048","19-514","1","18662"
"EAH048","19-7.5","1","18663"
"EAH048","25-227","1","18664"
"EAH048","8-3.5","0,25","18665"
"EAH049","1-1.2","2","18666"
"EAH049","19-2.2","1","18667"
"EAH049","25-227","0,25","18668"
"EAH050","1-1.2","2","18669"
"EAH050","19-2.2","1","18670"
"EAH050","25-227","0,25","18671"
"EAH051","1-1.1","1","18672"
"EAH051","1-1.2","1","18673"
"EAH051","19-2.2","1","18674"
"EAH051","19-7.5","1","18675"
"EAH051","25-227","0,25","18676"
"EAH051","8-3.5","0,5","18677"
"EAH052","1-1.1","1","18678"
"EAH052","1-1.2","1","18679"
"EAH052","19-2.2","1","18680"
"EAH052","19-7.5","1","18681"
"EAH052","25-227","0,25","18682"
"EAH052","8-3.5","0,5","18683"
"EAH053","1-1.2","2","18684"
"EAH053","19-2.2","1","18685"
"EAH053","25-227","1","18686"
"EAH053","7-3.4","0,25","18687"
"EAH054","1-1.2","2","18688"
"EAH054","19-2.2","1","18689"
"EAH054","25-227","1","18690"
"EAH054","7-3.4","0,25","18691"
"EAH055","1-1.2","2","18692"
"EAH055","19-2.2","1","18693"
"EAH055","25-227","1","18694"
"EAH055","7-3.4","0,25","18695"
"EAH056","1-1.2","2","18696"
"EAH056","19-2.2","1","18697"
"EAH056","25-227","1","18698"
"EAH056","7-3.4","0,25","18699"
"EAH057","1-1.1","2","18700"
"EAH057","1-1.2","1","18701"
"EAH057","19-2.2","1","18702"
"EAH057","24-226","0,5","18703"
"EAH058","1-1.1","2","18704"
"EAH058","1-1.2","1","18705"
"EAH058","19-2.2","1","18706"
"EAH058","24-226","0,5","18707"
"EAH059","1-1.1","2","18708"
"EAH059","1-1.2","1","18709"
"EAH059","19-2.2","1","18710"
"EAH059","24-226","0,5","18711"
"EAH060","1-1.2","2","18712"
"EAH060","19-2.2","1","18713"
"EAH060","25-227","1","18714"
"EAH060","7-3.4","0,25","18715"
"EAH061","1-1.2","2","18716"
"EAH061","19-2.2","1","18717"
"EAH061","25-227","1","18718"
"EAH061","7-3.4","0,25","18719"
"EAH062","1-1.2","2","18720"
"EAH062","19-2.2","1","18721"
"EAH062","25-227","1","18722"
"EAH062","7-3.4","0,25","18723"
"EAH063","1-1.2","2","18724"
"EAH063","19-2.2","1","18725"
"EAH063","25-227","1","18726"
"EAH063","7-3.4","0,25","18727"
"EAH064","1-1.2","2","18728"
"EAH064","19-2.2","1","18729"
"EAH064","25-227","0,25","18730"
"EAH065","1-1.2","2","18731"
"EAH065","19-2.2","1","18732"
"EAH065","25-227","0,25","18733"
"EAH066","1-1.2","2","18734"
"EAH066","19-2.2","1","18735"
"EAH066","25-227","0,25","18736"
"EAH067","1-1.2","1","18737"
"EAH067","11-2.4","1","18738"
"EAH067","22-2.6","0,25","18739"
"EAH067","8-3.5","0,25","18740"
"EAH068","1-1.1","2","18741"
"EAH068","1-1.2","2","18742"
"EAH068","11-7.2","1","18743"
"EAH068","19-7.3","1","18744"
"EAH068","25-227","1","18745"
"EAH068","8-3.5","1","18746"
"EAH069","1-1.1","2","18747"
"EAH069","1-1.2","2","18748"
"EAH069","11-7.2","1","18749"
"EAH069","19-7.3","1","18750"
"EAH069","25-227","1","18751"
"EAH069","8-3.5","1","18752"
"EAH070","1-1.1","2","18753"
"EAH070","1-1.2","2","18754"
"EAH070","19-2.2","1","18755"
"EAH070","25-227","1","18756"
"EAI001","1-1.2","2","18757"
"EAI001","11-228","1","18758"
"EAI001","19-224","1","18759"
"EAI001","24-225","1","18760"
