"CodPar","CodIns","CanIns","Contad"
"EII036","1-1.2","2","31068"
"EII036","19-215","1","31069"
"EII036","24-216","0,25","31070"
"EII037","1-1.2","1","31071"
"EII037","19-215","1","31072"
"EII037","24-216","1","31073"
"EII038","1-1.1","1","31074"
"EII038","1-1.2","3","31075"
"EII038","13-3.6","1","31076"
"EII038","19-215","1","31077"
"EII038","24-216","1","31078"
"EII039","1-1.2","1","31079"
"EII039","19-215","1","31080"
"EII039","24-216","0,25","31081"
"EII040","1-1.2","1","31082"
"EII040","11-214","1","31083"
"EII040","19-215","1","31084"
"EII040","24-216","0,25","31085"
"EII040","8-3.5","0,25","31086"
"EII041","1-1.2","2","31087"
"EII041","11-214","1","31088"
"EII041","19-215","1","31089"
"EII041","24-216","0,5","31090"
"EII041","8-3.5","0,25","31091"
"EII042","1-1.2","2","31092"
"EII042","11-214","1","31093"
"EII042","19-215","1","31094"
"EII042","24-216","0,5","31095"
"EII042","8-3.5","0,25","31096"
"EII043","1-1.2","1","31097"
"EII043","19-215","1","31098"
"EII043","24-216","0,25","31099"
"EII043","8-3.5","0,25","31100"
"EII044","1-1.2","1","31101"
"EII044","19-215","1","31102"
"EII044","24-216","0,25","31103"
"EII045","1-1.2","1","31104"
"EII045","19-215","1","31105"
"EII045","24-216","0,25","31106"
"EII046","1-1.2","1","31107"
"EII046","19-215","1","31108"
"EII046","24-216","0,25","31109"
"EII047","1-1.2","1","31110"
"EII047","19-215","1","31111"
"EII047","24-216","0,25","31112"
"EII048","1-1.1","2","31113"
"EII048","1-1.2","4","31114"
"EII048","19-215","1","31115"
"EII048","19-514","1","31116"
"EII048","19-710","2","31117"
"EII048","24-216","1","31118"
"EII048","8-3.5","1","31119"
"EII049","1-1.1","1","31120"
"EII049","1-1.2","2","31121"
"EII049","19-215","1","31122"
"EII049","19-710","1","31123"
"EII049","24-216","1","31124"
"EII049","8-3.5","1","31125"
"EII050","1-1.1","1","31126"
"EII050","1-1.2","2","31127"
"EII050","19-2.2","1","31128"
"EII050","19-215","1","31129"
"EII050","25-227","0,25","31130"
"EII050","8-3.5","0,5","31131"
"EII051","1-1.1","2","31132"
"EII051","1-1.2","2","31133"
"EII051","19-2.2","1","31134"
"EII051","19-215","1","31135"
"EII051","25-227","0,25","31136"
"EII052","1-1.1","1","31137"
"EII052","1-1.2","2","31138"
"EII052","19-215","1","31139"
"EII052","24-216","1","31140"
"EII053","1-1.1","1","31141"
"EII053","1-1.2","2","31142"
"EII053","19-215","1","31143"
