"CodMan","CodFam","Descri","Salari","Superv","FecMan"
"PET163","01","DISPARADOR SISMOGRAFICO (SECTOR PETROLER","1,01","","4/5/2026 12:00:00 a. m."
"PET164","01","ELECTRICISTA DE MANTENIMIENTO A (SECTOR ","1,14","","4/5/2026 12:00:00 a. m."
"PET165","01","ELECTRICISTA DE MANTENIMIENTO B (SECTOR ","1,11","","4/5/2026 12:00:00 a. m."
"PET166","01","ELECTRICISTA DE MANTENIMIENTO C (SECT PE","1,07","","4/5/2026 12:00:00 a. m."
"PET167","01","ELECTRICISTA DE MONTAJE (SECTOR PETROLER","1,14","","4/5/2026 12:00:00 a. m."
"PET168","01","ELECTRICISTA LINIERO (SECTOR PETROLERO) ","1,16","","4/5/2026 12:00:00 a. m."
"PET169","01","ELECTRICISTA REBOBINADOR (SECTOR PETROLE","1,11","","4/5/2026 12:00:00 a. m."
"PET170","01","INSTRUMENTISTA DE MONTAJE (SECT PETROLER","1,16","","4/5/2026 12:00:00 a. m."
"PET171","01","LATONERO (SECTOR PETROLERO) N8","1,11","","4/5/2026 12:00:00 a. m."
"PET172","01","MARTILLERO (SECTOR PETROLERO) N3","1,01","","4/5/2026 12:00:00 a. m."
"PET173","01","MECANICO DIESEL ""A"" (SECTOR PETROLERO) N","1,14","","4/5/2026 12:00:00 a. m."
"PET174","01","MECANICO DIESEL ""B"" (SECTOR PETROLERO) N","1,11","","4/5/2026 12:00:00 a. m."
"PET175","01","MECANICO DIESEL ""C"" (SECTOR PETROLERO) N","1,07","","4/5/2026 12:00:00 a. m."
"PET176","01","MONTADOR (SECTOR PETROLERO) N5","1,05","","4/5/2026 12:00:00 a. m."
"PET177","01","MONTADOR/TRAZADOR (SECTOR PETROLERO) N6","1,07","","4/5/2026 12:00:00 a. m."
"PET178","01","OPERADOR DE CAMIONES DE VACIO (SECTOR PE","1,14","","4/5/2026 12:00:00 a. m."
"PET179","01","OPERADOR DE CARGADOR FRONTAL (SECT PETRO","1,11","","4/5/2026 12:00:00 a. m."
"PET180","01","OPERADOR DE COMPACTADORA (SECT PETROLERO","1,09","","4/5/2026 12:00:00 a. m."
"PET181","01","OPERADOR COMPACTAD. PATA CABRA (SECT PET","1,09","","4/5/2026 12:00:00 a. m."
"PET182","01","OPERADOR EQUIPOS ALTA PRESION AGUA (SEC ","1,01","","4/5/2026 12:00:00 a. m."
"PET183","01","OPERADOR DE EXCAVADORA JUMBO (SECT PETRO","1,11","","4/5/2026 12:00:00 a. m."
"PET184","01","OPERADOR GAMMAGRAFIA INDUSTRIAL (SECT PE","1,16","","4/5/2026 12:00:00 a. m."
"PET185","01","OPERADOR DE GRUA BRAZO ARTICULADO (SEC P","1,11","","4/5/2026 12:00:00 a. m."
"PET186","01","OPERADOR DE GRUA CABRESTANTE (SEC PETROL","1,11","","4/5/2026 12:00:00 a. m."
"PET187","01","OPERADOR DE GRUA CARRY LIFT (SEC PETROLE","1,11","","4/5/2026 12:00:00 a. m."
"PET188","01","OPERADOR GRUA CELOSIA HASTA 100 TN (SEC ","1,11","","4/5/2026 12:00:00 a. m."
"PET189","01","OPERADOR GRUA CELOSIA HASTA 200 TN (SEC ","1,11","","4/5/2026 12:00:00 a. m."
"PET190","01","OPERADOR GRUA CELOSIA HASTA 300 TN (SEC ","1,14","","4/5/2026 12:00:00 a. m."
"PET191","01","OPERAD. GRUA CELOSIA HASTA 400 TN (SEC P","1,16","","4/5/2026 12:00:00 a. m."
"PET192","01","OPER. GRUA CELOSIA HASTA 500 TN (SEC PET","1,16","","4/5/2026 12:00:00 a. m."
"PET193","01","OPER. GRUA CELOSIA GABARRA 100 T (SEC PE","1,11","","4/5/2026 12:00:00 a. m."
"PET194","01","OPER. GRUA CELOSIA GABARRA 200 T (SEC PE","1,11","","4/5/2026 12:00:00 a. m."
"PET195","01","OPER. GRUA CELOSIA GABARRA 300 T (SEC PE","1,14","","4/5/2026 12:00:00 a. m."
"PET196","01","OPER GRUA CELOSIA GABARRA < 400 T (SEC P","1,16","","4/5/2026 12:00:00 a. m."
"PET197","01","OPER GRUA IZADO DE PERSONAS (SEC PETROL)","1,11","","4/5/2026 12:00:00 a. m."
"PET198","01","OPERADOR DE GRUA PUENTE (SEC PETROL) N8","1,11","","4/5/2026 12:00:00 a. m."
"PET199","01","OPER. GRUA TELESCOPICA HASTA 140 T (SEC ","1,11","","4/5/2026 12:00:00 a. m."
"PET200","01","OPERADOR GRUA TELESCOPICA < 300 T (SEC P","1,16","","4/5/2026 12:00:00 a. m."
"PET201","01","OPER. GRUA TELESCOPICA HASTA 50 TN (SEC ","1,09","","4/5/2026 12:00:00 a. m."
"PET202","01","OPER. GRUA TELESCOPICA HASTA 75 TN (SEC ","1,09","","4/5/2026 12:00:00 a. m."
"PET203","01","OPER GRUA TELESCOPICA GABARRA 100 T (SEC","1,11","","4/5/2026 12:00:00 a. m."
"PET204","01","OPER GRUA TELESCOPICA GABARRA 200 T (SEC","1,11","","4/5/2026 12:00:00 a. m."
"PET205","01","OPER GRUA TELESCOPICA GABARRA 300 T(SEC ","1,14","","4/5/2026 12:00:00 a. m."
"PET206","01","OPER GRUA TELESCOPICA GABARRA < 400 T(SE","1,16","","4/5/2026 12:00:00 a. m."
"PET207","01","OPERADOR DE GRUA TORRE (SECTOR PETROLERO","1,11","","4/5/2026 12:00:00 a. m."
"PET208","01","OPER LLENADO COMBUSTIBLE LIQUIDO (SEC PE","1,16","","4/5/2026 12:00:00 a. m."
"PET209","01","OPER DE MAQUINAS HERRAMIENTAS ""A"" (SEC P","1,16","","4/5/2026 12:00:00 a. m."
"PET210","01","OPER DE MAQUINAS HERRAMIENTAS ""B"" (SEC P","1,11","","4/5/2026 12:00:00 a. m."
"PET211","01","OPERADOR MAQUINAS HERRAMIENTAS ""C"" (SEC ","1,07","","4/5/2026 12:00:00 a. m."
"PET212","01","OPERADOR MONTACARGA 8 TON (SECT PETROLER","1,09","","4/5/2026 12:00:00 a. m."
"PET213","01","OPERADOR DE MOTONIVELADORA (SECT PETROLE","1,09","","4/5/2026 12:00:00 a. m."
"PET214","01","OPERADOR DE MOTOSIERRA (SECT PETROLERO) ","1,01","","4/5/2026 12:00:00 a. m."
"PET215","01","OPERADOR DE MOTOTRAILLA (SECT PETROLERO)","1,11","","4/5/2026 12:00:00 a. m."
"PET216","01","OPERADOR DE PERFILADORA (SECT PETROLERO)","1,09","","4/5/2026 12:00:00 a. m."
"PET217","01","MALLERO SISMOGRAFICO (SECTOR PETROLERO) ","1,01","","4/5/2026 12:00:00 a. m."
"PET218","01","MECANICO ""A"" (SECTOR PETROLERO) N9","1,14","","4/5/2026 12:00:00 a. m."
"PET219","01","MECANICO ""B"" (SECTOR PETROLERO) N8","1,11","","4/5/2026 12:00:00 a. m."
"PET220","01","MECANICO INSTRUM. ""A"" (SECTOR PETROLERO)","1,14","","4/5/2026 12:00:00 a. m."
"PET221","01","MECANICO INSTRUM. ""B"" (SECTOR PETROLERO)","1,11","","4/5/2026 12:00:00 a. m."
"PET222","01","MECANICO INSTRUM. AYUDANTE (SECTOR PETRO","1,05","","4/5/2026 12:00:00 a. m."
"PET223","01","MOTOSIERRISTA SISMOGRAFICO (SECTOR PETRO","1,01","","4/5/2026 12:00:00 a. m."
"PET224","01","OBRERO BANDERILLERO (SECTOR PETROLERO) N","1,01","","4/5/2026 12:00:00 a. m."
"PET225","01","OPERADOR DE BRAZO HIDRAULICO (SEC PETROL","1,11","","4/5/2026 12:00:00 a. m."
"PET226","01","OPERADOR DE PAYLOADER (SEC PETROLERO) N7","1,09","","4/5/2026 12:00:00 a. m."
"PET227","01","OPERADOR DE PATROL (SEC PETROLERO) N7","1,09","","4/5/2026 12:00:00 a. m."
"PET228","01","OPERADOR EXCAVADOR/RETRO (SECTOR PETROLE","1,03","","4/5/2026 12:00:00 a. m."
"PET229","01","OPERADOR TRACTOR AGRICOLA (SECTOR PETROL","1,09","","4/5/2026 12:00:00 a. m."
"PET230","01","OBRERO MARTILLERO  (SECTOR PETROLERO) N6","1,07","","4/5/2026 12:00:00 a. m."
"PET231","01","OPERADOR EQUIPO WINCHES (SEC PETROLERO) ","1,11","","4/5/2026 12:00:00 a. m."
"PET232","01","OPERADOR MONTACARGA HAST 12TON (SECT PET","1,11","","4/5/2026 12:00:00 a. m."
"PET233","01","ELECTROMECANICO EQUIPO PESADO (SECTOR PE","1,14","","4/5/2026 12:00:00 a. m."
"PET234","01","RASTRILLERO /PALERO ASFALTO (SECTOR PETR","0,97","","4/5/2026 12:00:00 a. m."
"PET235","01","MECANICO ELECTROMECANICO ""A"" (SECTOR PET","1,14","","4/5/2026 12:00:00 a. m."
"PET236","01","MECANICO ""C"" (SECTOR PETROLERO) N6","1,07","","4/5/2026 12:00:00 a. m."
"PET237","01","CHOFER DE AMBULANCIA (SECTOR PETROLERO) ","1,05","","4/5/2026 12:00:00 a. m."
"PET238","01","ELECTRICISTA MONTAJE TUBERO  (SECTOR PET","1,14","","4/5/2026 12:00:00 a. m."
"PET239","01","REPAR. EQUIPO AIRE ACOND. DE 1RA (SECT. ","1,14","","4/5/2026 12:00:00 a. m."
"PET240","01","OPERADOR EQUIPO AGUA A PRESION (SECTOR P","1,01","","4/5/2026 12:00:00 a. m."
"PET241","01","REPAR. EQUIPO AIRE ACOND. DE 2DA (SECT. ","1,11","","4/5/2026 12:00:00 a. m."
"PET242","01","TOPOGRAFO (SECTOR PETROLERO) N8","1,11","","4/5/2026 12:00:00 a. m."
"PET243","01","TORNERO  (SECTOR PETROLERO) N6","1,07","","4/5/2026 12:00:00 a. m."
"PQU001","01","ESPECIALISTA EN INSTRUMENTACION","30,31","","4/5/2026 12:00:00 a. m."
"PQU002","01","TECNICO ESPECIALISTA LIMPIEZA QUIMICA","40,42","","4/5/2026 12:00:00 a. m."
"PQU003","01","INGENIERO DE PROCESOS","45,47","","4/5/2026 12:00:00 a. m."
"PQU004","01","SUPERVISOR MECANICA SOLDADURA","55,58","","4/5/2026 12:00:00 a. m."
"PQU005","01","INSPECTOR QC / QA CONTROL-ASEGURAM. CALI","50,52","","4/5/2026 12:00:00 a. m."
"PQU006","01","REPICADOR","1,83","","4/5/2026 12:00:00 a. m."
"PQU007","01","AGÜERO/ MANIPULADOR AGUA DE CONSUMO","1,98","","4/5/2026 12:00:00 a. m."
"PQU008","01","MONTADOR- SECT PETROQUIMICO","1,98","","4/5/2026 12:00:00 a. m."
"PQU009","01","INSPECTOR SIAHO","2,14","","4/5/2026 12:00:00 a. m."
"PQU010","01","FABRICADOR-SECT PETROQUIMICO","2,14","","4/5/2026 12:00:00 a. m."
"PQU011","01","DEPOSITARIO","1,83","","4/5/2026 12:00:00 a. m."
"PQU012","01","FABRICADOR ESTRUCT. METALICA (DESTAJO)","40,42","","4/5/2026 12:00:00 a. m."
"PQU013","01","SUPERVISOR","1,83","","4/5/2026 12:00:00 a. m."
"PQU014","01","SUPRVISOR ESPECIALIZADO/ DESTAJO","25,26","","4/5/2026 12:00:00 a. m."
"PQU015","01","INSPECTOR SIAHO /DESTAJO","15,16","","4/5/2026 12:00:00 a. m."
"PQU016","01","TECNICO ELECTROMECANICO EN REFRIGERACION","20,21","","4/5/2026 12:00:00 a. m."
"PQU017","01","AYUDANTE EN REFRIGERACION","17,68","","4/5/2026 12:00:00 a. m."
"PQU018","01","CHOFER / DESTAJO","25,26","","4/5/2026 12:00:00 a. m."
"PQU019","01","AYUDANTE DE OPERADOR/DESTAJO","17,68","","4/5/2026 12:00:00 a. m."
"PQU020","01","OPERADOR BRAZO HIDRAULICO/ARTICULADO DES","55,58","","4/5/2026 12:00:00 a. m."
"PQU021","01","AYUDANTE DE SOLDADOR/ SETC PETROQUIMICO","1,83","","4/5/2026 12:00:00 a. m."
"PQU022","01","AYUDANTE DE MECANICO/ SETC PETROQUIMICO","1,83","","4/5/2026 12:00:00 a. m."
"PQU023","01","TECNICO ESPECIALISTA EN FILTRO","1,83","","4/5/2026 12:00:00 a. m."
"PQU024","01","TECNICO ESPECIALISTA EN ENGOMADO","1,83","","4/5/2026 12:00:00 a. m."
"PQU025","01","CHOFER DE CAMION DE MAS DE 16 TON","2,14","","4/5/2026 12:00:00 a. m."
"PQU026","01","CORDINADOR DE LOGISTICA /DESTAJO","17,68","","4/5/2026 12:00:00 a. m."
"PQU027","01","AYUDANTE DE FABRICADOR/ SETC PETROQUIMIC","1,83","","4/5/2026 12:00:00 a. m."
"PQU028","01","REFRACTARISTA","2,14","","4/5/2026 12:00:00 a. m."
"PQU029","01","AYUDANTE DE REFRACTATISTA/ SETC PETROQUI","1,83","","4/5/2026 12:00:00 a. m."
"PQU030","01","INSTRUMENTISTA","3,73","","4/5/2026 12:00:00 a. m."
"PQU031","01","AYUDANTE DE INSTRUMENTISTA","3,23","","4/5/2026 12:00:00 a. m."
"PQU032","01","AYUDANTE DE INSTRUMENTISTA/ SETC PETROQU","1,83","","4/5/2026 12:00:00 a. m."
"PQU033","01","INGENIERO ESPECIALISTA","60,63","","4/5/2026 12:00:00 a. m."
"PQU034","01","INGENIERO DE AUTOMATIZACION","30,31","","4/5/2026 12:00:00 a. m."
"PQU035","01","INSTRUMENTISTA DE MANTENIMIENTO","3,23","","4/5/2026 12:00:00 a. m."
"PQU036","01","MECANICO INSTRUMENTISTA DE VALVULAS DE C","3,73","","4/5/2026 12:00:00 a. m."
"PQU037","01","TECNICO ESPECIALISTA EN MOTORES ELECTRIC","3,73","","4/5/2026 12:00:00 a. m."
"PQU038","01","TECNICO ELECTROMECANICO","3,73","","4/5/2026 12:00:00 a. m."
"PQU039","01","AYUDANTE ELECTRICISTA / SETC PETROQUIMIC","1,83","","4/5/2026 12:00:00 a. m."
"PQU040","01","TECNICO MECANICO","8,08","","4/5/2026 12:00:00 a. m."
"PQU041","01","ESPECIALISTA EQUIPO ROTATIVO","20,21","","4/5/2026 12:00:00 a. m."
"PQU042","01","TECNICO ESPECIALISTA EN MAQUINAS/HERRAMI","10,1","","4/5/2026 12:00:00 a. m."
"PQU043","01","TECNICO ESPECIALISTA DETECCION FUGAS","10,1","","4/5/2026 12:00:00 a. m."
"PQU044","01","HERRERO","17,68","","4/5/2026 12:00:00 a. m."
"PQU045","01","TENSADOR DE BANNER","8,08","","4/5/2026 12:00:00 a. m."
"PQU046","01","INSTALADOR","8,08","","4/5/2026 12:00:00 a. m."
"PQU047","01","OPERADOR DE LIMPIEZA ABRASIVA","2,14","","4/5/2026 12:00:00 a. m."
"PQU048","01","MEZCLADOR DE RESINA /FIBRA","2,14","","4/5/2026 12:00:00 a. m."
"PQU049","01","INSTALADOR DE FIBRA","2,14","","4/5/2026 12:00:00 a. m."
"PQU050","01","INSPECTOR DE SALUD Y SEGURIDAD SSA","2,14","","4/5/2026 12:00:00 a. m."
"PQU051","01","INSPECTOR UT NIVEL I /MFL/ DESTAJO","80,84","","4/5/2026 12:00:00 a. m."
"PQU052","01","INSPECTOR UT NIVEL II /MFL/ DESTAJO","121,26","","4/5/2026 12:00:00 a. m."
"PQU053","01","SUPERVISOR ESTRUCTURAS ANDAMIOS/MONTAJE","55,58","","4/5/2026 12:00:00 a. m."
"PQU054","01","ESPECIALISTA EC NIVEL II (RFECT)","131,36","","4/5/2026 12:00:00 a. m."
"PQU055","01","TECNICO ESPECIALISTA EN LIMPIEZA QUIMICA","55,58","","4/5/2026 12:00:00 a. m."
"PQU056","01","ESPECIALISTA RIGGER / IZAJE, GRUAS","2,14","","4/5/2026 12:00:00 a. m."
"PQU057","01","ESPECIALISTA TRATAMIENTO TERMICO/DESTAJO","80,84","","4/5/2026 12:00:00 a. m."
"PQU058","01","TECNICO ULTRASONIDO/PARTICULAS MAGNETICA","80,84","","4/5/2026 12:00:00 a. m."
"PQU059","01","TECNICO ESPECIALISTA EN GAMMAGRAFIA","80,84","","4/5/2026 12:00:00 a. m."
"PQU060","01","OPERADOR TRACTOCAMION","40,42","","4/5/2026 12:00:00 a. m."
"PQU061","01","SUPERVISOR DE EQUIPOS DE IZAMIENTO","55,58","","4/5/2026 12:00:00 a. m."
"PQU062","01","TECNICO EN TORQUE HIDRAULICO/NEUMATICO","80,84","","4/5/2026 12:00:00 a. m."
"PQU063","01","SUPERVISOR DE REFRACTARIO/DESTAJO","55,58","","4/5/2026 12:00:00 a. m."
"PQU064","01","SUPERVISOR DE AISLAMIENTO/DESTAJO","55,58","","4/5/2026 12:00:00 a. m."
"PQU065","01","SUPERVISOR ESPECIALIZADO/DESTAJO","55,58","","4/5/2026 12:00:00 a. m."
"PQU066","01","TECNOLOGO DE TELECOMUNICACIONES","20,21","","4/5/2026 12:00:00 a. m."
"QU067","01","INGENIERO DE TELECOMUNICACIONES","30,31","","4/5/2026 12:00:00 a. m."
"PQU068","01","TECNICO MEDIO DE TELECOMUNICACIONES","18,19","","4/5/2026 12:00:00 a. m."
"PQU069","01","INSPECTOR DE EQUIPOS NDT-NO DESTRUCT.","60,63","","4/5/2026 12:00:00 a. m."
"PQU070","01","INSPECTOR REFRACTARIO EXPERTO","80,84","","4/5/2026 12:00:00 a. m."
"PQU071","01","INSPECTOR DE ROTATIVO/DESTAJO","70,73","","4/5/2026 12:00:00 a. m."
"PQU072","01","ESPECIALISTA EC, NIVEL II (IRIS)/DETAJO","161,68","","4/5/2026 12:00:00 a. m."
"PQU073","01","INSP. ESPECIALISTA VIDEOSCOPIA NIVEL II/","101,05","","4/5/2026 12:00:00 a. m."
"PQU074","01","ESPECIALISTA EQP. MARCA MASONEILAN/DESTA","60,63","","4/5/2026 12:00:00 a. m."
"PQU075","01","ALMACENISTA","1,83","","4/5/2026 12:00:00 a. m."
"PQU076","01","BALANCEADOR","10,1","","4/5/2026 12:00:00 a. m."
"PQU077","01","AYUDANTE ESPECIALIZADO","10,1","","4/5/2026 12:00:00 a. m."
"PQU078","01","OBRERO MANIPULADOR DE ALIMENTOS","1,83","","4/5/2026 12:00:00 a. m."
"PQU079","01","OPERADOR SISTEMA SANITARIO","25,26","","4/5/2026 12:00:00 a. m."
"PQU080","01","TECNICO DE EQUIPO PESADO/DESTAJO","60,63","","4/5/2026 12:00:00 a. m."
"PQU081","01","TECNICO IZAJE DE CARGA /DESTAJO","60,63","","4/5/2026 12:00:00 a. m."
"PQU082","01","TECNICO APAREJADOR /DESTAJO","40,42","","4/5/2026 12:00:00 a. m."
"PQU083","01","TECNICO LOGISTICA /DESTAJO","60,63","","4/5/2026 12:00:00 a. m."
"PQU084","01","TECNICO ALTO VACIO (TAV) /DESTAJO","80,84","","4/5/2026 12:00:00 a. m."
"PQU085","01","TECNICO DE ENTRADA A REACTORES (TER)/DES","121,26","","4/5/2026 12:00:00 a. m."
"PQU086","01","TECNICO MANEJO DE CATALIZADOR (TMC)","80,84","","4/5/2026 12:00:00 a. m."
"PQU087","01","TECNICO ELECTRICISTA /DESTAJO","50,52","","4/5/2026 12:00:00 a. m."
"PQU088","01","TECNICO RESCATISTA /DESTAJO","101,05","","4/5/2026 12:00:00 a. m."
"PQU089","01","TECNICO PCP (TECL) /DESTAJO","101,05","","4/5/2026 12:00:00 a. m."
"PQU090","01","INGENIERO PROYECTISTA","60,63","","4/5/2026 12:00:00 a. m."
"PQU091","01","INSPECTOR / TECNICO SIAHO/DESTAJO","40,42","","4/5/2026 12:00:00 a. m."
"PQU092","01","OPERADOR DE PICKMAN /BRAZO HIDRAULICO","2,14","","4/5/2026 12:00:00 a. m."
"PQU093","01","ESPECIALISTA SECTOR PETROQUIMICO","2,14","","4/5/2026 12:00:00 a. m."
"PQU094","01","AYUDANTE / SETC PETROQUIMICO","1,83","","4/5/2026 12:00:00 a. m."
"PQU095","01","INSPECTOR CALIDAD","30,31","","4/5/2026 12:00:00 a. m."
"PQU096","01","INSPECTOR SEGURIDAD","1,83","","4/5/2026 12:00:00 a. m."
"PQU097","01","SUPERVISOR DE OPERADORES","30,31","","4/5/2026 12:00:00 a. m."
"PQU098","01","TECNICO FRESADOR","1,83","","4/5/2026 12:00:00 a. m."
"PQU099","01","TECNICO ESPECIALISTA FIBRA DE VIDRIO /DE","50,52","","4/5/2026 12:00:00 a. m."
"PQU100","01","TECNICO ESPECIALISTA EN VULCANIZADO","80,84","","4/5/2026 12:00:00 a. m."
"PQU101","01","TECNICO EMBOBINADOR","15,16","","4/5/2026 12:00:00 a. m."
"PQU102","01","TORNERO","5,05","","4/5/2026 12:00:00 a. m."
"PQU103","01","BALANCEADOR","10,1","","4/5/2026 12:00:00 a. m."
"PQU104","01","PROFESIONAL ESPECIALISTA EN AUTOMATIZACI","101,05","","4/5/2026 12:00:00 a. m."
"PQU105","01","ESPECIALISTA SCADA","101,05","","4/5/2026 12:00:00 a. m."
"PQU106","01","ESPECIALISTA EN PROTECCIONES","50,52","","4/5/2026 12:00:00 a. m."
"PQU107","01","COORDINADOR DE PROCURA","10,1","","4/5/2026 12:00:00 a. m."
"PQU108","01","MECANICO INSTRUMENTISTA DE VALVULAS DE C","10,1","","4/5/2026 12:00:00 a. m."
"PQU109","01","TECNICO ESPECIALISTA EN MOTORES ELECTRIC","10,1","","4/5/2026 12:00:00 a. m."
"PQU110","01","OPERADOR ESPECIALIZADO DE PLOTTER","10,1","","4/5/2026 12:00:00 a. m."
"PQU111","01","COOORDINADOR SYSO  SEGURIDAD Y SALUP OCU","10,1","","4/5/2026 12:00:00 a. m."
"PQU112","01","CARPINTERO PUBLICISTA","2,53","","4/5/2026 12:00:00 a. m."
"PQU113","01","HERRERO PUBLICISTA","2,53","","4/5/2026 12:00:00 a. m."
"PQU114","01","INSTALADOR DE VINIL","2,53","","4/5/2026 12:00:00 a. m."
"PQU115","01","INSTALADAOR DE VALLA PUBLICITARIA","2,53","","4/5/2026 12:00:00 a. m."
"PQU116","01","FACILITADOR SISTEMA ESPECIALIZADOS","101,05","","4/5/2026 12:00:00 a. m."
"PQU117","01","COORDINADOR DE CALIDAD","20,21","","4/5/2026 12:00:00 a. m."
"PQU118","01","ESPECIALISTA EC NIVEL II (ECT) /DESTAJO","131,36","","4/5/2026 12:00:00 a. m."
"PQU119","01","TECNICO NIVEL I","60,63","","4/5/2026 12:00:00 a. m."
"PQU120","01","OPERADOR DE INCINERACION","1,83","","4/5/2026 12:00:00 a. m."
"PQU121","01","SUPERVISOR INSTRUMENTISTA /A DESTAJO","55,58","","4/5/2026 12:00:00 a. m."
"PQU122","01","TECNICO ESPECIALIZADO","20,21","","4/5/2026 12:00:00 a. m."
"PQU123","01","SOLDADOR A DESTAJO","40,42","","4/5/2026 12:00:00 a. m."
"PQU124","01","TECNICO INSPECTOR NIVEL II","60,63","","4/5/2026 12:00:00 a. m."
"PQU125","01","TECNICO INSPECTOR NIVEL III","80,84","","4/5/2026 12:00:00 a. m."
"PQU126","01","TECNICO ESPECIALIZADO P/DESECHOS PELIGRO","2,14","","4/5/2026 12:00:00 a. m."
"PQU127","01","OPERADOR EQUIPO MODULAR 12 LINEAS","40,42","","4/5/2026 12:00:00 a. m."
"PQU128","01","CENTINELA /VIGILANCIA ESPECIAL","30,31","","4/5/2026 12:00:00 a. m."
"PQU129","01","OPERADOR DE PICKMAN /BRAZO HIDRAULICO/ F","2,14","","4/5/2026 12:00:00 a. m."
"PQU130","01","ESPECIALISTA RIGGER / IZAJE, GRUAS /F1","2,14","","4/5/2026 12:00:00 a. m."
"PQU131","01","SUPERVISOR TRABAJOS ELECTRICIDAD","55,58","","4/5/2026 12:00:00 a. m."
"PQU132","01","SUPERVISOR OBRAS CIVILES / ESPECIALIZADO","55,58","","4/5/2026 12:00:00 a. m."
"PQU133","01","SUPERVISOR PINTURA, RECUBRIMIENTOS Y ESP","55,58","","4/5/2026 12:00:00 a. m."
"PQU134","01","SUPERVISOR TRABAJOS ESPECIALES DE MECANI","55,58","","4/5/2026 12:00:00 a. m."
"PQU135","01","SUPERVISOR ESPECIALIZADO","30,31","","4/5/2026 12:00:00 a. m."
"PQU136","01","SUPERVISOR DIURNO ESPECIALIZADO","35,37","","4/5/2026 12:00:00 a. m."
"PQV001","01","OPERADOR DE PLANTA DE 1RA - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV002","01","OPERADOR DE PLANTA DE 2DA - PEQUIVEN G4","3,11","","4/5/2026 12:00:00 a. m."
"PQV003","01","OPERADOR DE PLANTA DE 3RA - PEQUIVEN G5","2,98","","4/5/2026 12:00:00 a. m."
"PQV004","01","OPERADOR DE GRUA - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV005","01","OPERADOR DE MAQUINAS PESADAS DE 1RA - PE","3,23","","4/5/2026 12:00:00 a. m."
"PQV006","01","OPERADOR DE MAQUINAS PESADAS DE 2DA - PE","3,11","","4/5/2026 12:00:00 a. m."
"PQV007","01","OPERADOR DE MUELLES DE 1RA - PEQUIVEN G7","2,71","","4/5/2026 12:00:00 a. m."
"PQV008","01","OPERADOR DE MUELLES DE 2DA - PEQUIVEN G8","2,61","","4/5/2026 12:00:00 a. m."
"PQV009","01","SOLDADOR ARGONERO - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV010","01","OPERADOR DE TALLER MECANICO DE 1RA - PEQ","3,73","","4/5/2026 12:00:00 a. m."
"PQV011","01","OPERADOR DE TALLER MECANICO DE 2DA - PEQ","3,23","","4/5/2026 12:00:00 a. m."
"PQV012","01","OPERADOR DE TALLER MECANICO DE 3RA - PEQ","3,11","","4/5/2026 12:00:00 a. m."
"PQV013","01","OPERADOR EQUIPO DE LIMPIEZA DE 1RA - PEQ","2,71","","4/5/2026 12:00:00 a. m."
"PQV014","01","OPERADOR EQUIPO DE LIMPIEZA DE 2DA - PEQ","2,61","","4/5/2026 12:00:00 a. m."
"PQV015","01","AISLADOR DE 1RA - PEQUIVEN G6","2,88","","4/5/2026 12:00:00 a. m."
"PQV016","01","AISLADOR DE 2DA - PEQUIVEN G8","2,61","","4/5/2026 12:00:00 a. m."
"PQV017","01","ALBAÑIL REFRACTARIO - PEQUIVEN G2","3,48","","4/5/2026 12:00:00 a. m."
"PQV018","01","CONST./FABR. ESTRUCT METALICA - PEQUIVEN","3,73","","4/5/2026 12:00:00 a. m."
"PQV019","01","OPERADOR DE HIDROJET DE 1RA - PEQUIVEN G","2,71","","4/5/2026 12:00:00 a. m."
"PQV021","01","INSTRUMENTISTA DE 1RA - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV022","01","INSTRUMENTISTA DE 2DA - PEQUIVEN G2","3,48","","4/5/2026 12:00:00 a. m."
"PQV023","01","INSTRUMENTISTA DE 3RA - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV024","01","ELECTRICISTA DE 1RA - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV025","01","ELECTRICISTA DE 2DA - PEQUIVEN G2","3,48","","4/5/2026 12:00:00 a. m."
"PQV026","01","ELECTRICISTA DE 3RA - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV027","01","TORNERO - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV028","01","MECANICO DE 1RA - PEQUIVEN G01  (ROTATIV","3,73","","4/5/2026 12:00:00 a. m."
"PQV029","01","MECANICO DE 2DA - PEQUIVEN G3 (ESTATICO)","3,23","","4/5/2026 12:00:00 a. m."
"PQV030","01","MECANICO DE 3RA - PEQUIVEN G4 (AYUDANTE)","3,11","","4/5/2026 12:00:00 a. m."
"PQV031","01","SOLDADOR DE 1RA - PEQUIVEN G01","3,73","","4/5/2026 12:00:00 a. m."
"PQV032","01","SOLDADOR DE 2DA - PEQUIVEN G3","3,23","","4/5/2026 12:00:00 a. m."
"PQV033","01","SOLDADOR DE 3RA - PEQUIVEN G4","3,11","","4/5/2026 12:00:00 a. m."
