"CodEqu","CodFam","Descri","CosEqu","CosDia","Deprec","Transp","FecEqu","Dep01","Provee","Man01","Rep01","TipEqu"
"MED005","00","TRIPODE PARA TEODOLITO","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED006","00","CINTA METRICA 5 MTS METALICA O SIMILAR","22,01","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED007","00","CINTA METRICA 30 MTS METALICA O SIMILAR","41,82","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED008","00","CINTA METRICA 50 MTS DE FIBRA","63,87","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED009","00","JALON PARA MEDICIONES DE TOPOGRAFIA","44,03","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED010","00","MIRA ESTADIMETRICA TELESCOPICA P/TOPOGRA","110,11","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED011","00","EQUIPO COMPROBACION PRESION / MANOMETRO ","5,53","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED012","00","AGUJAS METALICAS PARA CINTEO TOPOGRAFICO","6,61","","0,05","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED013","00","MESA, ACCESORIOS Y EQUIPO DE DIBUJO","550,58","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED014","00","TEODOLITO WILD O SIMILAR CON COMPUTADORA","275,29","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED015","00","CINTA METRICA 25 MTS MARCA ESPN P/TOPOGR","49,5","","0,02","","4/5/2026 12:00:00 a. m.","1","FERRETERIA DEL ESTE S.A.","","",""
"MED016","00","TEODOLITO ELECTRONICO WILD PRECISION O S","77,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED017","00","TEODOLITO ESTACION TOTAL LEICA O SIMILAR","5505,55","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED018","00","CINTA METRICA 20 MTS METALICA O SIMILAR","28,6","","0,03","","4/5/2026 12:00:00 a. m.","1","EPA SUPERFERRETERIA","","",""
"MED019","00","NIVEL PARA TOPOGRAFIA","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED020","00","GPS TOPOGRAFICO","121,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED021","00","CINTA METRICA DE 8 MTS METALICA O SIMILA","30,82","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED022","00","CERTIFICADOR DE CABLE UTP 6 /5E VOZ O DA","55,06","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED023","00","PROBADOR DE TONO TIPO LAPIZ FLUKE O SIMI","135,42","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED024","00","CABLE TESTER FLUKE NETWORKS CIQ-100 O SI","581,38","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED025","00","PROBADOR DE PARES C/SEÑAL FLUKE O SIMILA","880,87","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED026","00","GENERADOR DE TONO C/LAPIZ","132,12","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"MED027","00","EQUIPO TOPOGRAFICO: GPS, TRIPODE, PRISMA","55,06","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV001","00","TRACTOR CAT D-9H O SIMILAR CON ESCARIFIC","3413,42","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV002","00","CHICORA CON CABO DE MADERA","33,06","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV003","00","EQUIPO MENOR MOVIMIENTO DE TIERRAS","4,4","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV004","00","MOTONIVELADORA CAT 12-G (PATROL) O SIMIL","1431,43","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV005","00","MOTONIVELADORA CAT 120 H (PATROL) O SIMI","990,99","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV006","00","MOTONIVELADORA CAT 14 H (PATROL) O SIMIL","1541,54","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV007","00","MOTONIVELADORA CAT 140 B (PATROL) O SIMI","1238,74","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV008","00","MOTOTRAILLA CAT 631 O SIM CAP = 23 M3","4294,33","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV009","00","EXCAVADORA / JUMBO","660,67","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV010","00","EXCAVADORA POCLAIN 125/160 O SIMILAR","440,44","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV011","00","EXCAVADORA POCLAIN 160 C/MARTILLO 960","594,6","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV012","00","EXCAVADORA POCLAIN 300 O SIMILAR","605,6","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV013","00","EXCAVADORA POCLAIN 75 O SIMILAR","429,42","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV014","00","EXCAVADORA POCLAIN 90 C/MARTILLO 600 O S","570,39","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV015","00","EXCAVADORA POCLAIN 90 C/MARTILLO 720 O S","599,02","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV016","00","EXTRACTOR DE TABLESTACAS","1321,31","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV017","00","EXCAVADORA CAT 345 BL II RE","167368,65","","0,0025","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV018","00","EQUIPO MENOR P/EXCAVACION MANUAL","4,4","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV019","00","MAQUINA CERNIDORA AUTOMATICA PARA AGREGA","132133,14","","0,0027","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV020","00","EXCAVADORA CAT 322 CL RE","282985,18","","0,0025","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV021","00","RETROEXCAVADORA CASE 580 O SIMILAR","385,41","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS ALQUI RETRO C.A.","","",""
"MOV022","00","RETROEXCAVADORA CASE 580 CON MARTILLO 18","550,58","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MOV023","00","RETROEXCAVADORA CASE 580 CON MARTILLO 30","660,67","","1","","4/5/2026 12:00:00 a. m.","1","TALLER MECANICO INDUST. PARIS C.A.","","",""
"MOV024","00","RETROEXCAVADORA 1 YD3 O SIMILAR","440,44","","1","","4/5/2026 12:00:00 a. m.","1","DM Y ESTRUCTURAS C.A. (Andamios)","","",""
"MOV025","00","EXCAVADORA CASE 9050","1321,31","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV026","00","MINISHOVEL CARGADOR/ RETROEXCAVADORA","275,29","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV027","00","RETROEXCAVADORA CASE O SIM","101632,41","","0,0035","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MOV028","00","EXCAVADORA POCLAIN 90","517,51","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV029","00","EXCAVADORA POCLAIN 160","495,52","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV030","00","ENTIBADO METALICO","6,61","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV031","00","MINISHOVEL/MINICARGADOR BOBCAT 40HP CAP=","44044,37","","0,004","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV032","00","TRACTOR CAT D-7R TIPO DS","715721,21","","0,0035","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV033","00","CARGADOR MINI SHOVEL 25 HP","275,29","","1","","4/5/2026 12:00:00 a. m.","1","TRANSPORTE R1 C A","","",""
"MOV034","00","CARGADOR CAUCHO/RUEDAS CAT 950-G PAYLOAD","858,88","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV035","00","TRACTOR CAT D-7G O SIMILAR","1541,54","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV036","00","TRACTOR CAT D-6H CON RIPPER O SIM.","880,87","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV037","00","MINISHOVEL CARGADOR BOBCAT 763 O SIM","242,23","","1","","4/5/2026 12:00:00 a. m.","1","TALLER MECANICO INDUST. PARIS C.A.","","",""
"MOV038","00","BALLENA CAT 49200 LTS CAT-773 CISTERNA","2092,13","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV039","00","MINISHOVEL - MINICARGADOR / SKID-STEER L","269,77","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"MOV040","00","PAYLOADER GRANDE - CARGADOR DE CAUCHOS","1321,31","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV041","00","TRACTOR CAT D-9 SIN RIPPER","3193,22","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV042","00","CARGADOR DE CAUCHOS CAT 966 G-II (PAYLOA","924,93","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV043","00","PAYLOADER - CARGADOR DE CAUCHOS/RUEDAS","1101,12","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV044","00","RETROEXCAVADORA CAT 416","583,6","","1","","4/5/2026 12:00:00 a. m.","1","TALLER MECANICO INDUST. PARIS C.A.","","",""
"MOV045","00","CAMION ARTICULADO CAT","366669,47","","0,0058","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV046","00","BESTIA DE CARGA / TRACCION A SANGRE (EQU","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV047","00","MINISHOVEL CON MARTILLO HIDRAULICO","330,32","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV048","00","EXCAVADORA CASE 9050 C/MARTILLO HIDRAULI","1541,54","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV049","00","EXCAVADORA JUMBO CASE/POCLAIN 9030","1321,31","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV050","00","EXCAVADORA CASE/POCLAIN 9030 CON MARTILL","1101,12","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV051","00","EXCAVADORA POCLAIN 75 C/MARTILLO","429,42","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV052","00","RETROEXCAVADORA CAT 416 4X4","440,44","","1","","4/5/2026 12:00:00 a. m.","1","TALLER MECANICO INDUST. PARIS C.A.","","",""
"MOV053","00","CARGADOR DE ORUGA/CADENA CAT 953-C 2,25 ","1211,22","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV054","00","CARGADOR DE ORUGA/CADENA","1101,12","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV055","00","EXCAVADORA CAT 325","1068,09","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV056","00","EXCAVADORA CAT 320C CON MARTILLO","1101,12","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV057","00","VIBROCOMPACTADOR C/PATA DE CABRA CS-433E","660,67","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV074","00","RETROEXCAVADORA CATERPILLAR BL60","385,41","","1","","4/5/2026 12:00:00 a. m.","1","GRUPO FERGA / MAQUINARIA","","",""
"MOV075","00","CARGADOR 1 YD3","563,8","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"MOV076","00","CARGADOR 2,40 YD3 (1,83 M3)","1211,22","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV077","00","CARGADOR 4,25 YD3 (3,25 M3)","1603,22","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV078","00","CAMION CHUTO CON BATEA","883,1","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV079","00","EXCAVADORA SOBRE ORUGA 1,12 YD3/ 0,86 M3","1046,03","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV080","00","EXCAVADORA SOBRE ORUGA 1,75 YD3/ 1,34 M3","1651,67","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS BERO 09 C.A.","","",""
"MOV081","00","EXCAVADORA SOBRE ORUGA 1,83 YD3/ 1,4 M3","1761,79","","1","","4/5/2026 12:00:00 a. m.","1","SERVICIOS SOTICA CA /MAQUINARIA","","",""
"MOV082","00","MINISHOVEL 1,5 YD3","269,77","","1","","4/5/2026 12:00:00 a. m.","1","MAQUINARIAS GIANPRO C.A. - ALQUILER","","",""
"MOV083","00","TRACTOR CAT D-8 R (4,7 M3)","2642,66","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MOV084","00","TRACTOR CAT D-9 R (15 M3)","4294,33","","1","","4/5/2026 12:00:00 a. m.","1","VENEQUIP - CONSORCIO DE COGESTION","","",""
"MSPT01","00","GASTOS MEDICOS-SALUD-MEDICINA CUADRILLA ","88,1","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI001","00","EQUIPO E INSTRUMENTOS DE DIBUJO","165,19","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI002","00","EQUIPOS VARIOS TOPOGRAFICOS","938,15","","0,0025","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI003","00","DISTANCIOMETRO PARA LEVANTAMIENTOS","165,19","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI004","00","COMPUTADORA PC ESCRITORIO, CORE I5 O SIM","1541,54","","0,025","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI005","00","COMPUTADORA PC I5, IMPRESORA, SOFTWARE O","3083,11","","0,012","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI006","00","IMPRESORA DE PLANOS","11011,08","","0,012","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI007","00","GUILLOTINA MANUAL DE OFICINA","4,4","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI008","00","COMPUTADORA I9","110,11","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI009","00","COMPUTADOR PC TIPO I5 O SIMILAR","1761,79","","0,025","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI010","00","COMPUTADOR TIPO I5 LAPTOP O SIMILAR","1982,01","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI011","00","COMPUTADOR TIPO PC I5 CON IMPRESORA","2312,33","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI012","00","LICENCIA SOFTWARE AUTOCAD /DIA","11,01","","1","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI013","00","PLOTTER PARA PLANOS","6606,65","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI014","00","COMPUTADORA LAPTOP/NOTEBOOK I3 (PORTATIL","1321,31","","0,025","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI015","00","CALCULADORA CIENTIFICA HP50G O SIMILAR","110,11","","0,009","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI016","00","GRAPADORA PAPEL CLIPPER OFICINA O SIM C/","44,03","","0,004","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI017","00","MUFLA-HORNO DIGITAL 1800W 1200°C P/ENSAY","4404,44","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI018","00","AGITADOR DE VIDRIO P/ENSAYOS DE LABORATO","13,21","","0,002","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI019","00","AGITADOR MECANICO 400 RPM P/ENSAYOS DE L","1431,43","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI020","00","CUCHARA DE CASAGRANDE ENSAYO MANUAL LIMI","891,91","","0,0008","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI021","00","BALANZA, CAPACIDAD 20 KG P/ENSAYOS DE LA","2092,13","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI022","00","BALANZA, CAPACIDAD 4 KG P/ENSAYOS DE LAB","1211,22","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI023","00","BANDEJA DE ALUMINIO P/ENSAYOS DE LABORAT","396,4","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI024","00","BARRA COMPACTADORA P/ENSAYOS DE LABORATO","110,11","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI025","00","BARRA ESTANDAR P/ENSAYOS DE LABORATORIO","88,1","","0,0008","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI026","00","BOMBA DE VACIO P/ENSAYOS DE LABORATORIO","1211,22","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI027","00","CALIBRADOR P/ENSAYOS DE LABORATORIO","66,09","","0,0008","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI028","00","CAPSULA DE PORCELANA P/ENSAYOS DE LABORA","20,46","","0,0008","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI029","00","CAPSULA EVAPORADORA P/ENSAYOS DE LABORAT","27,53","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI030","00","CAPSULAS P/ENSAYOS DE LABORATORIO 50 ML","19,82","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI031","00","CUCHARA D/CASAGRANDE MOTORIZADA ENSAYO L","880,87","","0,008","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI032","00","TAMIZ P/ENSAYO SUELO E11 ASTM BRONCE","110,11","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI033","00","TAMIZ P/ENSAYO SUELO E11 ASTM LANON INOX","66,09","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI034","00","CILINDRO GRADUADO P/ENSAYO LABORATORIO-J","66,09","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI035","00","COMPUTADOR TIPO LAPTOP I9","3303,33","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI036","00","CONO/BOTELLA P/ENSAYO DE DENSIDAD EN CAM","110,11","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI037","00","CRISOL DE CERAMICA P/ENSAYOS LABORATORIO","33,06","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI038","00","CRONOMETRO DIGITAL P/ENSAYOS DE LABORATO","367,77","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI039","00","CUARTEADOR P/ENSAYOS DE LABORATORIO","220,22","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI040","00","CUARTEADOR MECANICO P/ENSAYOS DE LABORAT","2648,17","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI041","00","CUCHARA P/ENSAYOS DE LABORATORIO","15,39","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI042","00","CUCHARON GRANDE P/ENSAYOS DE LABORATORIO","16,49","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI043","00","DESECADOR P/ENSAYOS DE LABORATORIO","275,29","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI044","00","EMBUDO P/ENSAYOS DE LABORATORIO","22,01","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI045","00","EMBUDO DE VIDRIO P/ENSAYOS DE LABORATORI","16,49","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI046","00","ENRASADOR METALICO P/ENSAYOS DE LABORATO","33,06","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI047","00","ENVASE P/ENSAYOS DE LABORATORIO","22,01","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI048","00","ENVASE DE VIDRIO GRADUADO CON TAPA P/LAB","22,01","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI049","00","CILINDRO P/ENSAYO DE PESO UNITARIO COMPA","132,12","","0,0008","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI050","00","ENVASE P/ PESO UNITARIO SUELTO 1000G P/L","110,11","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI051","00","AGITADOR VIBRADOR P/ENSAYO LABORATORIO T","1321,31","","0,005","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI052","00","ESPATULA P/ENSAYOS DE LABORATORIO","18,71","","0,03","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI053","00","GUANTES TERMICOS DE AMIANTO P/ LABORATOR","142,05","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI054","00","HIDROMETRO ""A"" PARA SUELOS 152H P/LABORA","33,06","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI055","00","HORNO 225°C, CAPACIDAD 220 L P/LABORATOR","4404,44","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI056","00","HORNO 225°C, CAPACIDAD 98 L P/LABORATORI","3303,33","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI057","00","MAQUINA DESGASTE DE LOS ANGELES P/LABORA","11451,51","","0,0015","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI058","00","COMPUTADOR TIPO LAPTOP I7 O SIM","2202,2","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI059","00","ESCANER DIGITAL 3D LEVANTAMIENTO NUBE PU","23123,29","","0,02","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI060","00","PICNOMETRO P/ENSAYOS DE LABORATORIO","440,44","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI061","00","TABLET/TELEFONO GAMA ALTA P/FOTOGRAFIA A","660,67","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI062","00","PINZA P/ENSAYOS DE LABORATORIO","15,39","","0,006","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI063","00","PIPETA P/ENSAYOS DE LABORATORIO","19,82","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI064","00","PLACA DE VIDRIO P/ENSAYOS DE LABORATORIO","44,03","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI065","00","PROBETA GRADUADA P/ENSAYOS DE LABORATORI","78,18","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI066","00","RANURADOR P/ENSAYOS DE SUELOS LIMITE LIQ","89,19","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI067","00","REGLA METALICA P/ENSAYOS DE LABORATORIO","14,3","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI068","00","TELEFONO GAMA ALTA P/FOTOGRAFIA ALTA RES","1211,22","","0,04","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI069","00","ROCIADOR P/ENSAYOS DE SUELOS","9,88","","0,007","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI070","00","HORNO SECADOR P/ENSAYOS DE SUELOS","6056,1","","0,003","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI071","00","DETERMINADOR DE HUMEDAD SPEEDY 2000 P/LA","1684,7","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI072","00","TABLA GADNER P/ENSAYOS DE SUELOS","110,11","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI073","00","TAMIZ 1 1/2"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI074","00","TAMIZ 1"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI075","00","TAMIZ 1/2"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI076","00","TAMIZ 1/4"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI077","00","TAMIZ 2 P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI078","00","TAMIZ 2 1/2"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI079","00","TAMIZ 3"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI080","00","TAMIZ 3/4"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI081","00","TAMIZ 3/8"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI082","00","TAMIZ 4"" P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI083","00","TAMIZ Nº 10 P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI084","00","TAMIZ Nº 100 P/ENSAYOS DE SUELOS","88,1","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI085","00","TAMIZ Nº 16 P/ENSAYOS DE SUELOS","104,59","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI086","00","TAMIZ Nº 20 P/ENSAYOS DE SUELOS","66,09","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
"OFI087","00","TAMIZ Nº 200 P/ENSAYO SUELO E11 ASTM BRO","154,17","","0,01","","4/5/2026 12:00:00 a. m.","1","","","",""
