"CodPar","CodIns","CanIns","Desper","Contad"
"EIA017","ELE789","1","5","19505"
"EIA017","VAL054","1","0","19506"
"EIA018","ELE127","1","2","19507"
"EIA018","ELE378","0,01","5","19508"
"EIA018","VAL012","1","0","19509"
"EIA019","ELE110","1","2","19510"
"EIA019","ELE378","0,01","5","19511"
"EIA019","VAL033","1","0","19512"
"EIA020","ELE175","1","2","19513"
"EIA021","ELE432","1","2","19514"
"EIA022","ELA519","1","2","19515"
"EIA022","ELE378","0,01","5","19516"
"EIA022","VAL164","1","0","19517"
"EIA023","ELE338","1","5","19518"
"EIA023","ELE378","0,005","5","19519"
"EIA023","VAL012","1","0","19520"
"EIA024","ELE557","1","0","19521"
"EIA024","VAL125","1","0","19522"
"EIA025","ELE432","1","2","19523"
"EIA026","ELE113","1","5","19524"
"EIA027","ELE372","0,25","5","19525"
"EIA027","ELE555","1","2","19526"
"EIA027","ELE838","0,3","0","19527"
"EIA027","VAL247","1","0","19528"
"EIA028","ELE106","1","2","19529"
"EIA028","ELE372","0,1","5","19530"
"EIA028","ELE838","0,3","0","19531"
"EIA028","VAL247","1","0","19532"
"EIA029","ELE105","1","2","19533"
"EIA029","ELE372","0,05","5","19534"
"EIA029","ELE378","0,01","5","19535"
"EIA029","VAL026","1","0","19536"
"EIA030","ELA517","1","2","19537"
"EIA030","ELE372","0,01","5","19538"
"EIA030","VAL114","1","0","19539"
"EIA031","ELA518","1","2","19540"
"EIA031","ELE378","0,01","5","19541"
"EIA031","VAL193","1","0","19542"
"EIA032","ELA520","1","5","19543"
"EIA032","ELE378","0,005","5","19544"
"EIA032","VAL012","1","0","19545"
"EIA033","ELE104","1","2","19546"
"EIA033","ELE372","0,01","5","19547"
"EIA033","ELE378","0,05","5","19548"
"EIA033","VAL068","1","0","19549"
"EIA034","ELE139","1","2","19550"
"EIA034","ELE378","0,02","5","19551"
"EIA034","VAL054","1","0","19552"
"EIA035","ELE144","1","2","19553"
"EIA035","ELE378","0,02","5","19554"
"EIA035","VAL100","1","0","19555"
"EIA036","ELE143","1","2","19556"
"EIA036","ELE378","0,02","5","19557"
"EIA036","VAL114","1","0","19558"
"EIA037","ELE378","0,02","5","19559"
"EIA037","ELE547","1","2","19560"
"EIA037","VAL068","1","0","19561"
"EIA038","ELE378","0,02","5","19562"
"EIA038","ELE546","1","2","19563"
"EIA038","VAL033","1","0","19564"
"EIA039","ELE104","1","2","19565"
"EIA039","ELE372","0,01","5","19566"
"EIA039","ELE378","0,05","5","19567"
"EIA039","VAL026","1","0","19568"
"EIA040","ELE135","1","2","19569"
"EIA040","ELE372","0,05","5","19570"
"EIA040","ELE378","0,05","5","19571"
"EIA040","VAL125","1","0","19572"
"EIA041","ELE378","0,005","5","19573"
"EIA041","ELE790","1","2","19574"
"EIA041","VAL033","1","0","19575"
"EIA042","ELE378","0,005","5","19576"
"EIA042","ELF047","1","2","19577"
"EIA042","VAL114","1","0","19578"
"EIA043","ELE361","1","2","19579"
"EIA043","ELE378","0,02","5","19580"
"EIA043","VAL114","1","0","19581"
"EIA044","ELE100","1","2","19582"
"EIA044","ELE372","0,05","5","19583"
"EIA044","ELE378","0,05","5","19584"
"EIA044","VAL125","1","0","19585"
"EIA045","ELE112","1","2","19586"
"EIA045","ELE372","0,05","5","19587"
"EIA045","ELE378","0,05","5","19588"
"EIA045","VAL125","1","0","19589"
"EIA046","ELA043","1","0","19590"
"EIA046","ELE023","0,45","2","19591"
"EIA046","ELE547","5","2","19592"
"EIA046","ELE831","1","2","19593"
"EIA046","MT3115","2","2","19594"
"EIA046","VAL082","1","0","19595"
"EIA047","C-0022","0,005","3","19596"
"EIA047","ELE803","1","0","19597"
"EIA047","VAL265","1","0","19598"
"EIA048","ELE119","1","5","19599"
"EIA048","ELE173","0,01","0","19600"
"EIA048","ELE378","0,02","5","19601"
"EIA048","VAL114","1","0","19602"
"EIA049","ELE116","1","2","19603"
"EIA049","ELE173","0,1","0","19604"
"EIA049","VAL125","1","0","19605"
"EIA050","ELE086","1","0","19606"
"EIA050","VAL233","1","0","19607"
"EIA051","ELE338","1","5","19608"
"EIA051","ELE378","0,02","5","19609"
"EIA051","VAL028","1","0","19610"
"EIA052","ELE608","1","0","19611"
"EIA052","VAL272","1","0","19612"
"EIA053","ELE133","1","2","19613"
"EIA053","ELE378","0,02","5","19614"
"EIA053","VAL024","1","0","19615"
"EIA054","ELE145","1","2","19616"
"EIA054","ELE372","0,05","5","19617"
"EIA054","ELE378","0,05","5","19618"
"EIA054","VAL125","1","0","19619"
"EIA055","ELE372","0,1","5","19620"
"EIA055","ELE549","1","2","19621"
"EIA055","ELE838","0,3","0","19622"
"EIA055","VAL269","1","0","19623"
"EIA056","ELE362","1","2","19624"
"EIA056","ELE378","0,02","5","19625"
"EIA056","VAL070","1","0","19626"
"EIA057","ELE017","0,3","0","19627"
"EIA057","ELE319","1","2","19628"
"EIA057","ELE372","0,01","5","19629"
"EIA057","VAL303","1","0","19630"
"EIA058","ELE372","0,2","5","19631"
"EIA058","ELE551","1","2","19632"
"EIA058","ELE838","0,3","0","19633"
"EIA058","VAL303","1","0","19634"
"EIA059","ELE378","0,01","5","19635"
"EIA059","ELE867","1","0","19636"
"EIA059","VAL033","1","0","19637"
"EIA060","ELE128","1","2","19638"
"EIA060","ELE378","0,005","5","19639"
"EIA060","VAL114","1","0","19640"
"EIA061","ELE334","1","2","19641"
"EIA061","VAL012","1","0","19642"
"EIA063","ELE350","1","2","19643"
"EIA063","ELE372","0,1","5","19644"
"EIA063","ELE838","0,3","0","19645"
"EIA063","VAL247","1","0","19646"
"EIA064","ELE372","0,1","5","19647"
"EIA064","ELE531","1","2","19648"
"EIA064","ELE838","0,3","0","19649"
"EIA064","VAL247","1","0","19650"
"EIA065","ACE486","1","0","19651"
"EIA065","ELE372","0,01","5","19652"
"EIA065","ELE535","1","2","19653"
"EIA065","ELE838","0,3","0","19654"
"EIA066","ELE017","0,3","0","19655"
"EIA066","ELE319","1","2","19656"
"EIA066","ELE372","0,2","5","19657"
"EIA066","VAL248","1","0","19658"
"EIA067","ELE378","0,01","5","19659"
"EIA067","ELE380","1","2","19660"
"EIA067","VAL054","1","0","19661"
"EIA068","ELE378","0,01","5","19662"
"EIA068","ELE381","1","2","19663"
"EIA068","VAL054","1","0","19664"
"EIA069","ELE378","0,01","5","19665"
"EIA069","ELE382","1","2","19666"
"EIA069","VAL164","1","0","19667"
"EIA070","ELE378","0,01","5","19668"
"EIA070","ELE383","1","2","19669"
"EIA070","VAL114","1","0","19670"
"EIA071","ELE378","0,01","5","19671"
"EIA071","ELE384","1","2","19672"
"EIA071","VAL114","1","0","19673"
"EIA072","ELA091","1","2","19674"
"EIA072","ELE378","0,02","5","19675"
"EIA072","VAL114","1","0","19676"
"EIA073","ELA214","1","2","19677"
"EIA073","ELE378","0,04","5","19678"
"EIA073","VAL069","1","0","19679"
"EIA074","ACE157","4","2","19680"
"EIA074","INC057","1","0","19681"
"EIA074","MT1390","4","0","19682"
"EIA074","MT947","0,005","0","19683"
"EIA075","ACE157","4","2","19684"
"EIA075","INC058","1","0","19685"
"EIA075","MT1390","4","0","19686"
"EIA075","MT947","1","0","19687"
"EIA076","ACE157","4","2","19688"
"EIA076","INC059","1","0","19689"
"EIA076","MT1390","4","0","19690"
"EIA076","MT947","1","0","19691"
"EIA077","ELA093","1","2","19692"
"EIA078","ELA006","1","2","19693"
"EIA079","ELA093","1","2","19694"
"EIA080","ELC056","1","0","19695"
"EIA081","ELA006","1","2","19696"
"EIA082","ELA093","1","2","19697"
"EIA083","ELC052","1","0","19698"
"EIA084","ELC058","1","0","19699"
"EIA085","ELC059","1","0","19700"
"EIA086","ELA628","1","0","19701"
"EIA087","ELA628","1","0","19702"
"EIA088","ELA641","1","0","19703"
"EIA089","ELA636","1","0","19704"
"EIA090","ELA296","1","2","19705"
"EIA091","ELA638","1","0","19706"
"EIA092","ELC046","1","0","19707"
"EIA093","ELC042","1","0","19708"
"EIA093","ELC043","1","0","19709"
"EIA093","ELC045","1","0","19710"
"EIA093","ELC048","1","0","19711"
"EIA096","ELA639","1","0","19712"
"EIA096","ELC065","2","0","19713"
"EIA097","ELC056","1","0","19714"
"EIA098","ELC059","1","0","19715"
"EIA099","ELE378","0,005","5","19716"
"EIA099","ELE780","1","2","19717"
"EIA099","VAL114","1","0","19718"
"EIA100","ELC063","1","0","19719"
"EIA101","ELA642","1","2","19720"
"EIA101","ELE378","0,01","5","19721"
"EIA101","VAL114","1","0","19722"
"EIA102","ELA644","1","2","19723"
"EIA102","ELE378","0,01","5","19724"
"EIA102","VAL114","1","0","19725"
"EIA103","ELA643","1","5","19726"
"EIA103","ELE378","0,01","5","19727"
"EIA103","VAL114","1","0","19728"
"EIA104","ELC045","1","0","19729"
"EIA105","ELC042","1","0","19730"
"EIA106","ELC044","1","0","19731"
"EIA107","ELC049","1","0","19732"
"EIA108","ELC050","1","0","19733"
"EIA109","ELC051","1","0","19734"
"EIA110","ELC064","1","0","19735"
"EIA111","ELA639","1","0","19736"
"EIA111","ELC064","2","0","19737"
"EIA112","ELA704","1","2","19738"
"EIA112","ELE017","0,3","0","19739"
"EIA112","ELE372","0,01","5","19740"
"EIA112","VAL068","1","0","19741"
"EIA113","ACE486","1","0","19742"
"EIA113","ELE017","0,3","0","19743"
"EIA113","ELE372","0,01","5","19744"
"EIA113","ELE540","1","2","19745"
"EIA114","ELA223","1","2","19746"
"EIA114","ELE017","0,3","0","19747"
"EIA114","ELE372","0,01","5","19748"
"EIA114","VAL315","1","0","19749"
"EIA116","ELE378","0,005","5","19750"
"EIA116","ELF047","1","2","19751"
"EIA116","VAL114","1","0","19752"
"EIA117","ACA143","1","0","19753"
"EIA117","ELE758","1","0","19754"
"EIA118","ACA143","1","0","19755"
"EIA118","ELF037","1","0","19756"
"EIA119","ELF038","1","0","19757"
"EIA119","VAL355","1","0","19758"
"EIA120","ELF039","1","0","19759"
"EIA120","VAL355","1","0","19760"
"EIA121","ACA193","1","0","19761"
"EIA121","ELC004","1","0","19762"
"EIA122","ACA193","1","0","19763"
"EIA122","ELC021","1","0","19764"
"EIA122","INC031","1","0","19765"
"EIA123","ACA193","1","0","19766"
"EIA123","INC055","1","0","19767"
"EIA124","ELE350","1","2","19768"
"EIA124","ELE372","0,1","5","19769"
"EIA124","ELE838","0,3","0","19770"
"EIA124","VAL247","1","0","19771"
"EIA125","ELE017","0,3","0","19772"
"EIA125","ELE372","0,01","5","19773"
"EIA125","ELE539","1","2","19774"
"EIA125","VAL315","1","0","19775"
"EIA126","ELE017","0,3","0","19776"
"EIA126","ELE372","0,01","5","19777"
"EIA126","ELE540","1","2","19778"
"EIA126","VAL315","1","0","19779"
"EIA127","ELA224","1","2","19780"
"EIA127","ELE017","0,3","0","19781"
"EIA127","ELE372","0,01","5","19782"
"EIA127","VAL315","1","0","19783"
"EIA128","ELE017","0,3","0","19784"
"EIA128","ELE372","0,01","5","19785"
"EIA128","ELE535","1","2","19786"
"EIA128","VAL247","1","0","19787"
"EIA129","ELE017","0,3","0","19788"
"EIA129","ELE372","0,01","5","19789"
"EIA129","ELE688","1","2","19790"
"EIA129","VAL068","1","0","19791"
"EIA130","ELE017","0,3","0","19792"
"EIA130","ELE372","0,01","5","19793"
"EIA130","ELE689","1","2","19794"
"EIA130","VAL068","1","0","19795"
"EIA131","ELA698","1","2","19796"
"EIA131","ELE017","0,3","0","19797"
"EIA131","ELE372","0,01","5","19798"
"EIA131","VAL068","1","0","19799"
"EIA132","ELA699","1","2","19800"
"EIA132","ELE017","0,3","0","19801"
"EIA132","ELE372","0,01","5","19802"
"EIA132","VAL068","1","0","19803"
"EIA133","ACE486","1","0","19804"
"EIA133","ELA705","1","2","19805"
"EIA133","ELE017","0,3","0","19806"
"EIA133","ELE372","0,01","5","19807"
"EIA134","ELE334","1","2","19808"
"EIA134","VAL122","1","0","19809"
"EIA135","ELE378","0,005","5","19810"
"EIA135","ELE685","1","2","19811"
"EIA135","VAL114","1","0","19812"
"EIA136","ELE378","0,005","5","19813"
"EIA136","ELE797","1","2","19814"
"EIA136","VAL114","1","0","19815"
"EIA137","ELE378","0,005","5","19816"
"EIA137","ELF466","1","2","19817"
"EIA137","VAL012","1","0","19818"
"EIB001","ELE599","1","0","19819"
"EIB001","VAL179","1","0","19820"
"EIB002","ELA186","1","5","19821"
"EIB002","MT1437","1","5","19822"
"EIB002","MT207","1","0","19823"
"EIB003","ELE222","1","0","19824"
"EIB003","ELE280","1","0","19825"
"EIB004","ELE053","1","0","19826"
"EIB004","VAL025","1","0","19827"
"EIB005","ELE615","1","0","19828"
"EIB005","VAL237","1","0","19829"
"EIB006","ELE320","1","0","19830"
"EIB006","VAL280","1","0","19831"
"EIB007","ELE086","1","0","19832"
"EIB007","VAL276","1","0","19833"
"EIB008","ELE073","1","0","19834"
"EIB008","VAL240","1","0","19835"
"EIB009","ELE083","1","0","19836"
"EIB009","VAL242","1","0","19837"
"EIB010","ELA011","1","5","19838"
"EIB011","C-0022","0,005","3","19839"
"EIB011","ELE267","1","0","19840"
"EIB011","VAL112","1","0","19841"
"EIB012","ACE122","1","5","19842"
"EIB013","ELE725","1","0","19843"
"EIB013","VAL235","1","0","19844"
"EIB014","ELE468","1","0","19845"
"EIB014","VAL235","1","0","19846"
"EIB015","ELE556","1","0","19847"
"EIB015","VAL176","1","0","19848"
"EIB016","ELE053","1","0","19849"
"EIB016","VAL113","1","0","19850"
"EIB017","ELE123","1","5","19851"
"EIB017","VAL102","1","0","19852"
"EIB018","ACA002","2","5","19853"
"EIB018","ELE602","1","0","19854"
"EIB019","ELE469","1","0","19855"
"EIB019","VAL237","1","0","19856"
"EIB020","ELE466","1","2","19857"
"EIB020","VAL235","1","0","19858"
"EIB021","ELE087","1","0","19859"
"EIB021","VAL237","1","0","19860"
"EIB022","ELE082","1","0","19861"
"EIB022","VAL244","1","0","19862"
"EIB023","ELE067","1","0","19863"
"EIB023","VAL237","1","0","19864"
"EIB024","C-0022","0,01","3","19865"
"EIB024","ELE742","1","0","19866"
"EIB024","VAL263","1","0","19867"
"EIB025","C-0022","0,008","3","19868"
"EIB025","MT187","1","0","19869"
"EIB025","VAL267","1","0","19870"
"EIB026","CON022","0,005","5","19871"
"EIB026","ELE332","1","0","19872"
"EIB026","VAL112","1","0","19873"
"EIB027","C-0022","0,01","3","19874"
"EIB027","ELE268","1","0","19875"
"EIB027","VAL236","1","0","19876"
"EIB028","ELE080","1","0","19877"
"EIB028","VAL274","1","0","19878"
"EIB029","ELE712","1","2","19879"
"EIB029","VAL184","1","0","19880"
"EIB030","ELA108","1","0","19881"
"EIB030","VAL183","1","0","19882"
"EIB031","ELA169","1","0","19883"
"EIB031","VAL281","1","0","19884"
"EIB032","ELE085","1","0","19885"
"EIB032","VAL268","1","0","19886"
"EIB033","ELA170","1","0","19887"
"EIB033","VAL281","1","0","19888"
"EIB034","ELE528","1","0","19889"
"EIB034","VAL237","1","0","19890"
"EIB035","ELE085","1","0","19891"
"EIB035","VAL241","1","0","19892"
"EIB036","CON022","0,02","5","19893"
"EIB036","ELE070","1","0","19894"
"EIB036","ELE742","1","0","19895"
"EIB036","ELE743","1","0","19896"
"EIB036","VAL279","1","0","19897"
"EIB037","ELE229","1","0","19898"
"EIB037","ELE280","1","0","19899"
"EIB038","ELE223","1","0","19900"
"EIB038","ELE280","1","0","19901"
"EIB039","ELE280","1","0","19902"
"EIB039","ELF313","1","5","19903"
"EIB040","ELE280","1","0","19904"
"EIB040","ELE285","1","0","19905"
"EIB041","ELE280","1","0","19906"
"EIB041","ELE285","1","0","19907"
"EIB042","ELE996","1","0","19908"
"EIB042","VAL017","1","0","19909"
"EIB043","ELA106","1","0","19910"
"EIB043","VAL234","1","0","19911"
"EIB044","ELA102","1","0","19912"
"EIB044","VAL244","1","0","19913"
"EIB045","ELE280","1","0","19914"
"EIB045","ELE787","1","0","19915"
"EIB046","C-0022","0,015","3","19916"
"EIB046","ELE889","1","0","19917"
"EIB046","VAL209","1","0","19918"
"EIB048","ELE934","1","0","19919"
"EIB048","VAL274","1","0","19920"
"EIB049","ELE986","1","1","19921"
"EIB049","VAL232","1","0","19922"
"EIB050","ELE987","1","1","19923"
"EIB050","VAL237","1","0","19924"
"EIB051","ELE988","1","1","19925"
"EIB051","VAL237","1","0","19926"
"EIB052","ELE989","1","1","19927"
"EIB052","VAL277","1","0","19928"
"EIB053","ELE990","1","1","19929"
"EIB053","VAL277","1","0","19930"
"EIB054","ELE956","1","1","19931"
"EIB054","VAL118","1","0","19932"
"EIB055","ELE960","1","1","19933"
"EIB055","VAL112","1","0","19934"
"EIB056","ELE992","1","1","19935"
"EIB056","VAL277","1","0","19936"
"EIB057","ELE991","1","1","19937"
"EIB057","VAL183","1","0","19938"
"EIB058","ELE993","1","0","19939"
"EIB058","VAL181","1","0","19940"
"EIB059","ELE060","1","0","19941"
"EIB059","VAL017","1","0","19942"
"EIB060","ELE058","1","0","19943"
"EIB060","VAL184","1","0","19944"
"EIB061","ELE057","1","0","19945"
"EIB061","VAL176","1","0","19946"
"EIB062","ELE994","1","0","19947"
"EIB062","VAL176","1","0","19948"
"EIB063","ELE995","1","0","19949"
"EIB063","VAL236","1","0","19950"
"EIB064","ELE056","1","0","19951"
"EIB064","VAL277","1","0","19952"
"EIB065","ELA110","1","0","19953"
"EIB065","VAL112","1","0","19954"
"EIB066","ELA111","1","0","19955"
"EIB066","VAL236","1","0","19956"
"EIB067","ELA112","1","0","19957"
"EIB067","VAL233","1","0","19958"
"EIB068","ELA113","1","0","19959"
"EIB068","VAL273","1","0","19960"
"EIB069","ELA114","1","1","19961"
"EIB069","VAL233","1","0","19962"
"EIB070","ELA115","1","0","19963"
"EIB070","VAL282","1","0","19964"
"EIB071","ELA116","1","0","19965"
"EIB071","VAL112","1","0","19966"
"EIB072","ELA137","1","0","19967"
"EIB072","VAL237","1","0","19968"
"EIB073","ELA117","1","0","19969"
"EIB073","VAL244","1","0","19970"
"EIB074","ELA118","1","0","19971"
"EIB074","VAL272","1","0","19972"
"EIB075","ELA138","1","0","19973"
"EIB075","VAL237","1","0","19974"
"EIB076","ELE081","1","0","19975"
"EIB076","VAL237","1","0","19976"
"EIB077","ELA119","1","0","19977"
"EIB077","VAL244","1","0","19978"
"EIB078","ELA120","1","0","19979"
"EIB078","VAL272","1","0","19980"
"EIB079","ELA121","1","0","19981"
"EIB079","VAL237","1","0","19982"
"EIB080","ELA122","1","0","19983"
"EIB080","VAL112","1","0","19984"
"EIB081","ELA123","1","0","19985"
"EIB081","VAL183","1","0","19986"
"EIB082","ELA124","1","0","19987"
"EIB082","VAL112","1","0","19988"
"EIB083","ELA125","1","0","19989"
"EIB083","VAL244","1","0","19990"
"EIB084","ELA126","1","0","19991"
"EIB084","VAL272","1","0","19992"
"EIB085","ELA127","1","0","19993"
"EIB085","VAL272","1","0","19994"
"EIB086","ELA128","1","0","19995"
"EIB086","VAL237","1","0","19996"
"EIB087","ELA129","1","0","19997"
"EIB087","VAL112","1","0","19998"
"EIB088","ELA130","1","0","19999"
"EIB088","VAL237","1","0","20000"
"EIB089","ELA131","1","0","20001"
"EIB089","VAL236","1","0","20002"
"EIB090","ELA132","1","1","20003"
"EIB090","VAL243","1","0","20004"
"EIB091","ELA133","1","0","20005"
"EIB091","VAL243","1","0","20006"
"EIB092","ELA134","1","0","20007"
"EIB092","VAL243","1","0","20008"
"EIB093","ELE156","1","0","20009"
"EIB093","VAL118","1","0","20010"
"EIB094","ELE609","1","0","20011"
"EIB094","VAL176","1","0","20012"
"EIB095","ELE489","1","0","20013"
"EIB095","VAL017","1","0","20014"
"EIB096","ELE721","1","0","20015"
"EIB096","VAL176","1","0","20016"
"EIB097","ELE392","1","2","20017"
"EIB097","VAL176","1","0","20018"
"EIB098","ELE428","1","2","20019"
"EIB098","VAL176","1","0","20020"
"EIB099","ELE612","1","0","20021"
"EIB099","VAL017","1","0","20022"
"EIB100","ELE520","1","2","20023"
"EIB100","VAL184","1","0","20024"
"EIB101","ELE712","1","2","20025"
"EIB101","VAL184","1","0","20026"
"EIB102","ELE522","1","2","20027"
"EIB102","VAL184","1","0","20028"
"EIB103","ELE523","1","0","20029"
"EIB103","VAL183","1","0","20030"
"EIB104","ELE525","1","0","20031"
"EIB104","VAL237","1","0","20032"
"EIB105","ELE528","1","0","20033"
"EIB105","VAL237","1","0","20034"
"EIB106","ELE727","1","0","20035"
"EIB106","VAL272","1","0","20036"
"EIB107","ELE486","1","0","20037"
"EIB107","VAL017","1","0","20038"
"EIB108","ELE601","1","0","20039"
"EIB108","VAL176","1","0","20040"
"EIB109","ELE577","1","0","20041"
"EIB109","VAL234","1","0","20042"
"EIB110","ELA139","1","0","20043"
"EIB110","VAL176","1","0","20044"
"EIB111","ELA140","1","0","20045"
"EIB111","VAL272","1","0","20046"
"EIB112","ELA141","1","0","20047"
"EIB112","VAL234","1","0","20048"
"EIB113","ELA142","1","0","20049"
"EIB113","VAL176","1","0","20050"
"EIB114","ELA143","1","0","20051"
"EIB114","VAL282","1","0","20052"
"EIB115","ELA144","1","0","20053"
"EIB115","VAL244","1","0","20054"
"EIB116","ELA145","1","0","20055"
"EIB116","VAL183","1","0","20056"
"EIB117","ELA146","1","0","20057"
"EIB117","VAL176","1","0","20058"
"EIB118","ELA147","1","0","20059"
"EIB118","VAL017","1","0","20060"
"EIB119","ELA148","1","0","20061"
"EIB119","VAL235","1","0","20062"
"EIB120","ELA149","1","0","20063"
"EIB120","VAL176","1","0","20064"
"EIB121","ELA150","1","0","20065"
"EIB121","VAL183","1","0","20066"
"EIB122","ELA151","1","0","20067"
"EIB122","VAL244","1","0","20068"
"EIB123","ELA152","1","0","20069"
"EIB123","VAL237","1","0","20070"
"EIB124","ELA153","1","0","20071"
"EIB124","VAL283","1","0","20072"
"EIB125","ELA154","1","0","20073"
"EIB125","VAL281","1","0","20074"
"EIB126","ELA155","1","0","20075"
"EIB126","VAL234","1","0","20076"
"EIB127","ELA156","1","0","20077"
"EIB127","VAL112","1","0","20078"
"EIB128","ELA157","1","0","20079"
"EIB128","VAL183","1","0","20080"
"EIB129","ELA158","1","0","20081"
"EIB129","VAL237","1","0","20082"
"EIB130","ELA159","1","0","20083"
"EIB130","VAL237","1","0","20084"
"EIB131","ELA160","1","0","20085"
"EIB131","VAL237","1","0","20086"
"EIB132","ELA161","1","0","20087"
"EIB132","VAL272","1","0","20088"
"EIB133","ELA162","1","0","20089"
"EIB133","VAL234","1","0","20090"
"EIB134","ELA163","1","0","20091"
"EIB134","VAL112","1","0","20092"
"EIB135","ELA164","1","0","20093"
"EIB135","VAL283","1","0","20094"
"EIB136","ELA165","1","0","20095"
"EIB136","VAL272","1","0","20096"
"EIB137","ELA166","1","0","20097"
"EIB137","VAL283","1","0","20098"
"EIB138","ELA167","1","0","20099"
"EIB138","VAL236","1","0","20100"
"EIB139","ELA168","1","0","20101"
"EIB139","VAL237","1","0","20102"
"EIB140","ELE068","1","0","20103"
"EIB140","VAL280","1","0","20104"
"EIB141","ELE836","1","0","20105"
"EIB141","VAL233","1","0","20106"
"EIB142","ELE065","1","0","20107"
"EIB142","VAL281","1","0","20108"
"EIB143","ELE096","1","1","20109"
"EIB143","VAL280","1","0","20110"
"EIB144","ELE073","1","0","20111"
"EIB144","VAL281","1","0","20112"
"EIB145","ELE066","1","0","20113"
"EIB145","VAL281","1","0","20114"
"EIB146","ELE092","1","0","20115"
"EIB146","VAL240","1","0","20116"
"EIB147","ELE074","1","0","20117"
"EIB147","VAL240","1","0","20118"
"EIB148","ELE076","1","0","20119"
"EIB148","VAL240","1","0","20120"
"EIB149","ELA171","1","0","20121"
"EIB149","VAL242","1","0","20122"
"EIB150","C-0011","0,009","5","20123"
"EIB150","ELA172","1","5","20124"
"EIB150","ELA312","0,33","2","20125"
"EIB150","ELA569","0,33","5","20126"
"EIB150","VAL068","1","0","20127"
"EIB151","C-0011","0,009","5","20128"
"EIB151","ELA173","1","5","20129"
"EIB151","ELA174","0,5","2","20130"
"EIB151","ELA175","0,4","2","20131"
"EIB151","ELA357","0,25","5","20132"
"EIB151","VAL069","1","0","20133"
"EIB152","C-0011","0,0092","5","20134"
"EIB152","ELE386","1","5","20135"
"EIB152","ELE396","0,2","2","20136"
"EIB152","ELE398","0,33","2","20137"
"EIB152","ELE417","0,2","5","20138"
"EIB152","VAL069","1","0","20139"
"EIB153","C-0011","0,009","5","20140"
"EIB153","ELE799","1","5","20141"
"EIB153","ELE926","0,33","5","20142"
"EIB153","PLO090","0,007","5","20143"
"EIB153","VAL068","1","0","20144"
"EIB154","C-0011","0,0089","5","20145"
"EIB154","ELE027","0,33","2","20146"
"EIB154","ELE202","0,33","2","20147"
"EIB154","ELE300","1","5","20148"
"EIB154","ELE415","0,2","5","20149"
"EIB154","VAL069","1","0","20150"
"EIB155","C-0011","0,009","5","20151"
"EIB155","ELA174","0,2","2","20152"
"EIB155","ELA175","0,33","2","20153"
"EIB155","ELA177","1","5","20154"
"EIB155","ELA357","0,2","5","20155"
"EIB155","VAL069","1","0","20156"
"EIB156","C-0011","0,009","5","20157"
"EIB156","ELE385","1","5","20158"
"EIB156","ELE395","0,2","2","20159"
"EIB156","ELE397","0,33","2","20160"
"EIB156","ELE413","0,2","5","20161"
"EIB156","VAL069","1","0","20162"
"EIB157","C-0011","0,0092","5","20163"
"EIB157","ELA178","1","5","20164"
"EIB157","ELE396","0,5","2","20165"
"EIB157","ELE398","0,5","2","20166"
"EIB157","ELE413","0,2","5","20167"
"EIB157","VAL069","1","0","20168"
"EIB158","C-0011","0,09","5","20169"
"EIB158","ELA176","1","5","20170"
"EIB158","ELA179","0,5","2","20171"
"EIB158","ELA180","0,5","2","20172"
"EIB158","ELA358","0,2","5","20173"
"EIB158","VAL030","1","0","20174"
"EIB159","ELA181","1","3","20175"
"EIB159","ELE378","0,02","5","20176"
"EIB159","VAL114","1","0","20177"
"EIB160","ELE372","0,2","5","20178"
"EIB160","ELE437","1","2","20179"
"EIB160","ELE838","0,3","0","20180"
"EIB160","VAL247","1","0","20181"
"EIB161","ELA182","1","2","20182"
"EIB161","ELE372","0,1","5","20183"
"EIB161","ELE838","0,2","0","20184"
"EIB161","VAL007","1","0","20185"
"EIB162","ELA183","1","2","20186"
"EIB162","ELE372","0,1","5","20187"
"EIB162","ELE838","0,2","0","20188"
"EIB162","VAL007","1","0","20189"
"EIB163","ELA184","1","2","20190"
"EIB163","ELE372","0,2","5","20191"
"EIB163","ELE838","0,3","0","20192"
"EIB163","VAL007","1","0","20193"
"EIB164","C-0041","0,003","3","20194"
"EIB164","ELE163","1","2","20195"
"EIB165","ELA186","1","5","20196"
"EIB165","MT1437","1","5","20197"
"EIB165","MT207","1","0","20198"
"EIB166","ELA187","1","5","20199"
"EIB166","MT1437","1","5","20200"
"EIB166","MT207","1","0","20201"
"EIB167","ELA187","1","5","20202"
"EIB167","MT1437","1","5","20203"
"EIB167","MT207","1","0","20204"
"EIB168","ELA188","1","5","20205"
"EIB168","MT1437","1","5","20206"
"EIB168","MT207","1","0","20207"
"EIB169","ELA189","1","5","20208"
"EIB169","MT1437","1","5","20209"
"EIB169","MT208","1","0","20210"
"EIB170","ELA191","1","5","20211"
"EIB170","MT1437","1","5","20212"
"EIB170","MT208","1","0","20213"
"EIB171","ELA191","1","5","20214"
"EIB171","MT1437","1","5","20215"
"EIB171","MT208","1","0","20216"
"EIB172","ELA191","1","5","20217"
"EIB172","MT1437","1","5","20218"
"EIB172","MT208","1","0","20219"
"EIB173","CON022","0,005","5","20220"
"EIB173","ELE621","1","0","20221"
"EIB173","VAL112","1","0","20222"
"EIB174","ELA198","1","0","20223"
"EIB174","VAL184","1","0","20224"
