"CodPar","CodIns","CanIns","Desper","Contad"
"B07040","VAL245","1","0","3177"
"B07041","CAR045","1","0","3178"
"B07041","VAL253","1","0","3179"
"B07042","CAR030","1,4","0","3180"
"B07042","MEC049","1","0","3181"
"B07042","VAL245","1","0","3182"
"B07043","CAR147","1","5","3183"
"B07043","CAR153","0,2","5","3184"
"B07043","VAL209","1","0","3185"
"B07044","CAR147","1","5","3186"
"B07044","CAR153","1","5","3187"
"B07044","VAL245","1","0","3188"
"B07045","CAR147","2","5","3189"
"B07045","CAR153","1","5","3190"
"B07045","VAL209","1","0","3191"
"B07046","ACE041","0,25","5","3192"
"B07046","CAR024","0,02","2","3193"
"B07046","CAR154","1","10","3194"
"B07046","VAL105","1","0","3195"
"B07047","CAR010","1","0","3196"
"B07047","CAR020","1","0","3197"
"B07047","CAR025","0,2","3","3198"
"B07047","CAR055","1","5","3199"
"B07048","CAR155","1","5","3200"
"B07049","CAR171","0,05","10","3201"
"B07049","ELA026","1","0","3202"
"B07049","LAM095","1","5","3203"
"B07049","PIN106","0,25","5","3204"
"B07049","REC023","0,2","0","3205"
"B07049","REC051","0,15","5","3206"
"B07050","CAR170","0,33","10","3207"
"B07050","PIN106","0,35","5","3208"
"B07050","PIN107","0,4","5","3209"
"B07050","REC051","0,2","5","3210"
"B07050","VAL141","1","0","3211"
"B07051","CAR053","3","5","3212"
"B07051","CAR171","0,03","10","3213"
"B07051","LAM095","1","5","3214"
"B07051","PIN049","0,35","5","3215"
"B07051","REC023","0,5","0","3216"
"B07051","REC051","0,75","5","3217"
"B07051","VAL167","1","0","3218"
"B07052","ELE245","1","0","3219"
"B07052","REC117","1","2","3220"
"B07052","VAL102","1","0","3221"
"B07053","CAR071","1","5","3222"
"B07053","CAR169","3,5","10","3223"
"B07053","CAR172","0,85","5","3224"
"B07053","ELE245","1","0","3225"
"B07053","PIN106","0,1","5","3226"
"B07053","PIN107","0,25","5","3227"
"B07053","REC051","1,2","5","3228"
"B07053","VAL302","1","0","3229"
"B07054","CAR030","1","0","3230"
"B07054","CAR169","0,6","10","3231"
"B07054","CAR170","1,4","10","3232"
"B07054","CAR176","1","0","3233"
"B07054","PIN106","0,1","5","3234"
"B07054","PIN107","0,2","5","3235"
"B07054","REC051","0,2","5","3236"
"B07054","VAL168","1","0","3237"
"B07055","CAR030","1","0","3238"
"B07055","CAR108","0,5","0","3239"
"B07055","CAR169","0,5","10","3240"
"B07055","CAR170","1,25","10","3241"
"B07055","CAR176","1","0","3242"
"B07055","PIN107","0,2","5","3243"
"B07055","REC051","0,2","5","3244"
"B07055","VAL168","1","0","3245"
"B07056","CAR169","0,2","10","3246"
"B07056","CAR170","0,25","10","3247"
"B07056","CAR172","0,1","5","3248"
"B07056","CAR176","1","0","3249"
"B07056","PIN106","0,1","5","3250"
"B07056","PIN107","0,2","5","3251"
"B07056","REC051","0,25","5","3252"
"B07056","VAL161","1","0","3253"
"B07057","ACA077","3,25","5","3254"
"B07057","ACA106","0,35","5","3255"
"B07057","CAR176","1","0","3256"
"B07057","CAR179","0,35","5","3257"
"B07057","PIN106","0,1","5","3258"
"B07057","REC051","0,2","5","3259"
"B07057","VAL168","1","0","3260"
"B07058","CAR169","1","10","3261"
"B07058","CAR177","1","5","3262"
"B07058","PIN106","0,1","5","3263"
"B07058","PIN107","0,2","5","3264"
"B07058","REC051","0,4","5","3265"
"B07058","VAL161","1","0","3266"
"B07059","CAR071","1","5","3267"
"B07059","CAR169","1","10","3268"
"B07059","CAR172","0,2","5","3269"
"B07059","CAR174","1","5","3270"
"B07059","ELE245","1","0","3271"
"B07059","PIN106","0,1","5","3272"
"B07059","PIN107","0,25","5","3273"
"B07059","REC051","1,5","5","3274"
"B07060","CAR169","0,7","10","3275"
"B07060","CAR170","0,1","10","3276"
"B07060","CAR172","0,12","5","3277"
"B07060","ELE245","1","0","3278"
"B07060","PIN106","0,1","5","3279"
"B07060","PIN107","0,2","5","3280"
"B07060","REC051","1,2","5","3281"
"B07060","VAL267","1","0","3282"
"B07061","CAR056","1","1","3283"
"B07061","CAR176","1","0","3284"
"B07061","CAR184","1","0","3285"
"B07062","CAR024","0,02","2","3286"
"B07062","CAR179","0,05","5","3287"
"B07062","MT1320","0,04","5","3288"
"B07062","PIN003","0,04","5","3289"
"B07063","ACA179","1","5","3290"
"B07064","ACA077","4,2","5","3291"
"B07064","ACA106","0,35","5","3292"
"B07064","CAR176","1","0","3293"
"B07064","CAR179","0,35","5","3294"
"B07064","PIN106","0,1","5","3295"
"B07064","REC051","0,2","5","3296"
"B07064","VAL168","1","0","3297"
"B08006","ACA010","1","0","3298"
"B08006","CAR156","1","5","3299"
"B08007","CAR157","1","5","3300"
"B08008","HER085","1","0","3301"
"B08009","CAR097","1","0","3302"
"B08010","CAR158","1","5","3303"
"B08011","CAR146","1","5","3304"
"B08012","ACA011","1","0","3305"
"B08012","CAR159","1","0","3306"
"B08013","CAR160","1","5","3307"
"B08014","CAR020","1","0","3308"
"B08015","CAR161","1","5","3309"
"B08016","CAR162","1","5","3310"
"B08017","CAR180","1","5","3311"
"B08017","PLO082","1","0","3312"
"B08017","VAL112","1","0","3313"
"B08018","CAR181","1","0","3314"
"B08018","PLO082","1","0","3315"
"B08018","VAL112","1","0","3316"
"B08019","CAR174","1","5","3317"
"B08019","CAR176","1","0","3318"
"B08020","CAR178","1","0","3319"
"B08020","PLO082","1","0","3320"
"B08020","VAL112","1","0","3321"
"B09002","CON022","0,1","5","3322"
"B09002","ELE128","8","2","3323"
"B09002","ELE166","2","2","3324"
"B09002","ELE171","2","2","3325"
"B09002","ELE308","6","5","3326"
"B09002","ELE840","1","0","3327"
"B09002","ELE845","8","2","3328"
"B09002","ELI012","1","0","3329"
"B09003","VAL188","1","0","3330"
"B09005","ACA143","1","0","3331"
"B09006","ACA143","1","0","3332"
"B09007","CAR019","1","0","3333"
"B09008","MT144","1","5","3334"
"B09009","CAR163","1","3","3335"
"B09010","ACA126","1","0","3336"
"B09010","LAM030","1","5","3337"
"B09010","VID016","0,1","5","3338"
"B09011","ACA126","1","0","3339"
"B09011","LAM095","1","5","3340"
"B09011","PLO099","0,1","5","3341"
"B09011","VID016","0,1","5","3342"
"B09012","ACA126","1","0","3343"
"B09012","LAM096","1","5","3344"
"B09012","PLO099","0,1","5","3345"
"B09012","VID016","0,1","5","3346"
"B09013","ACA126","1","0","3347"
"B09013","LAM035","1","5","3348"
"B09014","ACA010","1","0","3349"
"B09014","HER087","2","0","3350"
"B09014","LAM074","1","0","3351"
"B09015","ACA010","1","0","3352"
"B09015","HER087","2","0","3353"
"B09015","LAM097","1","0","3354"
"B09016","ACA010","1","0","3355"
"B09016","HER087","2","0","3356"
"B09016","LAM099","1","0","3357"
"B09017","ACA010","1","0","3358"
"B09017","HER087","2","0","3359"
"B09017","LAM099","1","0","3360"
"B09018","ACA010","1","0","3361"
"B09018","HER087","2","0","3362"
"B09018","LAM099","1","0","3363"
"B09019","ACA010","1","0","3364"
"B09019","HER087","2","0","3365"
"B09019","LAM097","1","0","3366"
"B09020","ACA010","1","0","3367"
"B09020","VAL267","1","0","3368"
"B09020","VID044","1","0","3369"
"B09021","HER087","1","0","3370"
"B09022","LAM101","1","5","3371"
"B09023","CAR068","1","0","3372"
"B09023","CAR163","1","3","3373"
"B09023","VAL271","1","0","3374"
"B09023","VID044","1","0","3375"
"B09024","CAR068","1","0","3376"
"B09024","CAR163","1","3","3377"
"B09024","VAL271","1","0","3378"
"B09024","VID044","1","0","3379"
"B09025","LAM103","1","5","3380"
"B09026","ACA126","1","0","3381"
"B09026","LAM104","0,12","5","3382"
"B09026","PLO099","0,1","5","3383"
"B09026","VID016","0,1","5","3384"
"B09027","ACA126","1","0","3385"
"B09027","LAM074","1","0","3386"
"B09027","PLO099","0,1","5","3387"
"B09027","VID016","0,1","5","3388"
"B09028","ACA126","1","0","3389"
"B09028","LAM095","1","5","3390"
"B09028","PLO099","0,1","5","3391"
"B09028","VID016","0,1","5","3392"
"B10001","ACA002","0,06","5","3393"
"B10001","C-0010","0,01","5","3394"
"B10002","PIN135","0,02","5","3395"
"B10003","PIN080","0,03","5","3396"
"B10003","PIN107","0,01","5","3397"
"B10004","PIN005","0,05","5","3398"
"B10005","PIN018","0,0333","5","3399"
"B10005","PIN212","0,2","5","3400"
"B10006","HER057","0,1","5","3401"
"B10006","PIN017","0,1","5","3402"
"B10006","PIN190","0,005","5","3403"
"B10007","PIN018","0,0333","5","3404"
"B10007","PIN212","0,2","5","3405"
"B10008","PIN018","0,0333","5","3406"
"B10008","PIN212","0,2","5","3407"
"B10009","HER057","0,2","5","3408"
"B10009","PIN034","0,063","5","3409"
"B10009","PIN190","0,005","5","3410"
"B10010","C-0015","0,02","3","3411"
"B10010","PIN037","0,35","5","3412"
"B10011","C-0015","0,02","3","3413"
"B10011","PIN187","0,05","5","3414"
"B10012","HER057","0,2","5","3415"
"B10012","PIN064","0,1","5","3416"
"B10012","PIN190","0,005","5","3417"
"B10012","PIN223","0,1","5","3418"
"B10013","HER057","0,4","5","3419"
"B10013","PIN064","0,02","5","3420"
"B10013","PIN190","0,05","5","3421"
"B10013","PIN223","0,1","5","3422"
"B10014","PIN155","0,08","5","3423"
"B10014","PIN212","0,2","5","3424"
"B10015","C-0015","0,08","3","3425"
"B10015","PIN034","0,1","5","3426"
"B10016","C-0015","0,08","3","3427"
"B10016","PIN034","0,1","5","3428"
"B10017","MT1322","0,015","5","3429"
"B10017","MT79","0,005","5","3430"
"B10017","MT958","0,005","5","3431"
"B10017","PIN034","0,02","5","3432"
"B10017","PIN205","0,005","5","3433"
"B10018","PIN147","0,05","5","3434"
"B10018","PIN185","0,025","5","3435"
"B10018","PIN212","0,2","5","3436"
"B10019","PIN023","0,1","5","3437"
"B10020","PIN011","0,007","0","3438"
"B10020","PIN090","0,006","5","3439"
"B10020","PIN091","0,006","5","3440"
"B10021","PIN080","0,06","5","3441"
"B10021","PIN107","0,066","5","3442"
"B10022","MT79","0,01","5","3443"
"B10022","PIN034","0,04","5","3444"
"B10022","PIN095","0,01","5","3445"
"B10022","VAL084","1","0","3446"
"B10023","ACA002","0,0333","5","3447"
"B10023","MT1320","0,05","5","3448"
"B10023","MT1321","0,05","5","3449"
"B10023","MT78","0,025","5","3450"
"B10023","MT958","0,005","5","3451"
"B10023","PIN034","0,04","5","3452"
"B10023","PIN205","0,005","5","3453"
"B10024","PIN034","0,07","5","3454"
"B10025","C-0015","0,01","3","3455"
"B10025","PIN003","0,05","5","3456"
"B10025","PIN005","0,05","5","3457"
"B10025","PIN032","0,01","5","3458"
"B10026","PIN115","0,09","5","3459"
"B10026","PIN212","0,2","5","3460"
"B11001","PIN030","1","0","3461"
"B11001","VID018","0,1","0","3462"
"B11002","ELE312","1","5","3463"
"B11002","ELE737","0,03","5","3464"
"B11003","CAR019","1","0","3465"
"B11003","MEC184","1","0","3466"
"B11004","ELA026","1","0","3467"
"B11004","ELE889","1","0","3468"
"B11005","CON022","0,01","5","3469"
"B11005","ELE128","8","2","3470"
"B11005","ELE166","1","2","3471"
"B11005","ELE171","1","2","3472"
"B11005","ELE283","2","2","3473"
"B11005","ELE308","4","5","3474"
"B11005","ELE841","1","5","3475"
"B11005","VAL113","1","0","3476"
"B11006","ACE631","0,25","5","3477"
"B11006","CON022","0,01","5","3478"
"B11006","ELE166","1","2","3479"
"B11006","ELE192","1","5","3480"
"B11006","ELE283","1","2","3481"
"B11006","ELE308","5","5","3482"
"B11006","ELE841","0,5","5","3483"
"B11006","ELF047","10","2","3484"
"B11007","ACE631","1","5","3485"
"B11007","CON022","0,01","5","3486"
"B11007","ELE166","1","2","3487"
"B11007","ELE192","1","5","3488"
"B11007","ELE283","1","2","3489"
"B11007","ELE308","5","5","3490"
"B11007","ELE841","1","5","3491"
"B11007","ELF047","10","2","3492"
"B11008","ACE631","0,2","5","3493"
"B11008","CON022","0,01","5","3494"
"B11008","ELE166","1","2","3495"
"B11008","ELE192","1","5","3496"
"B11008","ELE283","1","2","3497"
"B11008","ELE308","5","5","3498"
"B11008","ELE841","1","5","3499"
"B11008","ELF047","10","2","3500"
"B11009","ELA349","1","0","3501"
"B11009","ELE287","1","5","3502"
"B11010","ELE287","1","5","3503"
"B11010","ELE770","1","0","3504"
"B11011","ELA324","1","2","3505"
"B11011","ELE378","0,005","5","3506"
"B11012","ELE052","1","0","3507"
"B11012","ELE115","3","2","3508"
"B11012","MT886","1","0","3509"
"B11013","ELA256","1","2","3510"
"B11014","ELA257","1","2","3511"
"B11015","ELE048","1","2","3512"
"B11016","ELA258","1","2","3513"
"B11017","ELA259","1","2","3514"
"B11018","ELE525","1","0","3515"
"B11019","ELA260","1","2","3516"
"B11019","VAL236","1","0","3517"
"B11020","ELE529","1","0","3518"
"B11020","VAL179","1","0","3519"
"B11021","ELA261","1","2","3520"
"B11022","ELA100","1","0","3521"
"B11022","VAL294","1","0","3522"
"B11023","ELA144","1","0","3523"
"B11024","ELE068","1","0","3524"
"B11024","VAL241","1","0","3525"
"B11025","ELE096","1","1","3526"
"B11025","VAL240","1","0","3527"
"B11026","ELE197","1","0","3528"
"B11026","VAL243","1","0","3529"
"B11027","ELA123","1","0","3530"
"B11027","VAL183","1","0","3531"
"B11028","ELE988","1","1","3532"
"B11028","VAL112","1","0","3533"
"B11029","ELE534","1","0","3534"
"B11030","ELA140","1","0","3535"
"B11030","VAL181","1","0","3536"
"B11031","ELA144","1","0","3537"
"B11031","VAL244","1","0","3538"
"B11032","ELE995","1","0","3539"
"B11032","VAL236","1","0","3540"
"B11033","ELE483","1","0","3541"
"B11033","VAL244","1","0","3542"
"B11034","ELA168","1","0","3543"
"B11034","VAL112","1","0","3544"
"B11035","ELE092","1","0","3545"
"B11035","VAL243","1","0","3546"
"B11036","ELA121","1","0","3547"
"B11036","VAL237","1","0","3548"
"B11037","ELA129","1","0","3549"
"B11037","VAL112","1","0","3550"
"B11038","ELA118","1","0","3551"
"B11038","VAL272","1","0","3552"
"B11039","ELE609","1","0","3553"
"B11039","VAL176","1","0","3554"
"B11040","ELE320","1","0","3555"
"B11040","VAL268","1","0","3556"
"B11041","ELA116","1","0","3557"
"B11041","VAL112","1","0","3558"
"B11042","ELA071","1","2","3559"
"B11042","ELE378","0,001","5","3560"
"B11043","ELE378","0,005","5","3561"
"B11043","ELE450","1","2","3562"
"B11043","VAL028","1","0","3563"
"B11044","ELE378","0,005","5","3564"
"B11044","ELF047","1","2","3565"
"B11044","VAL085","1","0","3566"
"B11045","ELE128","1","2","3567"
"B11045","ELE378","0,005","5","3568"
"B11045","VAL085","1","0","3569"
"B11046","ELE133","1","2","3570"
"B11046","ELE840","1","0","3571"
"B11046","VAL186","1","0","3572"
"B11047","ELE129","1","2","3573"
"B11047","ELE378","0,02","5","3574"
"B11047","VAL125","1","0","3575"
"B11048","ELE131","1","2","3576"
"B11048","ELE378","0,02","5","3577"
"B11048","VAL114","1","0","3578"
"B11049","ELE361","1","2","3579"
"B11049","ELE840","1","0","3580"
"B11049","VAL114","1","0","3581"
"B11050","ELE378","0,001","5","3582"
"B11050","ELE693","1","5","3583"
"B11051","ELA091","1","2","3584"
"B11051","ELE840","1","0","3585"
"B11051","VAL028","1","0","3586"
"B11052","ELA262","1","5","3587"
"B11052","ELE840","1","0","3588"
"B11053","ELE707","1","2","3589"
"B11053","ELE840","0,2","0","3590"
"B11054","ELE703","1","2","3591"
"B11055","ELE704","1","2","3592"
"B11056","ELE708","1","2","3593"
"B11057","MT3004","1","3","3594"
"B11058","ELE112","1","2","3595"
"B11058","ELE372","0,05","5","3596"
"B11058","ELE378","0,05","5","3597"
"B11058","VAL125","1","0","3598"
"B11059","ELE372","0,05","5","3599"
"B11059","ELE378","0,05","5","3600"
"B11059","ELE548","1","2","3601"
"B11059","VAL084","1","0","3602"
"B11060","ELE100","1","2","3603"
"B11060","ELE372","0,05","5","3604"
"B11060","ELE378","0,05","5","3605"
"B11060","VAL125","1","0","3606"
"B11061","ELE145","1","2","3607"
"B11061","ELE372","0,05","5","3608"
"B11061","ELE378","0,05","5","3609"
"B11061","VAL125","1","0","3610"
"B11062","ELE372","0,1","5","3611"
"B11062","ELE549","1","2","3612"
"B11062","ELE838","0,3","0","3613"
"B11062","VAL269","1","0","3614"
"B11063","ELE372","0,2","5","3615"
"B11063","ELE437","1","2","3616"
"B11063","ELE838","0,3","0","3617"
"B11063","VAL209","1","0","3618"
"B11064","ELE111","1","2","3619"
"B11064","ELE372","0,2","5","3620"
"B11064","ELE838","0,3","0","3621"
"B11064","VAL245","1","0","3622"
"B11065","AGR001","0,0021","5","3623"
"B11065","AGR018","0,009","5","3624"
"B11065","CEM001","0,0105","5","3625"
"B11065","CEM041","0,15","5","3626"
"B11065","ELA264","1","2","3627"
"B11065","VAL159","1","0","3628"
"B11066","ELA265","1","2","3629"
"B11066","ELE215","1","0","3630"
"B11066","MEC184","1","0","3631"
"B11067","ACA143","1","0","3632"
"B11067","MT722","1","0","3633"
"B11068","ACA143","1","0","3634"
"B11068","ELF003","1","0","3635"
"B11069","ACA143","1","0","3636"
"B11069","ELF006","1","0","3637"
"B11070","ACA143","1","0","3638"
"B11070","ELF068","1","0","3639"
"B11071","ACA126","1","0","3640"
"B11071","ELA267","1","2","3641"
"B11072","ACA126","1","0","3642"
"B11072","ELE631","1","0","3643"
"B11073","ACA009","1","0","3644"
"B11073","ELE169","1","2","3645"
"B11074","ACA012","1","2","3646"
"B11074","ELF004","1","0","3647"
"B11075","ACA012","1","2","3648"
"B11075","ELE631","1","0","3649"
"B11076","ACA012","1","2","3650"
"B11076","ELA268","1","2","3651"
"B11077","ELE215","1","0","3652"
"B11077","ELE626","1","0","3653"
"B11077","MEC184","1","0","3654"
"B11078","ELA270","1","2","3655"
"B11079","ELA269","1","2","3656"
"B11080","ELA271","1","2","3657"
"B11081","ELA272","1","2","3658"
"B11082","ELA275","1","2","3659"
"B11083","C-0016","0,01","3","3660"
"B11083","ELA273","1","2","3661"
"B11084","C-0016","0,02","3","3662"
"B11084","ELA274","1","2","3663"
"B11085","ELE171","1","2","3664"
"B11086","C-0016","0,02","3","3665"
"B11086","ELA276","1","2","3666"
"B11087","C-0011","0,01","5","3667"
"B11087","ELE628","1","0","3668"
"B11087","MEC184","1","0","3669"
"B11088","CON023","0,001","5","3670"
"B11088","MT332","1","2","3671"
"B11089","ELE167","1","2","3672"
"B11090","CON022","0,001","5","3673"
"B11090","ELE167","1","2","3674"
"B11091","ELA277","1","2","3675"
"B11092","ELE190","1","5","3676"
"B11093","ELA278","1","2","3677"
"B11094","ELA279","1","2","3678"
"B11095","ELA280","1","2","3679"
"B11096","ELE399","1","2","3680"
"B11097","ELE085","1","0","3681"
"B11097","VAL027","1","0","3682"
"B11098","ELE222","1","0","3683"
"B11098","ELE280","1","0","3684"
"B11099","ELA281","1","2","3685"
"B11100","ELE223","1","0","3686"
"B11100","ELE280","1","0","3687"
"B11101","ELE229","1","0","3688"
"B11101","ELE280","1","0","3689"
"B11102","MT3048","1","5","3690"
"B11103","ELA282","1","1","3691"
"B11104","CAR019","1","0","3692"
"B11104","ELA250","1","0","3693"
"B11104","ELA283","1","0","3694"
"B11105","ELE807","1","1","3695"
"B11105","ELE840","1","0","3696"
"B11105","VAL264","1","0","3697"
"B11106","ELE250","1","0","3698"
"B11107","ELA284","1","2","3699"
"B11108","ELA285","1","2","3700"
"B11109","ELA286","1","2","3701"
"B11110","ELA287","1","2","3702"
"B11111","ELA288","1","2","3703"
"B11111","ELE312","1,5","5","3704"
"B11111","ELE403","1","5","3705"
"B11111","ELE840","1","0","3706"
"B11112","ELA289","1","2","3707"
"B11112","ELE312","1,5","5","3708"
"B11112","ELE403","1","5","3709"
"B11112","ELE840","1","0","3710"
"B11113","ELA339","1","2","3711"
"B11113","ELE312","1,5","5","3712"
"B11113","ELE403","1","5","3713"
"B11113","ELE840","1","0","3714"
"B11114","ELA291","1","2","3715"
"B11114","ELE312","1,5","5","3716"
"B11114","ELE403","1","5","3717"
"B11114","ELE840","1","0","3718"
"B11115","ELA291","1","2","3719"
"B11115","ELE312","1,5","5","3720"
"B11115","ELE403","1","5","3721"
"B11115","ELE840","1","0","3722"
"B11116","ELA293","1","2","3723"
"B11116","ELE312","1,5","5","3724"
"B11116","ELE403","1","5","3725"
"B11116","ELE840","1","0","3726"
"B11117","ELA270","1","2","3727"
"B11117","ELE222","1","0","3728"
"B11117","ELE280","1","0","3729"
"B11118","ELA190","1","5","3730"
"B11118","ELA294","3","5","3731"
"B11118","ELA295","1","2","3732"
"B11118","ELE128","10","2","3733"
"B11118","ELE770","1","0","3734"
"B11118","ELE841","1","5","3735"
"B11119","ELE318","1","0","3736"
"B11119","ELE829","0,1","0","3737"
"B11119","VAL334","1","0","3738"
"B11120","ELA296","1","2","3739"
"B11121","ELA297","1","2","3740"
"B11122","CON022","0,1","5","3741"
"B11122","ELA298","1","2","3742"
"B11122","ELE016","1","0","3743"
"B11122","ELE082","1","0","3744"
"B11122","ELE870","2","0","3745"
"B11123","CON022","0,05","5","3746"
"B11123","ELA299","1","2","3747"
"B11123","VAL112","1","0","3748"
"B11124","CON022","0,05","5","3749"
"B11124","ELA300","1","2","3750"
"B11124","VAL112","1","0","3751"
"B11125","CON022","0,05","5","3752"
"B11125","ELA303","1","2","3753"
"B11125","VAL112","1","0","3754"
"B11126","CON022","0,05","5","3755"
"B11126","ELA303","1","2","3756"
"B11126","VAL112","1","0","3757"
"B11127","CON022","0,05","5","3758"
"B11127","ELA303","1","2","3759"
"B11127","VAL112","1","0","3760"
