"CodPar","Descri","CovPar","UniPar","RenPar","PreUni","UniCanRen","CanPar","Coste","RPC","UniMed"
"EII051","I.E. TUBERIA DE HIERRO GALVANIZADO, RIGIDO, CON ROSCA, SERIE PESADA, CONDUIT  DIAMETRO 1/2 PLG","E512 S/C","m","50","","U","","False","","0"
"EII052","S/T/I  DE ELECTRODO DE ATERRAMIENTO CON BARRA QUIMICA BIAC 6¨ D= 3'"","ES/C","und","1","","U","","False","","0"
"EII053","S/T/I  DE REGLETA PRINCIPAL DE ATERRAMIENTO MGB 20'" X 4'" X 1/4'"","ES/C","und","7","","U","","False","","0"
"EII054","S/T/I  DE REGLETA SECUNDARIA DE ATERRAMIENTO FGB 10'" X 4'" X 1/4'"","ES/C","und","8","","U","","False","","0"
"EII055","S/T/I  DE ALIMENTADOR DE BARRA A REGLETA DE DISTRIBUCION DE TIERRA PRINCIPAL (MGB)","ES/C","m","7","","U","","False","","0"
"EII056","S/T/I  DE ALIMENTADOR DE REGLETA DE DISTRIBUCION DE TIERRA PRINCIPAL (MGB)  A  REGLETA DE DISTRIBUCION DE TIERRA SECUNDARIAL (FGB)","ES/C","m","7","","U","","False","","0"
"EII057","S/T/I DE CONECTOR DE UN HUECO A REGLETA DE ATERRAMIENTO","ES/C","pza","10","","U","","False","","0"
"EII058","S/T/I DE CONECTOR DE DOS HUECOS A REGLETA DE ATERRAMIENTO","ES/C","pza","10","","U","","False","","0"
"EII059","S/T/I  DE ALIMENTADOR DE REGLETA FGB DE DISTRIBUCION SECUNDARIA A EQUIPOS","ES/C","m","10","","U","","False","","0"
"EII060","I.E. SISTEMA  DE ATERRAMIENTO CON PLACA DE TIERRA DISPERSOR Y RELLENO QUIMICO","ES/C","und","1","","U","","False","","0"
"EII061","S/I DE TRANSFORMADOR SECO TRIFASICO 480-208, 120 VOLTIOS, 50 KVA","S/C","und","2","","U","","False","","0"
"EII062","S/T/I DE PARARRAYOS 15 KV PARA LINEAS DE ALTA TENSION","E595 S/C","pza","3","","U","","False","","0"
"EII063","SUMINISTRO Y COLOCACION DE UN CONECTOR PERMAGRIP PARA LINEA ARVIDAL, DEL 6 AL 2/0 AWG, EN ALTA TENSION. INCLUYE ADAPTADOR DE ACOMETIDA.","R-12SC","PZA","25","","U","","False","","0"
"EIJ001","I.E. CAJETINES METALICOS, SALIDA 3/4 PLG, PROFUNDIDAD 1 1/2 PLG, CUADRADOS 4 X 4 PLG (10.2 X 10.2 CM).","E531311010","pza","38","","U","","False","","0"
"EIJ002","I.E. CAJETINES METALICOS, SALIDAS 3/4'", PROFUNDIDAD 1 1/2'", RECTANGULARES 2'" X 4'".","ES/C","pza","35","","U","","False","","0"
"EIJ003","I.E. CAJETINES METALICOS, SALIDAS 1/2'" - 3/4'", PROFUNDIDAD 1 1/2'", CUADRADOS 4'" X 4'".","ES/C","pza","30","","U","","False","","0"
"EIJ004","I.E. CAJETINES METALICOS, SALIDA 1/2 PLG, PROFUNDIDAD 1 1/2 PLG, RECTANGULARES 2 X 4 PLG (5.1 X 10.2 CM).","E531110510","pza","40","","U","","False","","0"
"EIJ005","S/T/I DE CAJETINES METALICOS OCTOGONALES","ES/C","pza","35","","U","","False","","0"
"EIJ006","I.E. TOMACORRIENTE A 15A/250V-20A/125V. DE ALUMINIO COMBINABLE DOBLE.","E542221220","pza","20","","U","","False","","0"
"EIJ007","I.E. SUMINISTRO E INSTALACION DE CAJA DE PASO 6'"X6'"X4'" TIPO '"PA'" O SIM","E533 S/C","und","10","","U","","False","","0"
"EIJ008","I.E. SUMINISTRO E INSTALACION DE CAJA DE PASO TIPO INTEMPERIE 8'"X6'"X4'"","E533 S/C","und","10","","U","","False","","0"
"EIJ009","I.E. SUMINISTRO E INSTALACION DE LUMINARIA DE PARED. INCLUYE BOMBILLO","E581 S/C","und","20","","U","","False","","0"
"EIJ010","I.E. CAJETINES METALICOS, SALIDA 1/2 PLG, PROFUNDIDAD 1 1/2 PLG, OCTOGONALES 4 PLG (10.2 CM).","E531110010","pza","38","","U","","False","","0"
"EIJ011","I.E. SUMINISTRO E INSTALACION DE TAPA CIEGA DE PLASTICO","ES/C","pza","50","","U","","False","","0"
"EIJ012","I.E. TOMACORRIENTE METALICO SENCILLO","E542 S/C","pza","20","","U","","False","","0"
"EIJ013","I.E. CAJAS PARA INTERRUPTOR DE 4 X 4 X 1/2 PULGADA.","ES/C","pza","34","","U","","False","","0"
"EIJ014","I.E. CAJAS CONDULET DE ALUMINIO, TIPO L-B. DIAMETRO 3/4 PLG (19 MM). INCLUYE TAPA Y EMPACADURAS.","E534137019","pza","30","","U","","False","","0"
"EIJ015","I.E. CAJA CONDULET TIPO L-B DE 1/2'"","ES/C","pza","35","","U","","False","","0"
"EIJ016","I.E. TOMACORRIENTES COMBINABLES SENCILLOS UNA FASE 20 A 125V CON TAPA DE METAL PUENTE Y TORNILLOS.","E542111120","pza","20","","U","","False","","0"
"EIJ017","I.E. TOMACORRIENTES CON TAPA DE METALICA, PUENTE Y TORNILLOS. SENCILLO, DOS (2) FASES, 30 A","E542112230","pza","20","","U","","False","","0"
"EIJ018","I.E. TOMACORRIENTES COMBINABLES DOBLES DOS FASE 30 A 250V CON TAPA DE METAL PUENTE Y TORNILLOS.","E542122230","pza","25","","U","","False","","0"
"EIJ019","S/T/I DE CAJA PARA DERIVACION INTERMEDIA (CDI) DE 2 A 10 PARES 30 X 40 X 15 CM","E533 S/C","pza","4","","U","","False","","0"
"EIJ020","S/T/I DE CAJA PARA DERIVACION FINAL (CDF) DE 2 A 10 PARES 30 X 40 X 15","E533 S/C","pza","4","","U","","False","","0"
"EIJ021","I.E. SUMINISTRO E INSTALACION DE TAPA CIEGA DE ALUMINIO","ES/C","pza","40","","U","","False","","0"
"EIJ022","I.E. INTERRUPTOR METALICO SENCILLO","ES/C","pza","30","","U","","False","","0"
"EIJ023","S/T/I DE CAJETINES METALICOS CON TAPAS, SALIDA D= 3/4'" PROFUNDIDAD 1 1/2'" RECTANGULAR 2'" X 4'" / 5,1 X 10.2 CM.","ES/C","pza","40","","U","","False","","0"
"EIJ024","I.E. CAJETINES METALICOS, SALIDA 3/4 PLG, PROFUNDIDAD 1 1/2 PLG, OCTOGONALES 4 PLG (10.2 CM).","E531310010","pza","40","","U","","False","","0"
"EIJ025","I.E. SUMINISTRO E INSTALACION DE LUMINARIA TIPO CAPRI O SIM. INCLUYE BOMBILLO","E581 S/C","pza","7","","U","","False","","0"
"EIJ026","I.E. LAMPARA FLUORESCENTE DE 2 X 40 W TIPO FS 13-240. INCLUYE CONEXION","E581 S/C","pza","10","","U","","False","","0"
"EIJ027","S/T/C DE LAMPARA FLUORESCENTE CIRCULAR 22 W TIPO FS-7-22. INCLUYE LUMINARIA  Y CONEXION","E581 S/C","und","25","","U","","False","","0"
"EIJ028","S/T/C DE LAMPARA E-27 TIPO BAMBER TORNASOL 8'" (BASE VIDRIO Y METALICA) O SIMILAR","E581 S/C","und","15","","U","","False","","0"
"EIJ029","SUMINISTRO TRANSPORTE E INSTALACION DE LAMPARAS FLUORESCENTES CIRCULAR DE 32 W TIPO FS-7-32. INCLUYE BOMBILLO Y CONEXIONES","E581 S/C","und","25","","U","","False","","0"
"EIJ030","I.E. CAJETINES METALICOS, SALIDA 1/2 PLG, PROFUNDIDAD 1 1/2 PLG, OCTOGONALES 3 1/2 PLG (8,9 CM).","E531110009","pza","40","","U","","False","","0"
"EIJ031","I.E. CAJETINES METALICOS, SALIDA 1/2 - 3/4 PLG, PROFUNDIDAD 2 1/8 PLG, OCTOGONALES 4 PLG (10.2 CM).","E531230010","pza","40","","U","","False","","0"
"EIJ032","I.E. CAJETINES METALICOS, SALIDA 1/2 - 3/4 PLG, PROFUNDIDAD 3 PLG, OCTOGONALES 4 PLG (10.2 CM).","E531250010","pza","40","","U","","False","","0"
"EIJ033","I.E. CAJETINES METALICOS, SALIDA 1/2 - 3/4 PLG, PROFUNDIDAD 3 1/2 PLG, OCTOGONALES 4 PLG (10.2 CM).","E531260010","pza","40","","U","","False","","0"
"EIJ034","I.E. CAJETINES METALICOS, SALIDA 1/2 - 3/4 PLG, OCTOGONALES PROFUNDIDAD 4 PLG (10.2 CM).","E531270010","pza","35","","U","","False","","0"
"EIJ035","I.E. CAJETINES METALICOS, SALIDA 3/4 PLG, PROFUNDIDAD 2 1/8 PLG, OCTOGONALES 4 PLG (10.2 CM).","E531330010","pza","40","","U","","False","","0"
"EIJ036","I.E. CAJETINES METALICOS, SALIDA 3/4 PLG, PROFUNDIDAD 2 1/8 PLG, CUADRADOS 4 X 4 PLG (10.2 X 10.2 CM).","E531331010","pza","40","","U","","False","","0"
"EIJ037","I.E. CAJETINES METALICOS, SALIDA 3/4 PLG, PROFUNDIDAD 2 1/8 PLG, CUADRADOS 4 X 4 PLG (10.2 X 10.2 CM).","E531430010","pza","40","","U","","False","","0"
"EIJ038","I.E. S/T/I/ DE TOMA PARA TV. INCLUYE  TAPA PLASTICA","ES/C","pza","20","","U","","False","","0"
"EIJ039","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 6 X 6 X 8 PLG (15.2 X 15.2 X 20.3 CM).","E533191520","pza","35","","U","","False","","0"
"EIJ040","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 6 X 6 X 10 PLG (15.2 X 15.2 X 25.4 CM).","E533191525","pza","35","","U","","False","","0"
"EIJ041","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 8 X 8 X 6 PLG (20.3 X 20.3 X 15.2 CM).","E533192020","pza","35","","U","","False","","0"
"EIJ042","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 8 X 12 X 6 PLG (20.3 X 30.5 X 15.2 CM).","E533192030","pza","35","","U","","False","","0"
"EIJ043","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 10 X 12 X 6 PLG (25.4 X 30.5 X 15.2 CM).","E533192530","pza","35","","U","","False","","0"
"EIJ044","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 16 X 12 X 6 PLG (40.6 X 30.5 X 15.2 CM).","E533193040","pza","30","","U","","False","","0"
"EIJ045","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 18 X 12 X 6 PLG (40.6 X 30.5 X 15.2 CM).","E533193045","pza","30","","U","","False","","0"
"EIJ046","I.E. CAJAS METALICAS DE DERIVACION, TIPO PA, 24 X 12 X 6 PLG (60.9 X 30.5 X 15.2 CM).","E533193060","pza","30","","U","","False","","0"
"EIJ047","I.E. CAJAS METALICA PARA INTERRUPTOR DE 2'" X 4'" X 1'"  A 1/2'" PULGADA.","ES/C","pza","34","","U","","False","","0"
"EIJ048","SUMINISTRO Y COLOCACION DE LAMPARAS 2 X 40 WATTS, FLUORESCENTES.","E581S/C240","PZA","16","","U","","False","","0"
"EIJ049","SUMINISTRO Y COLOCACION DE TUBO PARA LAMPARAS FLUORESCENTES, DE 40 WATTS.","E-651.S/C.B40","pza","32","","U","","False","","0"
"EIJ050","SUMINISTRO E INSTALACION DE LAMPARA FLUORES. S/PANTALLA 1*40 W","E581S/C","PZA","28","","U","","False","","0"
"EIL001","I.E. COPA TERMINAL 15 KV (2-4/0 AWG)","ES/C","pza","3","","U","","False","","0"
"EIL002","I.E. COPA TERMINAL 15 KV (2-4/0 AWG)","ES/C","pza","3","","U","","False","","0"
"EIL003","I.E. LAMPARA FLUORESCENTE DE TECHO TIPO INDUSTRIAL, TIPO FS-2, LAMP-O-LUX O SIMILAR DE 2 X 40 W.","E581 S/C","pza","30","","U","","False","","0"
"EIL004","SUMINISTRO TRANSPORTE E INSTALACION DE LAMPARAS FLUORESCENTES CIRCULARES DOBLES.","E581 S/C","pza","20","","U","","False","","0"
"EIL005","I.E. LAMPARA INCANDESCENTE DE PARED/TECHO TIPO VAPOLETA.","E581 S/C","pza","25","","U","","False","","0"
"EIL006","I.E. LAMPARA INCANDESCENTE DE PARED, IP-53, DE LAMP-O-LUX O SIMILAR","E581 S/C","pza","30","","U","","False","","0"
"EIL007","I.E. LAMPARA INCANDESCENTE DE TECHO PARED, IP-53, DE LAMP-O-LUX O SIMILAR.","E581122005","pza","25","","U","","False","","0"
"EIL008","I.E. LAMPARA INCANDESCENTE DE TECHO TIPO VAPOLETA, ITK-45, DE LAMP-O-LUX O SIMILAR.","E581 S/C","pza","20","","U","","False","","0"
"EIL009","I.E. VENTILADOR DE TECHO.","ES/C","pza","6","","U","","False","","0"
"EIL010","SUMINISTRO E INSTALACION DE VIENTO SENCILLO PARA POSTE DE ALUMBRADO PUBLICO O DE DISTRIBUCION","E807 S/C","pza","4","","U","","False","","0"
"EIL011","SUMINISTRO E INSTALACION DE VIENTO SENCILLO Y CONTRAVIENTO PARA POSTE DE ALUMBRADO PUBLICO O DE DISTRIBUCION","E807 S/C","pza","3","","U","","False","","0"
"EIL012","SUMINISTRO E INSTALACION DE LAMPARAS INCANDESCENTES DE 100 W. INCLUYE REJILLAS METALICAS PROTECTORAS.","E581 S/C","pza","10","","U","","False","","0"
"EIL013","SUMINISTRO, TRANSPORTE E INSTALACION DE REFLECTORES DE 1500 W. TIPO LAMP-O-LUX O SIMILAR.","E582 S/C","pza","9","","U","","False","","0"
"EIL014","SUMINISTRO, TRANSPORTE Y COLOCACION DE ZOCATE CON BOMBILLO DE 100 W. INCLUYE REJILLA PROTECTORA.","ES/C","pza","20","","U","","False","","0"
"EIL015","I.E. LAMPARA GIRATORIA CON BOMBILLO DE HALOGENO","E581 S/C","pza","7","","U","","False","","0"
"EIL016","SUMINISTRO Y COLOCACION DE REFLECTOR PARA EXTERIORES, 500 W. CADA UNO CON BOMBILLO DE HALOGENO.","E582 S/C","und","6","","U","","False","","0"
"EIL017","SUMINISTRO Y COLOCACION DE LUMINARIA DE 250 WATIOS DE VAPOR DE SODIO 220 V.","E582 S/C","und","15","","U","","False","","0"
"EIL018","SUMINISTRO TRANSPORTE E INSTALACION DE LAMPARAS FLUORESCENTES CIRCULAR DE 32 W.","E581023200","pza","25","","U","","False","","0"
"EIL019","LUMINARIA INCANDECENTE TIPO APLIQUE CON BOMBILLO 60 W. INSTALACION SUPERFICIAL","E581 S/C","pza","80","","U","","False","","0"
"EIL020","SUMINISTRO, TRANSPORTE Y COLOCACION DE LUMINARIA DE MERCURIO 250W 120 V PARA ALUMBRADO PUBLICO.","E582 S/C","und","7","","U","","False","","0"
"EIL021","SUMINISTRO, TRANSPORTE Y COLOCACION DE LUMINARIA DE MERCURIO 400 W PARA ALUMBRADO PUBLICO.","E582 S/C","und","7","","U","","False","","0"
"EIL022","SUMINISTRO, TRANSPORTE Y COLOCACION DE LUMINARIA DE MERCURIO 250W 240 V PARA ALUMBRADO PUBLICO.","E582 S/C","und","8","","U","","False","","0"
"EIL023","SUMINISTRO, TRANSPORTE Y COLOCACION DE LUMINARIA DE SODIO 100W 120 V PARA ALUMBRADO PUBLICO.","E582 S/C","und","6","","U","","False","","0"
"EIL024","SUMINISTRO, TRANSPORTE Y COLOCACION DE LUMINARIA DE SODIO 150W 120 V PARA ALUMBRADO PUBLICO.","E582 S/C","und","6","","U","","False","","0"
"EIL025","SUMINISTRO, TRANSPORTE Y COLOCACION DE LUMINARIA DE SODIO 250W 240 V PARA ALUMBRADO PUBLICO.","E582 S/C","und","5","","U","","False","","0"
"EIL026","S/I DE TUBO FLUORESCENTES CIRCULAR DE 32'"","E581032000","und","27","","U","","False","","0"
"EIL027","LUMINARIA C/TUBO FLUORESCENTE DE 4 X 40 X 1,20 MT TIPO INDUSTRIAL","E581217120","pza","10","","U","","False","","0"
"EIL028","I.E. S/C DE LAMPARAS DE EMERGENCIA DE 2 X 9 WATT","E581023200","pza","8","","U","","False","","0"
"EIL029","I.E. S/C DE LAMPARAS DE EMERGENCIA DE 2 X 9 WATT","E581 S/C","pza","10","","U","","False","","0"
"EIL030","I.E. CONSTRUCCION DE PUNTO PARA ILUMINACION EN TECHO CON TUBERIA TIPO EMT.","E512 S/C","pto","15","","U","","False","","0"
"EIL031","I.E. LAMPARA FLUORESCENTE DE TECHO TIPO INDUSTRIAL, TIPO LF-2,  DE 2 X 40 W.","E581111001","pza","8","","U","","False","","0"
"EIL032","I.E. LAMPARA INCANDESCENTE DE TECHO TIPO VAPOLETA, ITK-45, DE LAMP-O-LUX O SIMILAR.","E582110001","pza","20","","U","","False","","0"
"EIL033","I.E. LAMPARA DE INTEMPERIE DE 200 W INCANDESCENTE","E581 S/C","pza","6","","U","","False","","0"
"EIL034","I.E. CONSTRUCCION DE PUNTO PARA ILUMINACION EN PARED CON TUBERIA TIPO EMT.","E512 S/C","pto","12","","U","","False","","0"
"EIL035","I.E. CONSTRUCCION DE PUNTO PARA INTERRUPTOR DE LAMPARA CON TUBERIA TIPO EMT.","E541 S/C","pto","15","","U","","False","","0"
"EIL036","SUMINISTRO, TRANSPORTE Y COLOCACION DE LUMINARIA DE 400 W  VAPOR DE MERCURIO","E582 S/C","und","3","","U","","False","","0"
"EIL037","I.E. DESMONTAJE DE TRANSFORMADORES","ES/C","und","3","","U","","False","","0"
"EIL038","SUMINISTRO E INSTALACION DE CONTROL FOTOELECTRICO","ES/C","pza","7","","U","","False","","0"
"EIL039","I.E. CONSTRUCCION DE PUNTO PARA ILUMINACION EN PARED CON TUBERIA PVC.","E511 S/C","pto","12","","U","","False","","0"
"EIL040","I.E. CONSTRUCCION DE PUNTO PARA ILUMINACION EN TECHO CON TUBERIA PVC.","E511 S/C","pto","15","","U","","False","","0"
"EIL041","I.E. CONSTRUCCION DE PUNTO PARA INTERRUPTOR DE LAMPARA CON TUBERIA PVC.","E541 S/C","pto","15","","U","","False","","0"
"EIL042","I.E. CONSTRUCCION DE PUNTO PARA TOMACORRIENTE EN LOSA CON TUBERIA TIPO EMT.","E512 S/C","pto","15","","U","","False","","0"
"EIL043","I.E. CONSTRUCCION DE PUNTO PARA TOMACORRIENTE EN LOSA CON TUBERIA PVC.","E511 S/C","pto","15","","U","","False","","0"
"EIL044","S/C DE PORTAESTARTER PARA LAMPARA FLUORESCENTE. INCLUYE EL DESMONTAJE DE LA LAMPARA Y LA REISTALACION DE LA MISMA","R581 S/C","und","15","","U","","False","","0"
"EIL045","MANTENIMIENTO, DESINSTALACION Y REINSTALACION DE LAMPARA FLUORESCENTE DE 4 X 40 W SUPERFICIAL. INCLUYE CAMBIO DE TUBOS FLUORESCENTE Y UN BALASTO","E581 S/C","pza","12","","U","","False","","0"
"EIL046","MANTENIMIENTO, DESINSTALACION Y REINSTALACION DE LAMPARA FLUORESCENTE DE 4 X 40 W SUPERFICIAL. INCLUYE CAMBIO DE 4 TUBOS FLUORESCENTE, DOS BALASTO Y PANTALLA PUNTA DE DIAMANTE (O,60X1,20)","E581 S/C","pza","12","","U","","False","","0"
"EIL047","MANTENIMIENTO, DESINSTALACION Y REINSTALACION DE LAMPARA FLUORESCENTE CIRCULAR SUPERFICIAL, DE UN TUBO DE 22 W. INCLUYE CAMBIO DE TUBO FLUORESCENTE, BALASTO Y STARTER","E581 S/C","pza","12","","U","","False","","0"
"EIL048","MANTENIMIENTO, LAMPARA FLUORESCENTE CIRCULAR SUPERFICIAL, DE UN TUBO DE 22 W. INCLUYE CAMBIO DE TUBO FLUORESCENTE, Y STARTER. EXCLUYE EL BALASTO","E581 S/C","pza","20","","U","","False","","0"
"EIL049","I.E. LAMPARA FLUORESCENTE TIPO ESPECULAR, DE BALASTO DE ENCENDIDO ELECTRONICO RAPIDO DE 3 X 17 W DE 0,60 X 0,60 CM (2' X 2') CON ACABADO DE LUJO. INCLUYE CONEXION","E581 S/C","pza","10","","U","","False","","0"
"EIL050","I.E. SUMINISTRO E INSTALACION DE TIMBRE CON PULSADOR","ES/C","pto","7","","U","","False","","0"
"EIL051","I.E. SUMINISTRO E INSTALACION DE RELOJ PARA CONTROL DE ILUMINACION","ES/C","pza","7","","U","","False","","0"
"EIL052","DESINSTALACION CON RECUPERACION DE LAMPARA FLUORESCENTE CIRCULAR SUPERFICIAL, DE UN TUBO DE 22 W","E581 S/C","pza","12","","U","","False","","0"
"EIL053","DESINSTALACION CON RECUPERACION DE LAMPARA FLUORESCENTE DE 4 X 40 W SUPERFICIAL  (0,60X1,20)","E581 S/C","pza","12","","U","","False","","0"
"EIL054","DESINSTALACION CON RECUPERACION DE LAMPARA FLUORESCENTE DE 4 X 40 W (0,60 X 1,20) EN TECHO SUSPENDIDO","E581 S/C","pza","20","","U","","False","","0"
"EIL055","DESINSTALACION CON RECUPERACION DE LAMPARA FLUORESCENTE DE 2 X 40 W SUPERFICIAL","E581 S/C","pza","18","","U","","False","","0"
"EIL056","I.E. SUMINISTRO E INSTALACION DE CAMPANA PARA TIMBRE","ES/C","pto","10","","U","","False","","0"
"EIL057","I.E. SUMINISTRO E INSTALACION DE PULSADOR PARA TIMBRE CON TAPA DE ALUMINIO","ES/C","pza","30","","U","","False","","0"
"EIL058","I.E. SUMINISTRO E INSTALACION DE TIMBRE. INCLUYE PULSADOR, TAPA Y CAMPANA SONORA","ES/C","pza","12","","U","","False","","0"
"EIL059","I.E. LAMPARA DE TECHO TIPO FLUORESCENTE ESPECULAR PARA CIELO RASO,  CON TRES TUBOS LED DE 18W (3 X 18W). DIMENSIONES 0, 60 X  1,20 M (2'X2'). SIN BALASTO CON ACABADO DE LUJO. INCLUYE CONEXION","E581 S/C","pza","12","","U","","False","","0"
"EIL060","S/I DE TUBOS LED TIPO FLUORESCENTES P/LAMPARA LED 18W L=120CM DE TECHO","E581 S/C","pza","30","","U","","False","","0"
"EIL061","I.E. LAMPARA DE TECHO TIPO FLUORESCENTE ESPECULAR PARA CIELO RASO,  CON CUATRO TUBOS DE 36 WATS (4 X36 W). DIMENSIONES 0, 60 X  1,20 M.  CON ACABADO DE LUJO. INCLUYE CONEXION","E581 S/C","pza","15","","U","","False","","0"
"EIL062","I.E. LAMPARA FLUORESCENTE TIPO ESPECULAR, DE BALASTO DE ENCENDIDO ELECTRONICO RAPIDO DE 3 X 17 W DE 0,60 X 1,20 CM (4' X 2') CON ACABADO DE LUJO. INCLUYE CONEXION","E581 S/C","pza","10","","U","","False","","0"
"EIL063","I.E. LAMPARA FLUORESCENTE TIPO ESPECULAR, DE TECHO DE ENCENDIDO ELECTRONICO, DE 3 X 32 W, DIMENSIONES 1,20 X 0,60 M (4' X 2'). INCLUYE LOS TRES TUBOS FLUORESCENTES","E581 S/C","pza","10","","U","","False","","0"
"EIL064","I.E. LAMPARA FLUORESCENTE TIPO PANEL LUMINICO LED, DE TECHO / CIELO RASO DE ENCENDIDO RAPIDO, DE 36 W, DIMENSIONES 1,20 X 0,60 M (4' X 2').","E581 S/C","pza","10","","U","","False","","0"
"EIL065","I.E. LAMPARA FLUORESCENTE TIPO PANEL LUMINICO LED, DE TECHO / CIELO RASO DE ENCENDIDO RAPIDO, DE 36 W, DIMENSIONES 0,60 X 0,60 M (2' X 2')","E581 S/C","pza","10","","U","","False","","0"
"EIL066","S/I DE TUBOS FLUORESCENTES T8 10 W PARA LAMPARA LED. L=60 CM","S/C","und","18","","U","","False","","0"
"EIL067","S/I DE TUBOS FLUORESCENTES T8 32/36 W PARA LAMPARA LED L= 48'"  / 121,5 CM","S/C","und","18","","U","","False","","0"
"EIL068","S/I DE TUBOS FLUORESCENTES T5 24 W PARA LAMPARA LED L= 116 CM","E S/C","und","18","","U","","False","","0"
"EIL069","S/I DE TUBOS FLUORESCENTES T5 14 W PARA LAMPARA LED L= 56 CM","E S/C","und","18","","U","","False","","0"
"EIN001","SUMINISTRO, TRANSPORTE E INSTALACION DE CENTRAL CONTRA INCENDIOS CON TABLERO CENTRAL.","ES/C","und","1","","U","","False","","0"
"EIN002","DETECTOR IONICO DE HUMO MODELO 1800-S O SIMILAR.","E721 S/C","und","7","","U","","False","","0"
"EIN003","DETECTOR TERMICO, MODELO 601-S O SIMILAR.","E721 S/C","und","7","","U","","False","","0"
"EIN004","DIFUSOR CUADRADO DE SUMINISTRO CON CONTROL DE VOLUMEN DE ALUMINIO ANODIZADO, DE: 10'"X10'". 3 V.","ES/C","und","6","","U","","False","","0"
"EIN005","DIFUSOR LINEAL DE SUMINISTRO, 150 PCM, DE ALUMINIO ANODIZADO 40'" X 4'".","ES/C","und","5","","U","","False","","0"
"EIN006","EXTINTORES PORTATILES DE CO2 DE 10 LBS.","E722 S/C","und","5","","U","","False","","0"
"EIN007","EXTINTORES DE POLVO QUIMICO SECO TIPO ABC DE 10 LBS. SIN GABINETE","E722 S/C","und","5","","U","","False","","0"
"EIN008","S/I GABINETE (CAJA) PARA EXTINTORES DE 10 LBS. INCLUYE VIDRIO Y LEYENDA. EXCLUYE EXTINTOR","E722 S/C","pza","10","","U","","False","","0"
"EIN009","SUMINISTRO, TRANSPORTE E INSTALACION DE ESTACION MANUAL DE ALARMA. NO INCLUYE EL PUNTO","E591 S/C","und","10","","U","","False","","0"
"EIN010","DIFUSOR DE SONIDO DE 5 WATTS.","ES/C","und","10","","U","","False","","0"
"EIN011","TABLERO CENTRAL DE COMUNICACION DE 12  ZONAS PARA SISTEMA DE DETECCION DE INCENDIO","ES/C","und","1","","U","","False","","0"
"EIN012","GABINETE DE EXTINCION DE 1 1/2 PULG. Y MANGUERA DE 1 1/2 PULG. Y 20 MT","ES/C","und","2","","U","","False","","0"
"EIN013","DIFUSOR DE SONIDO DE 50 WATTS. INCLUYE LA CAJA","ES/C","und","10","","U","","False","","0"
"EIN014","TABLERO CENTRAL DE COMUNICACION DE 16 ZONAS","ES/C","und","1","","U","","False","","0"
"EIN015","EXTINTORES DE POLVO QUIMICO SECO TIPO ABC DE 10 LBS. CON GABINETE","E722 S/C","und","5","","U","","False","","0"
"EIN016","EXTINTORES DE POLVO QUIMICO SECO TIPO ABC DE 10 LBS","E722 S/C","pza","12","","U","","False","","0"
"EIN017","S/C EXTINTORES DE INCENDIO DE 10 LBS PORTATIL CON GABINETE","E722 S/C","und","12","","U","","False","","0"
"EIN018","S/I DE SEÑALIZACION DE LA VIA DE ESCAPE","ES/C","pza","45","","U","","False","","0"
"EIN019","I.E. CONSTRUCCION DE PUNTO PARA COLOCACION DE DETECTORES IONICOS, DE TEMPERATURA (TERMICOS) O FOTOELECTRICOS, CON TUBERIA EMT EN CIELO RASOS O COLGANTES. EXCLUYE EL DETECTOR","E721 S/C","pto","10","","U","","False","","0"
"EIN020","I.E. CONSTRUCCION DE PUNTO PARA RED DE COMPUTADORAS CON TUBERIA EMT EN CIELO RASOS COLGANTES O SUPERFICIAL EN PAREDES. EXCLUYE LA TOMA","ES/C","pto","10","","U","","False","","0"
"EIN021","S/C DE TOMA DE SEÑAL PARA RED DE COMPUTADORAS","ES/C","pto","10","","U","","False","","0"
"EIN022","SUMINISTRO E INSTALACION DE DETECTOR INFRARROJO (SENSOR) DE MOVIMIENTO PARA SISTEMAS DE ALARMA","E721 S/C","pza","10","","U","","False","","0"
"EIN023","I.E. CONSTRUCCION DE PUNTO PARA LAMPARA DE EMERGENCIA EN PAREDES","E593 S/C","pto","12","","U","","False","","0"
"EIN024","INSTALACION DE SISTEMA PARA PUERTA ELECTRICA DE ESTACIONAMIENTO. INCLUYE MOTOR 110V, SISTMA DE CREMALLERA, SISTEMA INALAMBRICO Y CAJA. EXCLUYE LOS PUNTOS DE ELECTRICIDAD, CABLEADO Y OBRAS CIVILES","E54 S/C","und","0,33","","U","","False","","0"
"EIN025","INSTALACION DE SISTEMA PARA PUERTA ELECTRICA DE ESTACIONAMIENTO. INCLUYE MOTOR 110V, SISTMA PIVOTANTE, SISTEMA INALAMBRICO Y CAJA. EXCLUYE LOS PUNTOS DE ELECTRICIDAD, CABLEADO Y OBRAS CIVILES","E54 S/C","und","0,33","","U","","False","","0"
