"CodPar","Descri","CovPar","UniPar","RenPar","PreUni","UniCanRen","CanPar","Coste","RPC","UniMed"
"B03020","S/T/C DE MARCOS DE CHAPA DOBLADA DE HIERRO, EN PAREDES DE BLOQUE DE 10 CM DE ESPESOR","S/C","m","20","","U","","False","","0"
"B03021","S/T/C DE MARCOS DE CHAPA DOBLADA DE HIERRO, EN PAREDES DE BLOQUE DE 15 CM DE ESPESOR","S/C","m","17","","U","","False","","0"
"B03022","S/I DE PLANILLERO DOBLE DE HIERRO CROMADO. SEGUN DISEÑO BANCARIO TIPO BANESCO","S/C","und","8","","U","","False","","0"
"B03023","S/I DE PLANILLERO SIMPLE DE HIERRO CROMADO. SEGUN DISEÑO BANCARIO TIPO BANESCO","S/C","und","8","","U","","False","","0"
"B03024","S/I DE PUERTA ENROLLABLE MODELO MICROPERFORADA, DE LAMINA GALVANIZADA CON PLATAFORMA, CIERRE PARA CANDADO ANTICISALLA Y SISTEMA DE FLEJES ACERADOS, INCLUYE TAPARROLLOS CURVOS DECORATIVOS Y PINTURA ELECTROSTATICA EN GUIAS Y EN TAPARROLLOS","S/C","m2","10","","U","","False","","0"
"B03025","S/I DE REJA METALICA DE SEGURIDAD CON CABILLAS DE 1/2'"","S/C","m2","2","","U","","False","","0"
"B03026","S/I DE SEMITUBOS CENTRALES CROMADOS PARA PLATAFORMA TIPO BANCARIA-BANESCO","S/C","und","2","","U","","False","","0"
"B03027","S/I DE SEMITUBOS NORMALES EXTREMOS CROMADOS PARA EL AREA DE PLATAFORMA","S/C","und","2,25","","U","","False","","0"
"B03028","S/I DE TUBOS CROMADOS PARA MUROS CORPORATIVOS DE 2'" TIPO BANCARIO-BANESCO","S/C","und","2","","U","","False","","0"
"B03029","S/I DE VISOR Y CAÑONERA EN GARITA EXISTENTE","S/C","und","8","","U","","False","","0"
"B03030","S/I REPISAS EN TUBERIA CROMADA CON TOPE DE SURELL PARA EQUIPO Q-MATIC","S/C","und","3","","U","","False","","0"
"B03031","S/I/T DE MARCO FORMADO POR VIGAS TIPO U PARA PUERTA DE BOVEDA","S/C","m","9","","U","","False","","0"
"B03032","S/I/T DE MARCO Y PUERTA PARA GARITA CONSTRUIDA EN SITIO, SEGUN ESPECIFICACIONES DEL MANUAL CORPORATIVO BANESCO. EXCLUYE CERRADURA","S/C","und","1","","U","","False","","0"
"B03033","S/I/T DE PUERTA PARA BOVEDA, SEGUN ESPECIFICACIONES DEL MANUAL CORPORATIVO BANESCO. EXCLUYE CERRADURA Y EL MARCO","S/C","m2","1","","U","","False","","0"
"B03034","S/T/C DE ESCTRUTURA METALICA CON TUBOS TIPO CONDUVEN, INCLUYE DOS MANOS DE FONDO MINIO","S/C","kgf","500","","U","","False","","0"
"B03035","S/I DE MOTOR PARA REJA SANTA MARIA PARA EJE DE 2'" . INCLUYE ELECTROFRENO,  SWITCHE Y 2 CONTROLES REMOTOS","S/C","und","1","","U","","False","","0"
"B03036","S/I DE MOTOR PARA REJA SANTA MARIA PARA EJE DE 2-1/2'" . INCLUYE ELECTROFRENO,  SWITCHE Y 2 CONTROLES REMOTOS","S/C","und","1","","U","","False","","0"
"B03037","S/I DE MOTOR PARA REJA SANTA MARIA PARA EJE DE 3'". INCLUYE ELECTROFRENO,  SWITCHE Y 2 CONTROLES REMOTOS","S/C","und","1","","U","","False","","0"
"B03038","S/T/C DE LAMINAS METALICAS PARA PLACA DE APOYO EN COLUMNAS E=8MM","S/C","und","10","","U","","False","","0"
"B03039","PLANCHAS DE ANCLAJE E=16 MM. INCLUYE 4 PERNOS D=5/8'" DE L=350 MM","S/C","und","10","","U","","False","","0"
"B03040","PLANCHAS PARA CARTELAS TIPO 1,2 Y 3=10 MM","S/C","pza","10","","U","","False","","0"
"B03041","SUMINISTRO Y COLOCACION DE CONECTORES DE CORTE EN LOSACERO","S/C","und","140","","U","","False","","0"
"B03042","S/C DE LOSACERO CAL 22, INCLUYE MALLA ELECTROSOLDADA PARA CONSTRUCCION DE LOSA DE PISO","S/C","m2","25","","U","","False","","0"
"B03043","REVISION DE EXTENSIONES CONEXION A CENTRAL REVISION DE LINEAS TELEFONICAS","E.S/C","und","5","","U","","False","","0"
"B04001","CONSTRUCCION DE MEDIA CAÑA ENTRE PLACA Y PARED CON MORTERO DE ARENA CEMENTO","S/C","m","30","","U","","False","","0"
"B04002","IMPERMEABILIZACION DE HUECOS EN PLACA CON MANTO REAL Y PINTURA ALUMINIZADA","S/C","m2","18","","U","","False","","0"
"B04003","IMPERMEABILIZACION DE JARDINERAS A BASE DE MORTERO DE ARENA-CEMENTO Y ADITIVO IMPERMEABILIZANTE","S/C","m2","18","","U","","False","","0"
"B04004","S/A DE PINTURA ACRILICA COLOR VERDE (ACABADO FINAL)","S/C","m2","50","","U","","False","","0"
"B04005","CONSTRUCCION DE PENDIENTES EN LOSAS HORIZONTALES CON MORTERO DE CEMENTO - ARENA, E= 3 CM PROMEDIO.","S/C","m2","30","","U","","False","","0"
"B04006","S/I DE MANTO ASFALTICO TIPO BITUPLAST O SIMILAR, E=3 MM (STANDARD) INCLUYE CAPA DE PRIMER","S/C","m2","45","","U","","False","","0"
"B05001","ARRIÑONAMIENTO CON ARENA Y CEMENTO EN RANURAS DE LOSA DE PISO","S/C","m","20","","U","","False","","0"
"B05002","CONSTRUCCION DE REVESTIMIENTO DE PISOS CON MORTERO DE CEMENTO, ACABADO LISO SIN JUNTAS. INCLUYE MORTERO BASE","S/C","m2","15","","U","","False","","0"
"B05003","REPICADO EN COLUMNAS DE CONCRETO","S/C","m2","30","","U","","False","","0"
"B05004","LIMPIEZA CON ACIDO OXALICO EN PISOS DE GRANITO","S/C","m2","50","","U","","False","","0"
"B05005","S/A DE ACIDO PARA LAVADO DE FACHADA EXISTENTE","S/C","m2","15","","U","","False","","0"
"B05006","S/C DE CONCRETO MARTILLADO","S/C","m2","10","","U","","False","","0"
"B05007","S/C DE CONCRETO MARTILLADO HASTA A= 40 CM","S/C","m2","15","","U","","False","","0"
"B05008","S/C DE FRISO BASE PARA LA COLOCACION DE ACABADO","S/C","m2","15","","U","","False","","0"
"B05009","S/C DE FRISO LISO EN PAREDES, INCLUYE FRISO BASE","S/C","m2","15","","U","","False","","0"
"B05010","S/C DE FRISO SALPICADO DE PAREDES EXISTENTES","S/C","m2","35","","U","","False","","0"
"B05011","CONSTRUCCION DE PAREDES DE BLOQUES HUECOS DE ARCILLA, ACABADO CORRIENTE E=10 CM. NO INCLUYE MACHONES, DINTELES NI BROCALES","S/C","m2","19","","U","","False","","0"
"B05012","CONSTRUCCION DE PAREDES DE BLOQUES HUECOS DE ARCILLA, ACABADO CORRIENTE E = 15 CM. NO INCLUYE MACHONES, DINTELES NI BROCALES","S/C","m2","23","","U","","False","","0"
"B05013","CONSTRUCCION DE PAREDES DE BLOQUES DE CONCRETO, ACABADO CORRIENTE, E= 10 CM. NO INCLUYE MACHONES, DINTELES NI BROCALES","S/C","m2","22","","U","","False","","0"
"B05014","CONSTRUCCION DE PAREDES DE BLOQUES DE CONCRETO, ACABADO CORRIENTE, E= 15 CM. NO INCLUYE MACHONES, DINTELES NI BROCALES","S/C","m2","19","","U","","False","","0"
"B05015","S/C DE PAREDES DE BLOQUE DE CONCRETO E=10 CM. RELLENO DE CONCRETO","S/C","m2","14","","U","","False","","0"
"B05016","S/C DE PAREDES DE BLOQUE DE CONCRETO E=15 CM. RELLENO DE CONCRETO","S/C","m2","20","","U","","False","","0"
"B05017","S/C DE PISO DE CAICO CON JUNTAS DE CANTO RODADO","S/C","m2","9","","U","","False","","0"
"B05018","S/C DE REMATES DE ALBAÑILERIA DE RANURAS EN PAREDES PARA PASO DE INSTALACIONES, HASTA A= 40 CM","S/C","m","28","","U","","False","","0"
"B05019","RECUBRIMIENTO EXTERIOR EN TECHOS CON TEJAS CRIOLLAS. INCLUYENDO MORTERO DE CEMENTO","S/C","m2","14","","U","","False","","0"
"B05020","S/I DE MALLA SEN-SEN","S/C","m2","8","","U","","False","","0"
"B05021","S/I DE MALLA TIPO GALLINERO","S/C","m2","11","","U","","False","","0"
"B06001","ABERTURA DE HUECOS EN TECHO DE DRY WALL PARA EMBUTIR LAMPARAS TIPO SPOT","S/C","und","25","","U","","False","","0"
"B06002","ABERTURAS DE HUECOS EN TECHO PARA TUBERIA DE DATA","S/C","und","30","","U","","False","","0"
"B06003","S/I ANGULO CURVO PLASTICO EN BORDE DE CERAMICA","S/C","m","19","","U","","False","","0"
"B06004","CONSTRUCCION DE REVESTIMIENTO INTERIOR EN PAREDES CON BALDOSAS DE CERAMICA SUMINISTRADA POR EL CONTRATANTE. INCLUYE FRISO BASE Y EL PEGO","S/C","m2","10","","U","","False","","0"
"B06005","CONSTRUCCION DE REVESTIMIENTO DE PISOS CON BALDOSAS DE CERAMICA  SUMINISTRADA POR EL CONTRATANTE. NO INCLUYE MORTERO BASE.","S/C","m2","10","","U","","False","","0"
"B06006","COLOCACION DE CERAMICAS EN MUEBLE DE TAQUILLA (SUMINISTRADA POR EL CONTRATANTE)","S/C","m2","10","","U","","False","","0"
"B06007","ELABORACION DE BOCAS DE VISITA PARA EQUIPOS DE A/C EN TECHOS DE DRY WALL. EXCLUYE MATERIALES","S/C","und","2,5","","U","","False","","0"
"B06008","INSTALACION DE ALFOMBRA CORPORATIVA MARCA MILLIKEN O SIMILAR (SUMINISTRADA POR EL CONTRATANTE)","S/C","m2","50","","U","","False","","0"
"B06009","NIVELACION DE TECHO DE SUSPENSION VISIBLE","S/C","m2","40","","U","","False","","0"
"B06010","REMATES EN TECHO DE DRY WALL POR INSTALACIONES DE TUBERIAS PARA DATA","S/C","m2","6,5","","U","","False","","0"
"B06011","S/A DE ENCAMISADO CON PEGO EN PAREDES","S/C","m2","18","","U","","False","","0"
"B06012","S/A DE SILICON REPELENTE DE AGUA EN FACHADA DE TABLILLA, TIPO SIKA O SIMILAR","S/C","m2","30","","U","","False","","0"
"B06013","CONSTRUCCION DE REVESTIMIENTO DE PISOS CON BALDOSAS DE VINYL","S/C","m2","20","","U","","False","","0"
"B06014","S/C DE '"U'" DE ALUMINIO DE  3/4'"  O 1/2'" EN CERAMICA DE FACHADA","S/C","m","20","","U","","False","","0"
"B06015","S/C DE BALDOSAS DE CAICO PARA AREAS EXTERIORES. MEDIDAS 25 X 25 CM","S/C","m2","21","","U","","False","","0"
"B06016","S/C DE BOCAS DE VISITA PLASTICAS  COLOR BLANCO  0.36 X 0.36 M","S/C","und","4","","U","","False","","0"
"B06017","S/C DE BOCAS DE VISITA PLASTICAS  COLOR BLANCO  0.36 X 0.75 M","S/C","und","4","","U","","False","","0"
"B06018","CONSTRUCCION DE REVESTIMIENTO DE PISOS CON CANTO RODADO, ACABADO NATURAL. INCLUYE MORTERO BASE","S/C","m2","6,5","","U","","False","","0"
"B06019","S/C DE FRISO ESPONJEADO","S/C","m2","10","","U","","False","","0"
"B06020","S/C DE JUNTAS DE CANTO RODADO ESPESOR HASTA 40 CM","S/C","m","10","","U","","False","","0"
"B06021","SUMINISTRO, TRANSPORTE INSTALACION DE CIELO RASO/PLAFOND DE YESO DE 3/8'" EN SUSPENSION EXISTENTE","S/C","m2","20","","U","","False","","0"
"B06022","S/C DE MARMOL EN FACHADA","S/C","m2","15","","U","","False","","0"
"B06023","CONSTRUCCION DE REVESTIMIENTO DE PISOS DE GOMA VULCANICAZADA, TIPO METRO, COLOR NEGRO. NO INCLUYE MORTERO O PISO DE BASE.","S/C","m2","12","","U","","False","","0"
"B06024","S/C DE TABLETILLA DE ARCILLA ROJA EN FACHADA, INCLUYE RECUBRIMIENTO CON SILICON REPELENTE DE AGUA","S/C","m2","20","","U","","False","","0"
"B06025","S/C DE TABLETILLA DE ARCILLA ROJA EN FACHADA, INCLUYE RECUBRIMIENTO CON SILICON REPELENTE DE AGUA","S/C","m","25","","U","","False","","0"
"B06026","S/C DE TABLETILLA DE ARCILLA ROJA EN TECHOS","S/C","m2","25","","U","","False","","0"
"B06027","S/I DE CIELO RASO DE 2'"X 2'" CON LAMINA DE YESO LISO Y SUSPENSION VISIBLE ELECTROSTATICA NATURAL","S/C","m2","18","","U","","False","","0"
"B06028","SUMINISTRO, TRANSPORTE E INSTALACION DE CIELO RASO DE YESO CON JUNTA INVISIBLE E= 1/2'" (DRY WALL).","S/C","m2","10","","U","","False","","0"
"B06029","SUMINISTRO, TRANSPORTE Y COLOCACION DE ESQUINEROS METALICOS EN PAREDES","S/C","m","30","","U","","False","","0"
"B06030","S/I DE FLEJES PLASTICOS","S/C","m","50","","U","","False","","0"
"B06031","S/I DE MARTILLO DE DRY WALL","S/C","m","15","","U","","False","","0"
"B06032","S/I DE PLATINA METALICA EN BORDE DE ESCALONES FINALES Y/O DE ENTRADA A GARITAS","S/C","m","10","","U","","False","","0"
"B06033","S/I DE RODAPIE DE VINYL COLOR NEGRO H= 8 CM","S/C","m","49","","U","","False","","0"
"B06034","S/I DE TABIQUERIA DE ALUMINIO PARA DIVISION DE BAÑOS","S/C","m2","10","","U","","False","","0"
"B06035","S/I DE TABIQUERIA DE DRY WALL PROVISIONAL","S/C","m2","18","","U","","False","","0"
"B06036","S/I DE TABIQUERIA DE DRY WALL UNA CARA","S/C","m2","12","","U","","False","","0"
"B06037","S/I DE TABIQUERIA EN DRY WALL DE E=10 CM","S/C","m2","14","","U","","False","","0"
"B06038","S/I DE TABIQUERIA EN PLYCEM O SIMILAR, DE E= 10 CM, CON DOBLE LAMINA DE ESPESOS 11 MM","S/C","m2","8","","U","","False","","0"
"B06039","S/I DE ACABADO CON LAMINAS DE DRY WALL ADHERIDAS SOBRE PARED DE BLOQUE, E= 1/2'". NO INCLUYE ESTRUCTURA","S/C","m2","12","","U","","False","","0"
"B06040","SUMINISTRO Y COLOCACION DE REVESTIMIENTO EN FACHADAS CON PORCELANATO","S/C","m2","12","","U","","False","","0"
"B06041","COLOCACION DE REVESTIMIENTO INTERIOR EN PAREDES DE DRY WALL CON SILICONE. CERAMICA SUMINISTRADA POR EL CONTRATANTE","S/C","m2","9","","U","","False","","0"
"B07001","COLOCACION DE SURRELL SUMINISTRADO POR EL BANCO, EN PLANILLEROS. INCLUYE LAMINA DE PANFORTE PARA SOPORTE Y REMATE EN BORDES","S/C","m","6","","U","","False","","0"
"B07002","DESINSTALACION E INSTALACION, CEPILLADO, LIJADO DE ESCALONES DE MADERA EXISTENTE","S/C","m","14","","U","","False","","0"
"B07003","DESMONTAJE DE MUEBLES MODULARES","S/C","und","5","","U","","False","","0"
"B07004","INSTALACION DE PUERTAS DE MADERA EXISTENTES","S/C","pza","10","","U","","False","","0"
"B07005","LIJADO Y PLASTIFICADO DE PISOS DE PARQUET","S/C","m2","15","","U","","False","","0"
"B07006","LIJADO Y PREPARACION DE BARANDA DE MADERA EN ESCALERA","S/C","m","25","","U","","False","","0"
"B07007","MONTAJE DE MUEBLES MODULARES SUMINISTRADOS POR EL BANCO","S/C","und","7","","U","","False","","0"
"B07008","REINSTALACION DE RODAPIE DE MADERA","S/C","m","70","","U","","False","","0"
"B07009","REUBICACION PROVISIONAL DE MUEBLE DE CAJERO","S/C","und","3","","U","","False","","0"
"B07010","S/C DE GAVETA CON CERRADURA EN CAJERO EXTERNO","S/C","und","2,5","","U","","False","","0"
"B07011","S/C DE GAVETA PARA PORTA TECLADO","S/C","und","3","","U","","False","","0"
"B07012","S/C DE MARCO CON PUERTA Y CERRADURA PARA TAPAR TABLEROS","S/C","m2","1,5","","U","","False","","0"
"B07013","S/C DE PIES DE AMIGO EN MESON","S/C","und","5","","U","","False","","0"
"B07014","S/C DE PUERTA DE MADERA ENTAMBORADA (2,10 X 1,80 M) PARA EL AREA DE CAJEROS, COLOR GRIS, INCLUYE VISOR Y BANDEJA, SEGUN DISEÑO","S/C","und","5","","U","","False","","0"
"B07015","S/C DE PUERTAS DE MADERA ENTAMBORADA CON FORMICA GRIS 9-27","S/C","und","6","","U","","False","","0"
"B07016","S/I DE ALA DE PANFORTE REVESTIDO EN FORMICA GRIS 9-27  PARA ESCRITORIOS","S/C","und","0,75","","U","","False","","0"
"B07017","S/I DE ARCHIVO RODANTE TIPO ARTURITO DE PANFORTE REVESTIDO EN FORMICA GRIS 9-27,  INCLUYE CERRADURA Y RUEDA","S/C","und","0,75","","U","","False","","0"
"B07018","S/I DE BARRA CURVA PARA CAJEROS DE PANFORTE REVESTIDO EN FORMICA GRIS. EXCLUYE LAMINA SURRELL SUMINISTRADA POR EL BANCO. EXCLUYE TOPE DE SURELL, INCLUYE CUADRICULA Y SEPARADOR DE BILLETES","S/C","m","0,25","","U","","False","","0"
"B07019","S/I DE BARRA PARA CAJEROS DE  PANFORTE REVESTIDO EN FORMICA GRIS 9-27. EXCLUYE TOPE DE SURELL,  INCLUYE CUADRICULA Y SEPARADOR DE BILLETES
","S/C","m","0,2","","U","","False","","0"
"B07020","S/I DE CAJAS CON DIVISIONES PARA BILLETES. SOLO REMODELACIONES","S/C","und","5","","U","","False","","0"
"B07021","S/I DE CAJAS CUADRICULADAS EN PUESTOS DE CAJEROS. SOLO REMODELACIONES","S/C","und","2,5","","U","","False","","0"
"B07022","S/I DE CINTA ANTIRRESBALANTE EN ESCALONES","S/C","m","30","","U","","False","","0"
"B07023","S/I DE CONTRA HUELLAS EN ESCALERA","S/C","m","9","","U","","False","","0"
"B07024","S/I DE ESCALONES DE MADERA DE ALGARROBO, SEGUN DISEÑO","S/C","m","4","","U","","False","","0"
"B07025","S/I DE ESCRITORIO ELABORADO EN PANFORTE, REVESTIDO EN FORMICA GRIS 9-27","S/C","m","5","","U","","False","","0"
"B07026","S/I DE FORMICA GRIS 9-27 EN MUEBLES Y PUERTAS EXISTENTES (CADA CARA)","S/C","m2","6","","U","","False","","0"
"B07027","S/I DE LAVACOPAS DE ACERO INOXIDABLE INCLUYE HERRAJES","S/C","pza","5","","U","","False","","0"
"B07028","S/I DE LOCKERS FORRADOS EN FORMICA GRIS CRISTAL","S/C","m2","3","","U","","False","","0"
"B07029","S/I DE MARCO DE MADERA DE ANCHO 10 CM","S/C","m","4","","U","","False","","0"
"B07030","S/I DE MESON DE CAJEROS EXTERNOS SEGUN DISEÑO","S/C","m","7","","U","","False","","0"
"B07031","S/I DE MESONES DE MADERA FORRADOS EN FORMICA GRIS CRISTAL CON PIE DE AMIGO","S/C","m","8","","U","","False","","0"
"B07032","S/I DE MUEBLE CON GAVETA PARA A.T.M. (CAJEROS AUTOMATICOS) TIPO REPISA","S/C","und","1,25","","U","","False","","0"
"B07033","S/I DE MUEBLE DE ARCHIVO CON GAVETAS. SEGUN DISEÑO","S/C","m2","4","","U","","False","","0"
"B07034","S/I DE MUEBLE DE MADERA REVESTIDO DE FORMICA GRIS 9-27,CON PUERTAS  PARA FOTOCOPIADORA","S/C","m2","6","","U","","False","","0"
"B07035","S/I DE MUEBLE DE MADERA REVESTIDO DE FORMICA GRIS CRISTAL 9-27. PARA KITCHINETTE SEGUN DISEÑO","S/C","m","2","","U","","False","","0"
"B07036","S/I DE MUEBLE DE MADERA REVESTIDO EN FORMICA GRIS 9-27 PARA PROVEDURIA CON PUERTAS Y ENTREPAÑOS. SEGUN DISEÑO","S/C","m2","7","","U","","False","","0"
"B07037","S/I DE MUEBLE PARA BAÑO. SEGUN DISEÑO","S/C","m","3","","U","","False","","0"
"B07038","S/I DE MUEBLE PARA VALIDADORA Y CPU SEGUN DISEÑO","S/C","und","1,5","","U","","False","","0"
"B07039","S/I DE MUEBLES DE MADERA REVESTIDO EN FORMICA GRIS 9-27, ESTANTERIA ABIERTA SEGUN DISEÑO","S/C","m2","7","","U","","False","","0"
"B07040","S/I DE PUERTA CON MARCO DE MADERA FORRADA EN FORMICA GRIS 9-27 PARA EL AREA DE CAJEROS DE 1.15 X 0.73 M","S/C","und","2,75","","U","","False","","0"
"B07041","S/I DE PUERTA DE ROMANILLA PARA AREA DE LAVAMOPA. SEGUN DETALLE","S/C","m2","0,5","","U","","False","","0"
"B07042","S/I DE PUERTAS PARA BAÑOS, DE MADERA ENTAMBORADA CON VENTANA DE ROMANILLA","S/C","m2","1","","U","","False","","0"
"B07043","S/I DE REPISA DE MADERA REVESTIDA DE FORMICA GRIS 9-27 EN GARITA DE 0.60 X 0.30 X 0.04 M (BANCARIA)","S/C","und","8","","U","","False","","0"
"B07044","S/I DE REPISA DE MADERA REVESTIDA DE FORMICA GRIS 9-27 PARA AREA DE LAVAMOPA","S/C","m","12","","U","","False","","0"
"B07045","S/I DE REPISA DE MADERA REVESTIDA EN FORMICA GRIS 9-27 PARA HORNO MICRO ONDAS A= 45 CM. SEGUN DISEÑO","S/C","m2","4","","U","","False","","0"
"B07046","S/I DE RODAPIE DE MADERA DE ALGARROBO NATURAL H=8 CM","S/C","m","50","","U","","False","","0"
"B07047","S/I DE TABIQUE EN BAÑO CON PUERTAS  EN FORMICA. INCLUYE PASADOR","S/C","m2","2","","U","","False","","0"
"B07048","SUMINISTRO DE TABURETES ELABORADOS EN MADERA","S/C","und","20","","U","","False","","0"
"B07049","S/I DE PANEL DE MADERA DE CEDRO Y VIDRIO CLARO DE 10 MM, SEGUN MODELO CORPORATIVO BANESCO","S/C","m2","2,5","","U","","False","","0"
"B07050","REVESTIMIENTO DE MARCOS METALICOS CON CHAPA DE CEDRO","S/C","m","10","","U","","False","","0"
"B07051","S/C DE PUERTA DE MADERA DE CEDRO CON PANELES DE VIDRIO CLARO Y VIDRIO ESMERILADO, DE ACUERDO A MANUAL CORPORATIVO BANESCO","S/C","m2","0,5","","U","","False","","0"
"B07052","S/I DE TOPE DE GRANITO SOBRE MUEBLE DE KICHINNET, COLOR GRIS GUAYANA O SIMILAR","S/C","m","3","","U","","False","","0"
"B07053","S/I DE MUEBLE PARA KICHINNETTE DE MDF FORRADO EN CHAPA DE CEDRO, SEGUN DISEÑO DE MANUAL CORPORATIVO BANESCO","S/C","m","0,2","","U","","False","","0"
"B07054","S/T/C DE PUERTA DE MADERA REVESTIDA CON CHAPA DE CEDRO","S/C","m2","0,75","","U","","False","","0"
"B07055","S/T/C DE PUERTA PARA BAÑO,  REVESTIDA CON CHAPA DE CEDRO Y VENTILACION DE ROMANILLA","S/C","m2","0,75","","U","","False","","0"
"B07056","S/T/C DE REPISA REVESTIDA CON CHAPA DE CEDRO PARA EL AREA DE LAVAMOPAS Y CLOSET","S/C","m","1","","U","","False","","0"
"B07057","S/T/C DE PANELES DE PROTECCION ALREDEDOR DE COLUMNAS CIRCULARES, AREA PUBLICA, CON LAMINA MDF REVESTIDA EN FORMICA COLOR ALUMINIO, CON ESQUINEROS Y REMATE DE ANGULOS DE ALUMINIO, FIJADO A LAS COLUNMNAS MEDIANTE TORNILLOS (DIAMETRO= 0,6 M H=1,20)","S/C","m2","2,25","","U","","False","","0"
"B07058","REVESTIMIENTO DE PUERTAS METALICAS CON CHAPA DE CEDRO","S/C","m2","10","","U","","False","","0"
"B07059","S/I DE MUEBLE PARA BAÑO DE MDF FORRADO EN CHAPA DE CEDRO, SEGUN DISEÑO DE MANUAL CORPORATIVO BANESCO","S/C","m","0,2","","U","","False","","0"
"B07060","S/I DE MUEBLE PARA HORNO DE MICRO ONDAS, FORRADO EN CHAPA DE CEDRO, SEGUN DISEÑO DE MANUAL CORPORATIVO BANESCO","S/C","m","0,75","","U","","False","","0"
"B07061","S/I DE MANILLA DE ACERO INOXIDABLE ITALIANA, PARA PUERTAS, INCLUYE CILINDRO","S/C","pza","12","","U","","False","","0"
"B07062","S/I DE RODAPIE DE MDF PINTADO, HA= 10 CMS","S/C","m","55","","U","","False","","0"
"B07063","S/I DE CINTA REFORZADA EN CANTOS DE PUERTAS PARA COLOCACION DE MARCO DE MADERA CON JUNTA NEGATIVA","S/C","m2","30","","U","","False","","0"
"B07064","S/T/C DE PANELES DE PROTECCION ALREDEDOR DE COLUMNAS RECTANGULARES,  AREA PUBLICA, LAMINA MDF REVESTIDA EN FORMICA COLOR ALUMINIO, CON ESQUINEROS Y REMATE DE ANGULOS DE ALUMINIO, FIJADO A LAS COLUNMNAS MEDIANTE TORNILLOS (COLUMNAS 0,4 M H=1,20)","S/C","m2","2,75","","U","","False","","0"
"B07065","REINSTALACION DE PUERTAS DE MADERA","S/C","pza","15","","U","","False","","0"
"B08001","INSTALACION DE BRAZO HIDRAULICO","S/C","pza","10","","U","","False","","0"
"B08002","INSTALACION DE CERRADURA EMBUTIDA EN REJA DE BOVEDA","S/C","pza","10","","U","","False","","0"
"B08003","INSTALACION DE CERRADURA PARA PUERTAS DE SEGURIDAD","S/C","pza","10","","U","","False","","0"
"B08004","INSTALACION DE CERRADURA TIPO CISA EN PUERTA DE AREA DE SERVICIOS Y GARITA","S/C","pza","10","","U","","False","","0"
"B08005","INSTALACION DE CERRADURAS SUPERIORES EN PUERTA TEMPLEX","S/C","pza","7","","U","","False","","0"
"B08006","S/I BRAZO HIDRAULICO EN PUERTAS","S/C","und","3","","U","","False","","0"
"B08007","S/I DE BOCA-LLAVES PARA CILINDROS DE CERRADURA","S/C","pza","10","","U","","False","","0"
"B08008","S/I DE CANDADO TIPO ANTI CIZALLA","S/C","und","10","","U","","False","","0"
"B08009","S/I DE CERRADURA DE POMO DE MADERA","S/C","pza","9","","U","","False","","0"
"B08010","S/I DE CERRADURA PARA PUERTA DE SEGURIDAD","S/C","pza","8","","U","","False","","0"
"B08011","S/I DE CERRADURAS EN MUEBLES EXISTENTES","S/C","und","20","","U","","False","","0"
"B08012","S/I DE HEMBRILLA ELECTRICA EN PUERTAS","S/C","pza","4","","U","","False","","0"
"B08013","S/I DE OJOS MAGICOS EN PUERTAS METALICAS","S/C","pza","20","","U","","False","","0"
"B08014","S/I DE PASADORES EN PUERTAS","S/C","und","16","","U","","False","","0"
"B08015","S/I DE TIRADORES EN PUERTAS METALICAS","S/C","und","20","","U","","False","","0"
"B08016","S/I DE TOPES DE PUERTAS","S/C","und","20","","U","","False","","0"
"B08017","S/I DE  CERRADURA DE ACERO INOXIDABLE SATINADO, PARA PUERTAS DE MADERA, EN BAÑOS,  MARCA ATZ O SIMILAR","S/C","pza","10","","U","","False","","0"
"B08018","S/I DE  CERRADURA PARA PUERTAS DE MADERA CON CILINDRO DE 60 MM","S/C","pza","10","","U","","False","","0"
"B08019","S/I DE MANILLA DE ACERO INOXIDABLE SATINADA, PARA PUERTAS DE MADERA","S/C","pza","15","","U","","False","","0"
"B08020","S/I DE CERRADURA PARA EMBUTIR TIPO CISA DE 45 MM","S/C","pza","10","","U","","False","","0"
"B09001","CORTE DE VIDRIOS. INCLUYE CANTO PULIDO","S/C","m","7","","U","","False","","0"
"B09002","INSTALACION DE ATM (CAJEROS AUTOMATICOS DISPENSADORES DE CHEQUERAS). INCLUYE UN PUNTO ELECTRICIDAD, UNO DE DATA Y REMATES DE ALBAÑILERIA. EXCLUYE EL EQUIPO.","S/C","pto","2","","U","","False","","0"
"B09003","INSTALACION DE PUERTAS EXISTENTES DE VIDRIO CON PERFILES DE ALUMINIO","S/C","und","5","","U","","False","","0"
"B09004","INSTALACION DE TIRADORES EN PUERTA TEMPLEX","S/C","und","8","","U","","False","","0"
"B09005","INSTALACION DE VENTANA TIPO SEGURIT EN TAQUILLA EXTERNA","S/C","und","2,75","","U","","False","","0"
"B09006","INSTALACION DE VIDRIOS EXISTENTES","S/C","m2","8","","U","","False","","0"
"B09007","REINSTALACION DE PUERTA TEMPLEX","S/C","und","2,5","","U","","False","","0"
"B09008","S/I CRISTAL MONOLITICO CLARO DE 5 MM EN PUERTAS DE MADERA","S/C","m2","5","","U","","False","","0"
