"CodPar","CodIns","CanIns","Deprec","Contad"
"INI083","ESP012","1","1","43736"
"INI084","COP075","0,25","0,004429","43737"
"INI084","ESP012","1","1","43738"
"INI085","ALB120","1","0,002","43739"
"INI085","COP075","0,25","0,004429","43740"
"INI085","HER015","1","1","43741"
"INI085","HER083","1","0,004","43742"
"INI088","COP074","1","0,004979","43743"
"INI088","VEH040","1","0,0039","43744"
"INI088","VEH041","1","0,006","43745"
"INI089","COP074","1","0,004979","43746"
"INI089","VEH040","1","0,0039","43747"
"INI089","VEH041","1","0,006","43748"
"INI091","COP074","2","0,004979","43749"
"INI091","VEH034","2","1","43750"
"INI092","COP059","1","0,004142","43751"
"INI092","COP072","1","0,004179","43752"
"INI092","COP074","2","0,004979","43753"
"INI093","COP058","2","0,003833","43754"
"INI097","ALB164","1","1","43755"
"INI097","COM015","1","1","43756"
"INI097","COPA05","1","0,006536","43757"
"INI097","SUB003","3","0,009","43758"
"INI097","SUB051","1","0,002","43759"
"INI098","ALB013","1","1","43760"
"INI098","CAR007","1","1","43761"
"INI098","COP075","0,25","0,004429","43762"
"INS003","ARB008","1","1","43763"
"INS003","COP001","1","0,003306","43764"
"INS003","COP050","0,5","0,002781","43765"
"INS003","COP074","0,5","0,004979","43766"
"INS004","CAR045","3","0,008","43767"
"INS004","COP003","1","0,003065","43768"
"INS004","COP050","1","0,002781","43769"
"INS004","COP074","1","0,004979","43770"
"INS004","ESP012","2","1","43771"
"INS005","ARB004","1","1","43772"
"INS005","ARB005","1","1","43773"
"INS005","ARB007","2","0,01","43774"
"INS005","ARB012","2","0,011","43775"
"INS005","ARB016","2","0,02","43776"
"INS006","ALB013","2","1","43777"
"INS006","ARB004","1","1","43778"
"INS006","ARB005","2","1","43779"
"INS006","ARB012","2","0,011","43780"
"INS006","ARB016","1","0,02","43781"
"INS006","VEH027","1","0,00399","43782"
"INS007","ALB013","2","1","43783"
"INS007","ARB004","1","1","43784"
"INS007","ARB005","2","1","43785"
"INS007","ARB012","2","0,011","43786"
"INS007","ARB016","1","0,02","43787"
"INS007","VEH027","1","0,00399","43788"
"INS008","CAR045","3","0,008","43789"
"INS008","COP005","1","0,002948","43790"
"INS008","ESP012","2","1","43791"
"INS009","CAR045","4","0,008","43792"
"INS009","COP005","1","0,002948","43793"
"INS009","ESP012","2","1","43794"
"INS010","COP001","1","0,003306","43795"
"INS010","COP050","1","0,002781","43796"
"INS011","COM006","1","1","43797"
"INS011","COP074","0,25","0,004979","43798"
"INS011","ESP012","1","1","43799"
"INS012","COM006","1","1","43800"
"INS012","COP074","0,25","0,004979","43801"
"INS012","ESP012","1","1","43802"
"INS013","COM006","1","1","43803"
"INS013","COP075","0,5","0,004429","43804"
"INS013","ESP012","1","1","43805"
"INS014","COM012","2","1","43806"
"INS014","COP074","1","0,004979","43807"
"INS014","COPA01","1","0,004632","43808"
"INS015","CON014","1","1","43809"
"INS015","COP075","0,5","0,004429","43810"
"INS015","ESP012","1","1","43811"
"INS016","MED013","1","0,01","43812"
"INS016","OFI002","1","0,0025","43813"
"INS017","OFI002","1","0,0025","43814"
"INS017","VEH031","1","1","43815"
"INS018","ARB003","2","0,09","43816"
"INS018","COP074","2","0,004979","43817"
"INS018","MED014","1","1","43818"
"INS018","OFI001","1","0,01","43819"
"INS018","OFI002","1","0,0025","43820"
"INS018","OFI003","1","1","43821"
"INS018","OFI004","1","0,025","43822"
"INS019","ARB003","1","0,09","43823"
"INS019","MED014","1","1","43824"
"INS019","OFI002","1","0,0025","43825"
"INS019","VEH031","1","1","43826"
"INS020","MED014","1","1","43827"
"INS020","OFI002","1","0,0025","43828"
"INS020","VEH031","1","1","43829"
"INS021","MED014","1","1","43830"
"INS021","OFI002","1","0,0025","43831"
"INS021","VEH031","1","1","43832"
"INS022","ARB003","1","0,09","43833"
"INS022","MED014","1","1","43834"
"INS022","OFI002","1","0,0025","43835"
"INS022","VEH031","1","1","43836"
"INS023","ARB003","1","0,09","43837"
"INS023","MED014","1","1","43838"
"INS023","MED019","1","1","43839"
"INS023","OFI002","1","0,0025","43840"
"INS023","VEH031","1","1","43841"
"INS024","ARB003","1","0,09","43842"
"INS024","MED014","1","1","43843"
"INS024","MED019","1","1","43844"
"INS024","OFI002","1","0,0025","43845"
"INS024","VEH031","1","1","43846"
"INS025","ARB003","1","0,09","43847"
"INS025","MED014","1","1","43848"
"INS025","MED019","1","1","43849"
"INS025","OFI002","1","0,0025","43850"
"INS025","VEH031","1","1","43851"
"INS026","ARB003","1","0,09","43852"
"INS026","MED014","1","1","43853"
"INS026","MED019","1","1","43854"
"INS026","OFI002","1","0,0025","43855"
"INS026","VEH031","1","1","43856"
"INS027","MED014","1","1","43857"
"INS027","OFI002","1","0,0025","43858"
"INS027","VEH031","0,5","1","43859"
"INS028","ALB002","2","0,025","43860"
"INS028","ALB048","1","0,03","43861"
"INS028","ALB065","2","0,01","43862"
"INS028","ALB081","2","0,034","43863"
"INS028","COPA01","1","0,004632","43864"
"INS028","DEM001","1","0,006","43865"
"INS029","COM012","4","1","43866"
"INS029","COPA01","2","0,004632","43867"
"INS029","DEM001","2","0,006","43868"
"INS030","COM012","1","1","43869"
"INS030","COPA01","1","0,004632","43870"
"INS030","DEM001","1","0,006","43871"
"INS031","COM012","1","1","43872"
"INS031","COPA01","1","0,004632","43873"
"INS031","DEM001","1","0,006","43874"
"INS032","COM012","1","1","43875"
"INS032","COPA01","1","0,004632","43876"
"INS032","DEM001","1","0,006","43877"
"INS033","COM012","1","1","43878"
"INS033","COPA01","1","0,004632","43879"
"INS033","DEM001","1","0,006","43880"
"INS034","COM012","2","1","43881"
"INS034","COPA01","1","0,004632","43882"
"INS034","DEM001","1","0,006","43883"
"INS035","ALB049","1","0,04","43884"
"INS035","COP017","1","0,003106","43885"
"INS035","COP074","1","0,004979","43886"
"INS035","DEM035","1","0,0027","43887"
"INS035","HER103","1","0,004","43888"
"INS036","CON030","1","1","43889"
"INS037","ALB013","2","1","43890"
"INS037","COP052","1","0,003433","43891"
"INS037","COPA01","1","0,004632","43892"
"INS037","DEM001","1","0,006","43893"
"INS037","DEM004","2","0,01","43894"
"INS038","ALB013","2","1","43895"
"INS038","COP052","1","0,003433","43896"
"INS038","COPA01","1","0,004632","43897"
"INS038","DEM001","1","0,006","43898"
"INS038","DEM004","2","0,01","43899"
"INS039","ALB013","2","1","43900"
"INS039","COP052","1","0,003433","43901"
"INS039","COPA01","1","0,004632","43902"
"INS039","DEM001","1","0,006","43903"
"INS039","DEM004","2","0,01","43904"
"INS040","ALB013","2","1","43905"
"INS040","COP052","1","0,003433","43906"
"INS040","COPA01","1","0,004632","43907"
"INS040","DEM001","1","0,006","43908"
"INS040","DEM004","2","0,01","43909"
"INS041","ALB013","2","1","43910"
"INS041","COP052","1","0,003433","43911"
"INS041","COPA01","1","0,004632","43912"
"INS041","DEM001","1","0,006","43913"
"INS041","DEM004","2","0,01","43914"
"INS042","COM012","2","1","43915"
"INS042","COPA01","1","0,004632","43916"
"INS042","DEM001","1","0,006","43917"
"INS043","ALB049","1","0,04","43918"
"INS043","COP017","1","0,003106","43919"
"INS043","COP074","1","0,004979","43920"
"INS043","DEM035","1","0,0027","43921"
"INS043","HER103","1","0,004","43922"
"INS044","CON030","1","1","43923"
"INS045","COM012","1","1","43924"
"INS045","COP076","1","0,003032","43925"
"INS045","COPA01","1","0,004632","43926"
"INS045","DEM001","1","0,006","43927"
"INS046","COM012","1","1","43928"
"INS046","COP076","1","0,003032","43929"
"INS046","COPA01","1","0,004632","43930"
"INS046","DEM001","1","0,006","43931"
"INS047","COM012","1","1","43932"
"INS047","COP076","1","0,003032","43933"
"INS047","COPA01","1","0,004632","43934"
"INS047","DEM001","1","0,006","43935"
"INS048","COM012","1","1","43936"
"INS048","COP076","1","0,003032","43937"
"INS048","COPA01","1","0,004632","43938"
"INS048","DEM001","1","0,006","43939"
"INS049","COM012","1","1","43940"
"INS049","COP076","1","0,003032","43941"
"INS049","COPA01","1","0,004632","43942"
"INS049","DEM001","1","0,006","43943"
"INS050","ALB003","1","0,02","43944"
"INS050","CAR010","1","0,022","43945"
"INS050","DEM004","2","0,01","43946"
"INS050","HER006","1","1","43947"
"INS051","ALB003","1","0,02","43948"
"INS051","CAR010","1","0,022","43949"
"INS051","COPA01","1","0,004632","43950"
"INS051","DEM001","1","0,006","43951"
"INS051","DEM004","1","0,01","43952"
"INS051","HER006","1","1","43953"
"INS052","ALB003","2","0,02","43954"
"INS052","ALB079","2","0,034","43955"
"INS052","DEM004","2","0,01","43956"
"INS052","HER006","2","1","43957"
"INS053","ALB002","2","0,025","43958"
"INS053","ALB048","2","0,03","43959"
"INS053","ALB065","2","0,01","43960"
"INS053","ALB164","1","1","43961"
"INS053","COPA02","1","0,004691","43962"
"INS053","DEM001","1","0,006","43963"
"INS054","COM012","2","1","43964"
"INS054","COPA01","2","0,004632","43965"
"INS054","DEM001","2","0,006","43966"
"INS055","COM012","2","1","43967"
"INS055","COPA01","2","0,004632","43968"
"INS055","DEM001","2","0,006","43969"
"INS055","HER039","1","1","43970"
"INS056","COM012","1","1","43971"
"INS056","COPA01","1","0,004632","43972"
"INS056","DEM001","1","0,006","43973"
"INS057","COM012","1","1","43974"
"INS057","COPA01","1","0,004632","43975"
"INS057","DEM001","1","0,006","43976"
"INS058","ALB084","2","1","43977"
"INS058","DEM008","1","0,05","43978"
"INS058","DEM009","1","0,01","43979"
"INS058","ELE014","1","0,015","43980"
"INS058","SUB003","2","0,009","43981"
"INS058","SUB020","1","0,009","43982"
"INS059","ALB002","2","0,025","43983"
"INS059","ALB048","2","0,03","43984"
"INS059","DEM008","2","0,05","43985"
"INS059","DEM009","2","0,01","43986"
"INS059","HER003","1","0,01","43987"
"INS059","SUB003","2","0,009","43988"
"INS059","SUB073","1","0,009","43989"
"INS060","ALB056","2","0,011","43990"
"INS060","ALB079","4","0,034","43991"
"INS060","CON047","1","0,005","43992"
"INS060","SUB006","2","0,045","43993"
"INS060","SUB017","1","1","43994"
"INS061","ALB048","1","0,03","43995"
"INS061","ALB081","1","0,034","43996"
"INS061","DEM004","2","0,01","43997"
"INS061","SUB023","2","1","43998"
"INS062","ALB013","1","1","43999"
"INS062","ALB080","1","0,03","44000"
"INS062","DEM008","2","0,05","44001"
"INS062","DEM009","2","0,01","44002"
"INS062","SUB006","1","0,045","44003"
"INS062","SUB023","2","1","44004"
"INS063","ALB013","1","1","44005"
"INS063","DEM008","2","0,05","44006"
"INS063","DEM009","2","0,01","44007"
"INS063","SUB006","1","0,045","44008"
"INS063","SUB023","2","1","44009"
"INS064","ALB010","1","1","44010"
"INS064","HER022","1","1","44011"
"INS065","DEM003","2","1","44012"
"INS065","PLO002","0,5","0,03","44013"
"INS066","ALB002","2","0,025","44014"
"INS066","ALB048","2","0,03","44015"
"INS066","ALB080","3","0,03","44016"
"INS066","ALB081","2","0,034","44017"
"INS066","DEM008","3","0,05","44018"
"INS066","DEM009","3","0,01","44019"
"INS067","ALB002","2","0,025","44020"
"INS067","ALB066","1","0,02","44021"
"INS067","ALB080","3","0,03","44022"
"INS067","ALB081","2","0,034","44023"
"INS067","DEM038","1","0,05","44024"
"INS067","PIN024","2","0,03","44025"
"INS067","SUB003","2","0,009","44026"
"INS067","SUB020","1","0,009","44027"
"INS068","ALB048","2","0,03","44028"
"INS068","ALB084","2","1","44029"
"INS068","COP078","0,5","0,003468","44030"
"INS069","ALB048","2","0,03","44031"
"INS069","ALB084","2","1","44032"
"INS069","COP078","1","0,003468","44033"
"INS070","ALB048","2","0,03","44034"
"INS070","ALB084","2","1","44035"
"INS070","COP078","2","0,003468","44036"
"INS071","ALB048","1","0,03","44037"
"INS071","ALB081","1","0,034","44038"
"INS071","CPT033","2","0,01","44039"
"INS071","DEM004","2","0,01","44040"
"INS072","COP003","1","0,003065","44041"
"INS072","COP008","1","0,002734","44042"
"INS072","COP050","1","0,002781","44043"
"INS072","COP052","2","0,003433","44044"
"INS072","COP074","1","0,004979","44045"
"INS073","ALB049","1","0,04","44046"
"INS073","COP052","1","0,003433","44047"
"INS073","COP074","1","0,004979","44048"
"INS074","ESP012","1","1","44049"
"INS074","SUB003","4","0,009","44050"
"INS074","SUB070","2","0,009","44051"
"INS075","COP003","1","0,003065","44052"
"INS075","COP017","1","0,003106","44053"
"INS076","COP005","2","0,002948","44054"
"INS076","COP010","1","0,003522","44055"
"INS076","VEH009","1","1","44056"
"INS076","VEH014","8","0,004","44057"
"INS077","COP001","1","0,003306","44058"
"INS077","COP010","1","0,003522","44059"
"INS077","COP013","2","0,002661","44060"
"INS077","VEH009","1","1","44061"
"INS077","VEH014","8","0,004","44062"
"INS078","COP002","1","0,002858","44063"
"INS078","COP005","1","0,002948","44064"
"INS078","VEH009","1","1","44065"
"INS078","VEH014","9","0,004","44066"
"INS079","COP008","1","0,002734","44067"
"INS079","COP016","2","0,00252","44068"
"INS079","COP020","1","0,00282","44069"
"INS079","COP050","1","0,002781","44070"
"INS079","COP074","1","0,004979","44071"
"INS079","VEH005","1","1","44072"
"INS080","COP008","1","0,002734","44073"
"INS080","COP016","1","0,00252","44074"
"INS080","COP020","1","0,00282","44075"
"INS080","COP050","1","0,002781","44076"
"INS080","COP074","1","0,004979","44077"
"INS080","VEH005","1","1","44078"
"INS081","COP008","1","0,002734","44079"
"INS081","COP016","1","0,00252","44080"
"INS081","COP050","1","0,002781","44081"
"INS081","COP074","1","0,004979","44082"
"INS082","COP007","1","0,002804","44083"
"INS082","COP016","1","0,00252","44084"
"INS082","COP020","1","0,00282","44085"
"INS082","COP052","6","0,003433","44086"
"INS082","VEH005","1","1","44087"
"INS082","VEH009","1","1","44088"
"INS083","ALB013","1","1","44089"
"INS083","COP009","1","0,00354","44090"
"INS083","VEH010","2","0,004","44091"
"INS084","ALB013","4","1","44092"
"INS084","ALB048","1","0,03","44093"
"INS085","ALB013","4","1","44094"
"INS085","ALB048","1","0,03","44095"
"INS086","ALB013","4","1","44096"
"INS086","ALB048","1","0,03","44097"
"INS087","ALB013","5","1","44098"
"INS087","BOM010","2","1","44099"
"INS087","BOM011","2","1","44100"
"INS088","ALB013","4","1","44101"
"INS088","BOM010","2","1","44102"
"INS088","BOM011","2","1","44103"
"INS088","SUB085","1","0,009","44104"
"INS089","ALB013","4","1","44105"
"INS089","BOM010","2","1","44106"
"INS089","BOM011","2","1","44107"
"INS089","SUB087","1","0,009","44108"
"INS090","COP043","1","0,004443","44109"
"INS090","COP074","1","0,004979","44110"
"INS091","COP043","1","0,004443","44111"
"INS091","COP074","1","0,004979","44112"
"INS092","BOM011","2","1","44113"
"INS092","COP043","1","0,004443","44114"
"INS092","COP074","1","0,004979","44115"
"INS093","BOM011","2","1","44116"
"INS093","COP043","1","0,004443","44117"
"INS093","COP074","1","0,004979","44118"
"INS094","ALB013","2","1","44119"
"INS094","COP043","1","0,004443","44120"
"INS094","COP074","0,25","0,004979","44121"
"INS095","ALB013","2","1","44122"
"INS095","COP042","1","0,004541","44123"
"INS095","COP074","0,25","0,004979","44124"
"INS096","ALB013","2","1","44125"
"INS096","ALB048","1","0,03","44126"
"INS096","COP043","1","0,004443","44127"
"INS096","COPA01","1","0,004632","44128"
"INS096","SUB020","1","0,009","44129"
"INS096","SUB028","1","1","44130"
"INS097","ALB013","2","1","44131"
"INS097","ALB048","1","0,03","44132"
"INS097","COP043","1","0,004443","44133"
"INS097","COPA01","1","0,004632","44134"
"INS097","SUB020","1","0,009","44135"
"INS097","SUB028","1","1","44136"
"INS098","ALB013","2","1","44137"
"INS098","ALB048","1","0,03","44138"
"INS098","COP043","1","0,004443","44139"
"INS098","SUB020","1","0,009","44140"
"INS098","SUB028","1","1","44141"
"INS099","COP003","1","0,003065","44142"
"INS099","COP012","2","0,003381","44143"
"INS099","COP050","1","0,002781","44144"
"INS099","COP052","2","0,003433","44145"
"INS099","COP074","0,5","0,004979","44146"
"INS099","VEH026","1","1","44147"
"INS100","ALB013","1","1","44148"
"INS100","COP078","1","0,003468","44149"
"INS100","CPT027","1","0,007","44150"
"INS101","ALB013","2","1","44151"
"INS101","COP010","1","0,003522","44152"
"INS101","COP022","1","0,002967","44153"
"INS101","VEH005","0,25","1","44154"
"INS101","VEH039","1","0,004","44155"
"INS102","ALB013","2","1","44156"
"INS102","COP010","1","0,003522","44157"
"INS102","COP022","1","0,002967","44158"
"INS102","VEH005","0,25","1","44159"
"INS102","VEH039","1","0,004","44160"
"INS103","COP010","1","0,003522","44161"
"INS103","COP016","1","0,00252","44162"
"INS103","COP022","1","0,002967","44163"
"INS103","COP074","0,5","0,004979","44164"
"INS103","VEH005","1","1","44165"
"INS104","COP010","1","0,003522","44166"
"INS104","COP016","1","0,00252","44167"
"INS104","COP022","1","0,002967","44168"
"INS104","COP074","0,5","0,004979","44169"
"INS104","VEH005","1","1","44170"
"INS105","COP010","1","0,003522","44171"
"INS105","COP016","1","0,00252","44172"
"INS105","COP022","1","0,002967","44173"
"INS105","COP074","0,5","0,004979","44174"
"INS105","VEH005","1","1","44175"
"INS106","ALB013","3","1","44176"
"INS106","COP038","1","0,004842","44177"
"INS106","CPT034","1","1","44178"
"INS107","COP021","1","0,003191","44179"
"INS107","COP076","1","0,003032","44180"
"INS107","MOV003","2","1","44181"
"INS108","COP021","1","0,003191","44182"
"INS108","COP076","1","0,003032","44183"
"INS108","MOV003","2","1","44184"
"INS108","VEH026","0,2","1","44185"
"INS109","COP004","1","0,003168","44186"
"INS109","COP007","1","0,002804","44187"
"INS109","COP053","1","0,003465","44188"
"INS110","COP004","1","0,003168","44189"
"INS110","COP045","1","0,004398","44190"
"INS111","ALB013","1","1","44191"
"INS111","ALB048","2","0,03","44192"
"INS111","COP038","1","0,004842","44193"
"INS111","COPA01","1","0,004632","44194"
"INS111","CPT004","1","0,008","44195"
"INS112","COP076","1","0,003032","44196"
"INS112","CPT034","1","1","44197"
"INS112","MOV003","1","1","44198"
"INS113","COP016","1","0,00252","44199"
"INS113","COP021","1","0,003191","44200"
"INS113","VEH005","0,5","1","44201"
"INS114","COP006","1","0,003541","44202"
"INS114","COP052","3","0,003433","44203"
"INS115","COP006","1","0,003541","44204"
"INS115","COP052","3","0,003433","44205"
"INS116","COP006","1","0,003541","44206"
"INS116","COP052","3","0,003433","44207"
"INS117","COP006","1","0,003541","44208"
"INS117","COP052","3","0,003433","44209"
"INS118","COP003","1","0,003065","44210"
"INS118","COP006","1","0,003541","44211"
"INS118","COP052","3","0,003433","44212"
"INS119","ALB003","2","0,02","44213"
"INS119","ALB056","3","0,011","44214"
"INS119","ALB081","10","0,034","44215"
"INS120","COP076","1","0,003032","44216"
"INS121","COP074","2","0,004979","44217"
"INS121","VEH034","1","1","44218"
"INS122","COP074","2","0,004979","44219"
"INS122","VEH034","1","1","44220"
"INS123","COP058","4","0,003833","44221"
"INS124","COP058","4","0,003833","44222"
"INS125","COP058","4","0,003833","44223"
"INS126","COP058","4","0,003833","44224"
"INS127","COP058","4","0,003833","44225"
"INS128","ALB005","2","0,025","44226"
"INS128","COM001","1","1","44227"
"INS128","CON007","1","0,007","44228"
"INS128","COP075","0,25","0,004429","44229"
"INS128","ESP012","1","1","44230"
"INS129","ALB001","2","1","44231"
"INS129","ALB022","2","0,01","44232"
"INS129","ALB075","2","0,09","44233"
"INS129","ALB081","2","0,034","44234"
"INS129","ALB163","1","0,0158","44235"
"INS129","CON016","1","0,009","44236"
