"CodPar","CodIns","CanIns","Deprec","Contad"
"B13044","ALB143","1","1","5356"
"B13044","ALB164","1","1","5357"
"B13044","MEC002","1","1","5358"
"B13045","COM007","1","1","5359"
"B13045","COP074","0,5","0,004979","5360"
"B13045","MEC007","1","0,02","5361"
"B13045","MEC008","1","0,03","5362"
"B13046","COM007","1","1","5363"
"B13046","HER014","1","1","5364"
"B13046","MEC002","1","1","5365"
"B13047","COM007","1","1","5366"
"B13047","HER014","1","1","5367"
"B13047","MEC002","1","1","5368"
"B13048","COP074","0,25","0,004979","5369"
"B13048","HER003","1","0,01","5370"
"B13048","MEC002","1","1","5371"
"B13048","PIN002","0,5","1","5372"
"B13048","SUB072","1","0,009","5373"
"B13049","ESP012","1","1","5374"
"B13050","COP074","0,5","0,004979","5375"
"B13050","HER003","1","0,01","5376"
"B13050","PIN002","0,25","1","5377"
"B13050","PIN013","1","0,07","5378"
"B13050","SUB072","1","0,009","5379"
"B13051","COP074","0,5","0,004979","5380"
"B13051","HER003","1","0,01","5381"
"B13051","MEC008","1","0,03","5382"
"B13051","PIN002","0,25","1","5383"
"B13051","PIN013","1","0,07","5384"
"B13051","SUB072","1","0,009","5385"
"B13052","ALB051","2","0,01","5386"
"B13052","ALB144","1","0,015","5387"
"B13052","SUB003","2","0,009","5388"
"B13052A","ALB144","1","0,015","5389"
"B13052A","SUB071","1","0,009","5390"
"B13053","MEC002","1","1","5391"
"B13054","ALB076","2","0,02","5392"
"B13054","PIN024","2","0,03","5393"
"B13054","SUB071","2","0,009","5394"
"B13055","HER016","1","1","5395"
"B13055","MEC002","1","1","5396"
"B13056","HER016","1","1","5397"
"B13057","HER016","1","1","5398"
"B13057","MEC002","1","1","5399"
"B13058","HER016","1","1","5400"
"B13058","MEC002","1","1","5401"
"B13059","HER016","1","1","5402"
"B13059","MEC002","1","1","5403"
"B13060","HER016","1","1","5404"
"B13060","MEC002","1","1","5405"
"B13061","PLO001","1","1","5406"
"B13062","ESP012","1","1","5407"
"B13063","MEC002","1","1","5408"
"B13064","MEC002","1","1","5409"
"B13064","SUB050","1","0,0027","5410"
"B13065","ALB010","1","1","5411"
"B13065","ELE013","0,5","1","5412"
"B13065","MEC002","1","1","5413"
"B13066","ELE013","0,5","1","5414"
"B13066","HER022","1","1","5415"
"B13066","MEC002","1","1","5416"
"B13067","ALB097","1","0,003","5417"
"B13067","ALB123","0,25","1","5418"
"B13067","ALB137","2","0,025","5419"
"B13067","ALB143","1","1","5420"
"B13067","ALB144","1","0,015","5421"
"B13067","ALB162","1","0,01","5422"
"B13067","ALB164","1","1","5423"
"B13068","MEC002","1","1","5424"
"B13069","MEC002","1","1","5425"
"B13070","MEC002","1","1","5426"
"B13071","ALB051","2","0,01","5427"
"B13071","ALB144","1","0,015","5428"
"B13071","SUB003","2","0,009","5429"
"B13071","SUB012","1","0,009","5430"
"B13072","ALB051","2","0,01","5431"
"B13072","ALB144","1","0,015","5432"
"B13072","SUB003","2","0,009","5433"
"B13072","SUB012","1","0,009","5434"
"B13073","ALB051","2","0,01","5435"
"B13073","ALB144","1","0,015","5436"
"B13073","SUB003","2","0,009","5437"
"B13073","SUB012","1","0,009","5438"
"B13074","ALB051","2","0,01","5439"
"B13074","ALB144","1","0,015","5440"
"B13074","SUB003","2","0,009","5441"
"B13075","ESP012","2","1","5442"
"B13075","SUB003","2","0,009","5443"
"B13075","SUB008","1","1","5444"
"B13076","ESP012","2","1","5445"
"B13076","SUB003","2","0,009","5446"
"B13076","SUB008","1","1","5447"
"B13077","ESP012","2","1","5448"
"B13077","SUB003","2","0,009","5449"
"B13077","SUB008","1","1","5450"
"B13078","ESP012","2","1","5451"
"B13078","SUB003","2","0,009","5452"
"B13078","SUB008","1","1","5453"
"B13079","ESP012","2","1","5454"
"B13079","SUB003","2","0,009","5455"
"B13079","SUB008","1","1","5456"
"B13080","ESP012","2","1","5457"
"B13080","SUB003","2","0,009","5458"
"B13080","SUB008","1","1","5459"
"B13081","ESP012","2","1","5460"
"B13081","SUB003","2","0,009","5461"
"B13081","SUB008","1","1","5462"
"B13082","ESP012","2","1","5463"
"B13082","SUB003","2","0,009","5464"
"B13082","SUB008","1","1","5465"
"B13083","ESP012","2","1","5466"
"B13083","SUB003","2","0,009","5467"
"B13083","SUB008","1","1","5468"
"B13084","ESP012","2","1","5469"
"B13084","SUB003","2","0,009","5470"
"B13084","SUB008","1","1","5471"
"B13085","ALB051","2","0,01","5472"
"B13085","ALB144","1","0,015","5473"
"B13085","SUB003","2","0,009","5474"
"B13086","ALB051","2","0,01","5475"
"B13086","ALB144","1","0,015","5476"
"B13086","SUB003","2","0,009","5477"
"B13087","ALB051","2","0,01","5478"
"B13087","ALB144","1","0,015","5479"
"B13087","SUB003","2","0,009","5480"
"B13088","ALB051","2","0,01","5481"
"B13088","ALB144","1","0,015","5482"
"B13088","SUB003","2","0,009","5483"
"B13089","ALB051","2","0,01","5484"
"B13089","ALB144","1","0,015","5485"
"B13089","SUB003","2","0,009","5486"
"B13090","ALB051","2","0,01","5487"
"B13090","ALB144","1","0,015","5488"
"B13090","SUB003","2","0,009","5489"
"B13091","ALB051","2","0,01","5490"
"B13091","ALB144","1","0,015","5491"
"B13091","SUB003","2","0,009","5492"
"B13092","ALB051","2","0,01","5493"
"B13092","ALB144","1","0,015","5494"
"B13092","SUB003","2","0,009","5495"
"B13093","ESP012","1","1","5496"
"B13094","ALB051","2","0,01","5497"
"B13094","ALB144","1","0,015","5498"
"B13094","SUB003","2","0,009","5499"
"B13095","ESP012","1","1","5500"
"B13095","SUB003","2","0,009","5501"
"B13095","SUB008","1","1","5502"
"B13096","ALB051","2","0,01","5503"
"B13096","ALB144","1","0,015","5504"
"B13096","SUB003","2","0,009","5505"
"B13097","ALB051","2","0,01","5506"
"B13097","ALB144","1","0,015","5507"
"B13097","SUB003","2","0,009","5508"
"B13097","SUB017","0,2","1","5509"
"B13098","ESP012","2","1","5510"
"B13098","SUB003","2","0,009","5511"
"B13098","SUB008","1","1","5512"
"B13099","ALB051","2","0,01","5513"
"B13099","ALB144","1","0,015","5514"
"B13099","SUB003","2","0,009","5515"
"B13100","ALB051","2","0,01","5516"
"B13100","ALB144","1","0,015","5517"
"B13100","SUB003","2","0,009","5518"
"B13101","ALB051","2","0,01","5519"
"B13101","ALB144","1","0,015","5520"
"B13101","SUB003","2","0,009","5521"
"B13102","ALB051","2","0,01","5522"
"B13102","ALB144","1","0,015","5523"
"B13102","SUB003","2","0,009","5524"
"B13103","ALB051","2","0,01","5525"
"B13103","ALB144","1","0,015","5526"
"B13103","SUB003","2","0,009","5527"
"B13104","COP075","0,25","0,004429","5528"
"B13104","HER042","1","1","5529"
"B13104","HER132","1","1","5530"
"B13104","SUB008","1","1","5531"
"B13105","COP075","0,25","0,004429","5532"
"B13105","ELE003","1","1","5533"
"B13105","SUB003","1","0,009","5534"
"B13106","COP074","0,25","0,004979","5535"
"B13106","ELE003","1","1","5536"
"B13106","SUB003","1","0,009","5537"
"B13107","COP074","0,25","0,004979","5538"
"B13107","ELE003","1","1","5539"
"B13107","SUB003","1","0,009","5540"
"B13108","COP075","0,25","0,004429","5541"
"B13108","ELE003","1","1","5542"
"B13108","SUB003","1","0,009","5543"
"B13109","COP075","0,25","0,004429","5544"
"B13109","ELE003","1","1","5545"
"B13109","SUB003","1","0,009","5546"
"B13110","COP075","0,25","0,004429","5547"
"B13110","ELE003","1","1","5548"
"B13110","SUB003","1","0,009","5549"
"B13111","COP075","0,25","0,004429","5550"
"B13111","ELE003","1","1","5551"
"B13111","SUB003","1","0,009","5552"
"B13112","MEC002","1","1","5553"
"B13113","COP074","1","0,004979","5554"
"B13113","MEC007","1","0,02","5555"
"B13113","MEC008","1","0,03","5556"
"B13114","COP074","1","0,004979","5557"
"B13114","MEC007","1","0,02","5558"
"B13114","MEC008","1","0,03","5559"
"B13115","COP074","1","0,004979","5560"
"B13115","MEC007","1","0,02","5561"
"B13115","MEC008","1","0,03","5562"
"B13116","COP074","1","0,004979","5563"
"B13116","MEC007","1","0,02","5564"
"B13116","MEC008","1","0,03","5565"
"B13117","COP074","1","0,004979","5566"
"B13117","MEC007","1","0,02","5567"
"B13117","MEC008","1","0,03","5568"
"B13118","COP074","1","0,004979","5569"
"B13118","MEC007","1","0,02","5570"
"B13118","MEC008","1","0,03","5571"
"B13119","ESP012","1","1","5572"
"B13120","ESP012","1","1","5573"
"B13121","ESP012","1","1","5574"
"B13122","ESP012","1","1","5575"
"B13123","MEC003","1","1","5576"
"B13124","ESP012","1","1","5577"
"B13125","ALB051","2","0,01","5578"
"B13125","ALB144","1","0,015","5579"
"B13125","SUB003","2","0,009","5580"
"B13126","ALB051","2","0,01","5581"
"B13126","ALB144","1","0,015","5582"
"B13126","SUB003","2","0,009","5583"
"B13127","ALB051","2","0,01","5584"
"B13127","ALB144","1","0,015","5585"
"B13127","SUB003","2","0,009","5586"
"B13128","ALB051","2","0,01","5587"
"B13128","ALB144","1","0,015","5588"
"B13128","SUB003","2","0,009","5589"
"B13129","ALB051","2","0,01","5590"
"B13129","ALB144","1","0,015","5591"
"B13129","SUB003","2","0,009","5592"
"B13130","ALB051","2","0,01","5593"
"B13130","ALB144","1","0,015","5594"
"B13130","SUB003","2","0,009","5595"
"B13131","ALB051","2","0,01","5596"
"B13131","ALB144","1","0,015","5597"
"B13131","SUB003","2","0,009","5598"
"B13132","ALB051","2","0,01","5599"
"B13132","ALB144","1","0,015","5600"
"B13132","SUB003","2","0,009","5601"
"B13133","ALB051","2","0,01","5602"
"B13133","ALB144","1","0,015","5603"
"B13133","SUB003","2","0,009","5604"
"B13134","ALB051","2","0,01","5605"
"B13134","ALB144","1","0,015","5606"
"B13134","SUB003","2","0,009","5607"
"B13135","ALB051","2","0,01","5608"
"B13135","ALB144","1","0,015","5609"
"B13135","SUB003","2","0,009","5610"
"B13136","ALB051","2","0,01","5611"
"B13136","ALB144","1","0,015","5612"
"B13136","SUB003","2","0,009","5613"
"B13137","ALB051","2","0,01","5614"
"B13137","ALB144","1","0,015","5615"
"B13137","SUB003","2","0,009","5616"
"B13138","ALB051","2","0,01","5617"
"B13138","ALB144","1","0,015","5618"
"B13138","SUB003","2","0,009","5619"
"B13139","ALB051","2","0,01","5620"
"B13139","ALB144","1","0,015","5621"
"B13139","SUB003","2","0,009","5622"
"B13140","ALB051","2","0,01","5623"
"B13140","ALB144","1","0,015","5624"
"B13140","SUB003","2","0,009","5625"
"B13141","ALB051","2","0,01","5626"
"B13141","ALB144","1","0,015","5627"
"B13141","SUB003","2","0,009","5628"
"B13142","ALB051","2","0,01","5629"
"B13142","ALB144","1","0,015","5630"
"B13142","SUB003","2","0,009","5631"
"B13143","ALB051","2","0,01","5632"
"B13143","ALB144","1","0,015","5633"
"B13143","SUB003","2","0,009","5634"
"B13144","ALB051","2","0,01","5635"
"B13144","ALB144","1","0,015","5636"
"B13144","SUB003","2","0,009","5637"
"B13145","ALB051","2","0,01","5638"
"B13145","ALB144","1","0,015","5639"
"B13145","SUB003","2","0,009","5640"
"B13146","ALB051","2","0,01","5641"
"B13146","ALB144","1","0,015","5642"
"B13146","SUB003","2","0,009","5643"
"B13147","COP075","0,25","0,004429","5644"
"B13147","SUB008","1","1","5645"
"B13148","COP075","0,25","0,004429","5646"
"B13148","SUB008","1","1","5647"
"B13149","COP075","0,25","0,004429","5648"
"B13149","SUB008","1","1","5649"
"B13150","SUB008","1","1","5650"
"B13151","ALB051","2","0,01","5651"
"B13151","ALB144","1","0,015","5652"
"B13151","SUB003","2","0,009","5653"
"B13152","ALB019","1","1","5654"
"B13152","ELE003","1","1","5655"
"B13152","SUB021","1","1","5656"
"B13153","ELE003","1","1","5657"
"B13153","SUB021","1","1","5658"
"B13154","ESP012","1","1","5659"
"B13155","ESP012","1","1","5660"
"B13156","ELE007","1","0,09","5661"
"B13156","ELE029","1","0,02","5662"
"B13157","ELE007","1","0,09","5663"
"B13157","ELE029","1","0,02","5664"
"B13158","HER016","1","1","5665"
"B13158","MEC002","1","1","5666"
"B13158","SUB012","1","0,009","5667"
"B13159","HER016","1","1","5668"
"B13159","MEC002","1","1","5669"
"B13159","SUB012","1","0,009","5670"
"B13160","ELE007","1","0,09","5671"
"B13160","HER016","1","1","5672"
"B13160","MEC002","1","1","5673"
"B13160","SUB003","2","0,009","5674"
"B13161","HER016","1","1","5675"
"B13161","MEC002","1","1","5676"
"B13162","HER016","1","1","5677"
"B13162","MEC002","1","1","5678"
"B13163","COP075","0,25","0,004429","5679"
"B13163","HER016","1","1","5680"
"B13163","MEC002","1","1","5681"
"B13164","COP075","0,25","0,004429","5682"
"B13164","HER016","1","1","5683"
"B13164","MEC002","1","1","5684"
"B13165","HER016","1","1","5685"
"B13165","MEC002","1","1","5686"
"B13166","HER016","1","1","5687"
"B13166","MEC002","1","1","5688"
"B13167","HER016","1","1","5689"
"B13167","MEC002","1","1","5690"
"B13168","ALB111","1","0,03","5691"
"B13168","HER016","1","1","5692"
"B13168","MEC002","1","1","5693"
"B13169","ALB111","1","0,03","5694"
"B13169","HER016","1","1","5695"
"B13169","MEC002","1","1","5696"
"B13170","HER019","1","1","5697"
"B13171","HER019","1","1","5698"
"B13172","HER019","1","1","5699"
"B13173","HER019","1","1","5700"
"B13174","HER019","1","1","5701"
"B13175","MEC002","1","1","5702"
"B13176","MEC002","1","1","5703"
"B13177","MEC002","1","1","5704"
"B13178","MEC002","1","1","5705"
"B13179","MEC002","1","1","5706"
"B13180","MEC002","1","1","5707"
"B13181","COP074","1","0,004979","5708"
"B13181","MEC007","1","0,02","5709"
"B13181","MEC008","1","0,03","5710"
"B13182","ESP012","1","1","5711"
"B13183","HER039","1","1","5712"
"B13211","COP075","0,5","0,004429","5713"
"B13211","ESP012","1","1","5714"
"B13211","PLO004","1","1","5715"
"B13211","PLO006","1","1","5716"
"B13211","PLO025","1","1","5717"
"B13211","SUB003","1","0,009","5718"
"B13211","SUB071","1","0,009","5719"
"B13212","COP075","0,5","0,004429","5720"
"B13212","ESP012","1","1","5721"
"B13212","PLO004","1","1","5722"
"B13212","PLO006","1","1","5723"
"B13212","PLO025","1","1","5724"
"B13212","SUB003","1","0,009","5725"
"B13212","SUB071","1","0,009","5726"
"B13213","COP075","0,5","0,004429","5727"
"B13213","ESP012","1","1","5728"
"B13213","PLO004","1","1","5729"
"B13213","PLO006","1","1","5730"
"B13213","PLO025","1","1","5731"
"B13213","SUB003","1","0,009","5732"
"B13213","SUB071","1","0,009","5733"
"B13214","COP075","0,5","0,004429","5734"
"B13214","ESP012","1","1","5735"
"B13214","PLO004","1","1","5736"
"B13214","PLO006","1","1","5737"
"B13214","PLO025","1","1","5738"
"B13214","SUB003","1","0,009","5739"
"B13214","SUB071","1","0,009","5740"
"B13215","COP075","0,5","0,004429","5741"
"B13215","ESP012","1","1","5742"
"B13215","PLO004","1","1","5743"
"B13215","PLO006","1","1","5744"
"B13215","PLO025","1","1","5745"
"B13215","SUB003","1","0,009","5746"
"B13215","SUB071","1","0,009","5747"
"B13216","COP075","0,25","0,004429","5748"
"B13216","ESP012","1","1","5749"
"B13216","SUB003","1","0,009","5750"
"B13216","SUB071","1","0,009","5751"
"B13217","COM005","1","1","5752"
"B13217","HER004","1","0,04","5753"
"B13218","ALB076","2","0,02","5754"
"B13218","PIN024","2","0,03","5755"
"B13218","SUB071","2","0,009","5756"
"B13219","ALB076","2","0,02","5757"
"B13219","PIN024","2","0,03","5758"
"B13219","SUB071","2","0,009","5759"
"B13220","ALB076","2","0,02","5760"
"B13220","PIN024","2","0,03","5761"
"B13220","SUB071","2","0,009","5762"
"B13221","ALB076","2","0,02","5763"
"B13221","PIN024","2","0,03","5764"
"B13221","SUB071","2","0,009","5765"
"B13222","ALB076","2","0,02","5766"
"B13222","PIN024","2","0,03","5767"
"B13222","SUB071","2","0,009","5768"
"B13223","ALB123","0,25","1","5769"
"B13223","ALB164","1","1","5770"
"B13223","COP074","0,25","0,004979","5771"
"B13223","HER003","1","0,01","5772"
"B13224","ALB123","0,25","1","5773"
"B13224","ALB164","1","1","5774"
"B13224","COP074","0,25","0,004979","5775"
"B13224","HER003","1","0,01","5776"
"B13225","ALB097","1","0,003","5777"
"B13225","ALB123","0,25","1","5778"
"B13225","ALB137","2","0,025","5779"
"B13225","ALB143","1","1","5780"
"B13225","ALB144","1","0,015","5781"
"B13225","ALB162","1","0,01","5782"
"B13225","ALB164","1","1","5783"
"B13226","ALB097","1","0,003","5784"
"B13226","ALB123","0,25","1","5785"
"B13226","ALB137","2","0,025","5786"
"B13226","ALB143","1","1","5787"
"B13226","ALB144","1","0,015","5788"
"B13226","ALB162","1","0,01","5789"
"B13226","ALB164","1","1","5790"
"B13227","MEC002","1","1","5791"
"B13228","MEC002","1","1","5792"
"B13229","MEC002","1","1","5793"
"B13230","MEC002","1","1","5794"
"B13231","HER016","1","1","5795"
"B13231","MEC002","1","1","5796"
"B13231","SUB012","1","0,009","5797"
"B13232","ALB123","0,25","1","5798"
"B13232","ALB164","1","1","5799"
"B13232","COP074","0,25","0,004979","5800"
"B13232","HER003","1","0,01","5801"
"B13233","COPA04","1","0,004401","5802"
"B13234","ALB123","0,25","1","5803"
"B13234","ALB164","1","1","5804"
"B13234","COP074","0,25","0,004979","5805"
"B13234","HER003","1","0,01","5806"
"B13235","COPA04","1","0,004401","5807"
"B13236","COPA04","1","0,004401","5808"
"B13237","COP075","0,25","0,004429","5809"
"B13237","ELE003","1","1","5810"
"B13237","SUB003","1","0,009","5811"
"B13238","HER019","1","1","5812"
"B13239","MEC002","1","1","5813"
"B13240","MEC002","1","1","5814"
"B13241","MEC002","1","1","5815"
"B13242","HER016","1","1","5816"
"B13242","MEC002","1","1","5817"
"B14001","ALB081","4","0,034","5818"
"B14001","ALB112","1","0,02","5819"
"B14001","VEH054","1","1","5820"
"B14002","ALB003","2","0,02","5821"
"B14002","ALB081","4","0,034","5822"
"B14003","LIM004","1","0,05","5823"
"B14003","LIM006","1","0,025","5824"
"B14004","LIM003","2","0,05","5825"
"B14004","LIM004","1","0,05","5826"
"B14004","LIM006","2","0,025","5827"
"B14005","LIM003","2","0,05","5828"
"B14005","LIM004","1","0,05","5829"
"B14005","LIM006","2","0,025","5830"
"B14006","ELE019","1","1","5831"
"B14006","HER119","2","0,006","5832"
"B14006","SUB051","0,5","0,002","5833"
"B14007","LIM018","2","0,03","5834"
"B14007","LIM021","2","0,008","5835"
"B14008","LIM003","2","0,05","5836"
"B14008","LIM023","1","1","5837"
"B14008","LIM024","2","0,033","5838"
"B14008","VEH031","0,2","1","5839"
"B14009","LIM003","2","0,05","5840"
"B14009","LIM023","1","1","5841"
"B14009","LIM024","2","0,033","5842"
"B14009","VEH031","0,2","1","5843"
"B15001","VEH061","1","1","5844"
"B15002","VEH061","1","1","5845"
"B15003","VEH061","1","1","5846"
"B15004","VEH061","1","1","5847"
"B15005","VEH061","1","1","5848"
"B15006","VEH061","1","1","5849"
"B15007","VEH061","1","1","5850"
"B15008","VEH061","1","1","5851"
"B15009","VEH061","1","1","5852"
"B16001","SUB003","8","0,009","5853"
"B16002","SUB024","1","1","5854"
"B16003","ELE003","1","1","5855"
"B16003","SUB020","1","0,009","5856"
"B16004","ESP012","1","1","5857"
"B16005","ALB063","1","0,015","5858"
"B16005","ALB097","1","0,003","5859"
"B16005","ELE022","1","0,01","5860"
"B16005","SUB071","1","0,009","5861"
"B16006","ALB097","1","0,003","5862"
"B16006","ALB136","1","0,011","5863"
"B16006","ALB144","1","0,015","5864"
"B16006","MED001","1","0,01","5865"
"B16007","ALB010","1","1","5866"
"B16008","ALB019","1","1","5867"
"B16008","HER016","1","1","5868"
"B16009","ALB019","1","1","5869"
"B16009","HER016","1","1","5870"
"B16010","ESP012","1","1","5871"
"B16010","SUB068","1","0,005","5872"
"B16011","ELE003","1","1","5873"
"B16011","SUB021","1","1","5874"
"B16012","HER022","1","1","5875"
"B16012","HER080","1","0,023","5876"
"B16012","HER092","1","1","5877"
"B16012","PLO006","1","1","5878"
"B16013","ALB098","1","0,01","5879"
"B16013","ALB180","1","0,03","5880"
"B16013","ELE019","1","1","5881"
"B16013","HER086","1","0,04","5882"
"B16013","HER092","1","1","5883"
"B16013","HER140","2","0,004181","5884"
"B16013","PIN003","1","0,02897","5885"
"B16013","SUB028","1","1","5886"
"B16013","SUB029","1","1","5887"
"BAN001","PLO004","1","1","5888"
"BAN001","VEH031","0,2","1","5889"
"BAN002","PLO004","1","1","5890"
"BAN003","COP998","0,25","0,004487","5891"
"BAN003","HER061","1","1","5892"
"BAN003","MEC007","1","0,02","5893"
"BAN003","MEC008","1","0,03","5894"
"BAN003","SUB021","1","1","5895"
"BAN004","ALB129","1","0,03","5896"
"BAN004","ALB144","2","0,015","5897"
"BAN004","ELE028","2","0,01","5898"
"BAN004","ELE033","1","1","5899"
"BAN004","HER001","2","0,02","5900"
"BAN004","SUB070","1","0,009","5901"
"BAN004","VEH031","0,2","1","5902"
"BAN005","ELE003","1","1","5903"
"BAN006","COP074","0,5","0,004979","5904"
"BAN006","HER003","1","0,01","5905"
"BAN007","PLO002","1","0,03","5906"
"BAN008","PLO002","1","0,03","5907"
"BAN009","PLO004","1","1","5908"
"BAN010","PLO004","1","1","5909"
"BAN011","CAR019","1","1","5910"
"BAN011","ESP012","1","1","5911"
"BAN012","MEC007","1","0,02","5912"
"BAN012","SUB021","1","1","5913"
"BAN013","MEC007","1","0,02","5914"
"BAN013","SUB021","1","1","5915"
"BAN014","CAR019","1","1","5916"
"BAN015","PLO004","1","1","5917"
"BAN016","PLO002","1","0,03","5918"
"BAN017","PLO002","1","0,03","5919"
"BAN018","PLO012","1","1","5920"
"BAN019","PLO017","1","1","5921"
"BAN020","ALB103","1","0,005","5922"
"BAN020","ALB111","1","0,03","5923"
"BAN020","ALB137","1","0,025","5924"
"BAN020","ALB149","1","0,01","5925"
"BAN021","ALB103","1","0,005","5926"
"BAN021","ALB111","1","0,03","5927"
"BAN021","ALB137","1","0,025","5928"
"BAN021","ALB149","1","0,01","5929"
"BAN022","ELE003","1","1","5930"
"BAN022","SUB003","4","0,009","5931"
"BAN023","ELE003","1","1","5932"
"BAN023","VEH057","0,25","0,005","5933"
"BAN024","ELE003","1","1","5934"
"BAN024","VEH057","0,25","0,005","5935"
"BAN025","ELE003","1","1","5936"
"BAN025","SUB021","2","1","5937"
"BAN026","COP074","0,25","0,004979","5938"
"BAN026","ELE003","1","1","5939"
"BAN026","SUB021","2","1","5940"
"BAN027","COP074","0,25","0,004979","5941"
"BAN027","ELE003","1","1","5942"
"BAN027","SUB021","2","1","5943"
"BAN028","COM005","1","1","5944"
"BAN028","COP074","0,25","0,004979","5945"
"BAN029","COM005","1","1","5946"
"BAN029","COP074","0,25","0,004979","5947"
"BAN030","HER119","1","0,006","5948"
"BAN030","VEH003","0,5","0,004","5949"
"BAN031","PIN020","1","0,07","5950"
"BAN031","VEH047","1","1","5951"
"BAN032","ARB010","4","1","5952"
"BAN032","COP049","0,2","0,004358","5953"
"BAN032","PIN010","3","0,07","5954"
"BAN032","SUB072","1","0,009","5955"
"BAN033","ARB010","4","1","5956"
"BAN033","COP049","0,2","0,004358","5957"
"BAN033","PIN010","3","0,07","5958"
"BAN033","SUB072","1","0,009","5959"
"BAN034","HER010","1","1","5960"
"BAN034","HER038","1","1","5961"
"BAN034","HER109","1","0,005","5962"
"BAN034","HER122","1","1","5963"
"BAN034","HER123","1","0,001","5964"
"BAN034","HER124","1","0,001","5965"
"BAN034","VEH004","0,5","1","5966"
"BAN035","ARB010","4","1","5967"
"BAN035","COP049","0,2","0,004358","5968"
"BAN035","PIN010","3","0,07","5969"
"BAN035","SUB072","1","0,009","5970"
"BAN036","ELE003","2","1","5971"
"BAN036","SEG017","2","1","5972"
"BAN036","SUB021","2","1","5973"
"BAN036","SUB032","2","1","5974"
"BAN036","SUB084","1","1","5975"
"BAN037","COP074","0,2","0,004979","5976"
"BAN037","ELE003","2","1","5977"
"BAN037","SEG017","2","1","5978"
"BAN037","SUB021","2","1","5979"
"BAN037","SUB032","2","1","5980"
"BAN037","SUB084","1","1","5981"
"BAN038","ARB010","4","1","5982"
"BAN038","COP049","0,2","0,004358","5983"
"BAN038","PIN010","3","0,07","5984"
"BAN038","SUB072","1","0,009","5985"
"BAN039","LIM018","2","0,03","5986"
"BAN039","LIM021","2","0,008","5987"
"BAN040","PLO012","1","1","5988"
"BAN041","ELE003","1","1","5989"
"BAN041","SUB003","4","0,009","5990"
"BAN042","ELE003","1","1","5991"
"BAN042","SUB003","4","0,009","5992"
"BAN043","ELE003","1","1","5993"
"BAN043","SUB003","4","0,009","5994"
"BAN044","ELE003","1","1","5995"
"BAN044","SUB021","1","1","5996"
"BAN045","ELE003","1","1","5997"
"BAN045","SUB021","1","1","5998"
"CAR001","COP075","0,25","0,004429","5999"
"CAR001","HER015","1","1","6000"
"CAR002","ALB120","1","0,002","6001"
"CAR002","COP075","0,25","0,004429","6002"
"CAR002","HER015","1","1","6003"
"CAR002","HER083","1","0,004","6004"
"CAR003","ALB120","1","0,002","6005"
"CAR003","CON043","1","0,003","6006"
"CAR003","COP075","0,25","0,004429","6007"
"CAR003","HER015","1","1","6008"
"CAR004","ALB120","1","0,002","6009"
"CAR004","COP075","0,25","0,004429","6010"
"CAR004","HER009","1","0,008","6011"
"CAR004","HER015","2","1","6012"
"CAR005","ALB120","1","0,002","6013"
"CAR005","COP075","0,25","0,004429","6014"
"CAR005","HER009","1","0,008","6015"
"CAR005","HER015","1","1","6016"
"CAR006","ALB120","1","0,002","6017"
"CAR006","HER009","1","0,008","6018"
"CAR006","HER015","1","1","6019"
"CAR006","SUB015","0,5","1","6020"
"CAR006","VEH004","0,5","1","6021"
"CAR007","ALB120","1","0,002","6022"
"CAR007","COP075","0,25","0,004429","6023"
"CAR007","HER015","1","1","6024"
"CAR007","HER064","1","0,003","6025"
"CAR007","SUB015","0,25","1","6026"
"CAR008","ALB149","2","0,01","6027"
"CAR008","CON053","1","0,02","6028"
"CAR008","HER001","1","0,02","6029"
"CAR008","MED001","1","0,01","6030"
"CAR009","ALB120","1","0,002","6031"
"CAR009","CON043","1","0,003","6032"
"CAR009","COP075","0,25","0,004429","6033"
"CAR009","HER015","1","1","6034"
"CAR010","CON044","1","0,01","6035"
"CAR010","COP075","0,25","0,004429","6036"
"CAR010","HER015","1","1","6037"
"CAR010","HER083","1","0,004","6038"
"CAR011","ALB120","1","0,002","6039"
"CAR011","COP074","0,5","0,004979","6040"
"CAR011","HER083","1","0,004","6041"
"CAR012","CON044","1","0,01","6042"
"CAR012","COP075","0,25","0,004429","6043"
"CAR012","HER015","1","1","6044"
"CAR012","HER083","1","0,004","6045"
"CAR013","CON054","2","1","6046"
"CAR013","COP074","1","0,004979","6047"
"CAR014","ALB120","1","0,002","6048"
"CAR014","CON043","1","0,003","6049"
"CAR014","CON054","2","1","6050"
"CAR014","COP074","0,25","0,004979","6051"
"CAR015","CON044","1","0,01","6052"
"CAR015","CON054","2","1","6053"
"CAR015","COP074","1","0,004979","6054"
"CAR015","HER083","1","0,004","6055"
"CAR016","CON054","2","1","6056"
"CAR016","COP074","1","0,004979","6057"
"CAR017","COP074","1","0,004979","6058"
"CAR017","HER015","2","1","6059"
"CAR018","CON054","2","1","6060"
"CAR018","COP074","1","0,004979","6061"
"CAR019","COP075","0,25","0,004429","6062"
"CAR019","HER015","1","1","6063"
"CAR020","ALB120","1","0,002","6064"
"CAR020","COP075","0,25","0,004429","6065"
"CAR020","HER009","1","0,008","6066"
"CAR020","HER015","1","1","6067"
"CAR021","ALB120","1","0,002","6068"
"CAR021","CON054","2","1","6069"
"CAR021","COP074","0,5","0,004979","6070"
